,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.007233333835584222,-0.05745198394444018,0.02380838739214952,0.056198763834445234,-0.07663349504466227,-0.020113574014040726
HALLMARK_ALLOGRAFT_REJECTION,0.010620242067451562,-0.05550970461613645,0.02251239364594658,0.01941583856889245,-0.04436500455273861,-0.04452011195945664
HALLMARK_ANDROGEN_RESPONSE,-0.001251458790366111,-0.04141651892404808,0.028214044549575382,0.04001396349193904,-0.04887521755659452,-0.02192673023529715
HALLMARK_ANGIOGENESIS,-0.024929517745673035,-0.019898772426949138,-0.012156121955297253,0.05097757462696115,-0.008792291554850989,0.12840200025177098
HALLMARK_APICAL_JUNCTION,0.03157288264730337,-0.011701690482164307,-0.026703516032946215,0.06831468855675357,-0.08910974743735246,0.006986800988177148
HALLMARK_APICAL_SURFACE,0.06235013229999176,-0.028216231669408055,0.011142715835096823,0.09564145791538972,-0.10207389721846008,-0.0794684192720084
HALLMARK_APOPTOSIS,0.019790653337167334,-0.006339510866469896,-0.011262108990548698,0.01847453331192465,-0.06317694664063417,-0.0022685739950418
HALLMARK_BILE_ACID_METABOLISM,0.010941875034687923,-0.02091996860559832,0.022522198055250346,0.04581441261362414,-0.05723311841048648,-0.0049392667486785
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.014317476650137216,-0.03172621941920964,-0.029743221643140177,0.013004794074642863,-0.08002872813408105,-0.03077092554201944
HALLMARK_COAGULATION,0.04692953693392604,-0.03888105723378326,0.005512321700195547,0.1055442491743325,-0.09112503337405244,0.07879216650918613
HALLMARK_COMPLEMENT,-0.013448126007185946,-0.05012681478669132,0.017911807429123794,0.035222242559892314,-0.09274596355138899,-0.0006238467571174063
HALLMARK_DNA_REPAIR,0.004771162310722197,-0.04862383889919597,0.002286400679951018,0.019902591455410238,-0.06953443304860364,-0.0023458022516715097
HALLMARK_E2F_TARGETS,0.08983667623534579,-0.015007071419453052,-0.01911974483870819,0.006994013456163593,-0.03912621153772423,-0.004984847204174885
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05465140107230031,-0.007680897245789917,0.02513040089084071,0.08454081184202794,-0.06680421141789884,0.1413587488219413
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.020215627660432615,-0.05660480963233173,-0.004336078480940502,0.031895277040413526,-0.07264751047959532,0.0612094382569481
HALLMARK_ESTROGEN_RESPONSE_LATE,0.00433344656327881,-0.03174935445928535,-0.035206207431416045,0.0001418707527197016,-0.04115267785703623,-0.08903982576181779
HALLMARK_FATTY_ACID_METABOLISM,0.020532482075994767,-0.019449840179510153,-0.01862297359861902,-0.08296221947671205,-0.011824888446894529,0.026547866620696105
HALLMARK_G2M_CHECKPOINT,0.07306944235663708,-0.012398837067871486,0.03231016516262084,0.039069642780469795,-0.047726249087270946,0.004594809669448997
HALLMARK_GLYCOLYSIS,0.07036539288578747,-0.036749898854248404,-0.00905157361783471,-0.005035342324581067,-0.06828438893507452,-0.01701927908252793
HALLMARK_HEDGEHOG_SIGNALING,0.08202880230769512,-0.015525589132552408,-0.012879062738691674,-0.019557380573900364,-0.051137600015678936,-0.04599429144950512
HALLMARK_HEME_METABOLISM,-0.009282483627655493,-0.04647638549001669,-0.02056656178654313,0.008655093134590168,-0.04329035518812678,-0.04452740107828345
HALLMARK_HYPOXIA,-0.04718568635161653,-0.032674034680580895,-0.018596323007750843,-0.06024167096382538,0.022821487427810913,0.06449677112427374
HALLMARK_IL2_STAT5_SIGNALING,0.04383593405057473,-0.039156539801556034,-0.00497862000046582,-0.004121975466288255,-0.05884134222759281,0.03250855705021902
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.10542992680187248,0.003658216940382351,-0.029038662184953924,0.07082737048906522,-0.07136302081683545,-0.00532549903916316
HALLMARK_INFLAMMATORY_RESPONSE,-0.0731628352981103,-0.011415585568374197,0.0024784831976927134,0.0033543740541947787,-0.005128762838272317,0.13272714380839992
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03257470352128547,-0.0253506706166683,-0.046657577258677016,0.01387403267636025,-0.07786321409504648,-0.05873454209900018
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.053067087585896185,-0.054414294652208615,-0.0010454918653862873,0.009519462402552976,-0.0862471108964467,0.020973638843977394
HALLMARK_KRAS_SIGNALING_DN,-0.012932139736565889,-0.03803023338590778,-0.013843928486998343,-0.0295245187182968,-0.058510614142319846,-0.050407461851989424
HALLMARK_KRAS_SIGNALING_UP,0.01613844231804638,-0.04175220079743349,-0.03925238304720949,0.027820164238138732,-0.05335647693276284,0.010523675971124868
HALLMARK_MITOTIC_SPINDLE,0.03180545194150273,-0.012183460353986856,0.01440619193820538,0.045725809303867535,-0.0413793534433364,-0.007132347314435246
HALLMARK_MTORC1_SIGNALING,0.04974505419725226,0.008993902172431132,-0.05005017634466379,0.003515967091208233,0.0008245328446374466,0.062224320785509386
HALLMARK_MYC_TARGETS_V1,-0.00791003513876872,-0.04592879609308043,-0.009961450769428185,0.021158884720917693,-0.05255494720204317,-0.022718852400866893
HALLMARK_MYC_TARGETS_V2,0.006761451857756182,-0.06704318855222977,0.03444463634309132,-0.021310900241261106,-0.09279498658104984,0.07283678010097105
HALLMARK_MYOGENESIS,0.023861960729725542,-0.03935821190201901,-0.014538447359935635,0.055430762768270754,-0.08498529678172843,-0.026284300843374866
HALLMARK_NOTCH_SIGNALING,0.00013534812826963857,-0.039555552433076575,-0.03332661360190475,0.011717407721633991,-0.07653614566203326,-0.007233760770637007
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.023788189250217872,-0.05752914555780019,-0.018623554715747323,-0.00075784727410377,-0.07418668021424327,-0.0800205152765384
HALLMARK_P53_PATHWAY,-0.019241258613421183,-0.07803993660745948,-0.03267047021248322,-0.018200992009997613,-0.051113353749314076,0.03878824810067305
HALLMARK_PANCREAS_BETA_CELLS,-0.07442534604204526,-0.051476943001011244,0.059772806619827736,-0.0377508023620799,-0.061455448945670656,-0.09106595621345434
HALLMARK_PEROXISOME,0.00340304309027163,-0.03137668701655205,0.008068920091761082,0.025735837995871202,0.0007170736605526258,-0.048814549072085156
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.010490299831045597,-0.03459389707153396,-0.041147179149403516,0.02704024961273047,-0.06994118358114437,-0.0506109713194138
HALLMARK_PROTEIN_SECRETION,0.015339020437138607,-0.034350427457663694,0.007679807791741529,0.010379285927646146,-0.07134008960762217,-0.032828536000013356
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0350405666222459,-0.07442618629289624,0.03566987985581761,-0.04313888066775397,-0.059195750928888395,-0.08786802667794277
HALLMARK_SPERMATOGENESIS,0.00848823782091822,-0.03682738017087644,-0.027562801811016613,-0.010626268282080988,-0.07033237872927346,-0.11188196466332538
HALLMARK_TGF_BETA_SIGNALING,0.027841821384698647,-0.024532169588939706,-0.007222937856077188,0.05741072643792333,-0.06524053016842048,-0.018770305733011656
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.057745476013615966,-0.03941755374707184,0.019997505169333546,-0.018249640225308422,0.014724311434633817,0.06986030838595292
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04327835077749085,-0.02985668652015965,0.003836575679590469,0.028516397745020183,-0.06942999226422644,0.03437262903205146
HALLMARK_UV_RESPONSE_DN,0.008874441278216766,0.007247456671065506,0.018708189608738785,0.05637031986093587,-0.10119718712445672,-0.012749888895185283
HALLMARK_UV_RESPONSE_UP,0.033324737372887984,-0.02836121136318278,-0.03737568548060505,-0.02759343918878349,-0.03382438206507879,-0.026134915145124497
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.00539748177836069,0.0034638340744297933,-0.031796656506205175,0.06738349583724167,-0.04050202976252113,-0.04890889523984189
HALLMARK_XENOBIOTIC_METABOLISM,-0.01370567503533215,-0.038886657779237055,-0.003775887784410362,-0.006095437666487739,-0.06910877477453826,-0.004681525440868495
