,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06298485612921673,-0.26769639760197417,-0.04874821604409479,-0.06879365462029932,0.05812655356201002,9.886581753932977e-05,-0.09842370658525873,-0.026201383898536202,-0.031551533225317584,-0.021318139694012042,0.18728268147686666,0.05584665324015387,0.18393963333000657,0.07245681950482244,0.11774354971442434,0.06876384070798157,0.01706161665068821,-0.03399780325383601,0.12987181344792303,0.14440335136099877
HALLMARK_ALLOGRAFT_REJECTION,0.0032139912531516483,-0.25528335445970957,-0.054059552710314436,-0.06099863653012646,-0.09186911772389626,0.022530601346791437,-0.15427208244063353,-0.007564362059452247,-0.013725258236511965,-0.03266664167538305,0.1995138319555697,0.014654937121997922,0.07845195884374447,-0.04510443890103654,0.047369441962574095,0.09036521050174857,-0.0062777730378679114,-0.013782313764494809,0.06490555603332765,0.07240498583335774
HALLMARK_ANDROGEN_RESPONSE,0.01692378104218057,0.1797562924675559,0.09163884301350265,0.10648299785135223,-0.0068218403420929035,0.0033553307513369247,-0.0676146565275932,-0.019602431552450422,0.039721339508523315,-0.030349489386412076,0.1822240907146844,0.09349584027522763,0.0873093609316975,0.11961066280193358,0.12530140910306123,0.0541555872715265,0.041797204005484076,-0.0030483857870555573,0.11439948293310614,0.18300003869120068
HALLMARK_ANGIOGENESIS,-0.001082838267178395,-0.40008615194757274,0.08588557280904131,0.02512971605448852,-0.04742758926453356,0.026453603107459336,0.11381035712150624,0.03584836165939265,0.06641164702973454,0.06264475720645792,0.22044523673646865,-0.11957519648648954,0.008123325423835193,0.01924619597338285,0.03565177015456207,0.04184359011348271,0.04778182692038065,0.04653967186899523,-0.02242336551808669,0.16544260987379136
HALLMARK_APICAL_JUNCTION,-0.009874786324421911,-0.2311464089113196,0.022248595183277802,0.05192465803387933,-0.03131374493737582,0.011030902631597584,0.04235554058607637,-0.027068973362574817,-0.028519490764401,-0.02866747482118931,0.21260830195897168,0.10762085262259531,0.09123898310190978,0.135664534184401,0.12504514303222974,0.10084720237159828,0.12280652957812836,0.014306678904671173,0.1383101008327544,0.17903072514849067
HALLMARK_APICAL_SURFACE,-0.01045298595325366,-0.2656271866216612,-0.06912704601673085,-0.02941427535262645,0.03526354952128516,0.032308204453857986,-0.11415113799179145,0.026849882781223088,0.01671589890077871,0.012915806488002906,0.07569462452713609,0.020550432574919456,0.06495267786383706,0.047925247386373326,0.1087488059767885,0.02037046164978325,0.005587284634276487,-0.0019483577218348887,0.09889973143562161,0.062049462432001726
HALLMARK_APOPTOSIS,0.008545242783685921,0.212746423345255,0.04309903148624945,0.1306670281342101,0.05145364274088558,-0.03960338530567121,0.10766011148935423,-0.03751190838367636,0.046862003235733946,-0.02296256615464793,0.03366923721809112,0.06726897082246905,0.004203731460016138,0.1961212752188871,0.06740758470838087,-0.010199642264835615,-0.039725793565508045,0.0012101313940400885,0.07633604438250148,0.04074526219399008
HALLMARK_BILE_ACID_METABOLISM,0.017356624996279598,-0.3502648808086731,-0.017036398199984145,-0.1433165429198621,-0.02383034495079848,-0.037546611790874165,-0.03623538987650552,-0.05501591233197409,-0.0845243001905691,0.0062068533817820366,0.0847380909347947,0.03620526356658589,0.12277007017397808,-0.02008490393138437,0.07155730832215533,-0.01418918681017415,0.06249290270561324,-0.012583993740393692,0.0912898229631557,0.09217155732154014
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02201863633673667,-0.24190929159925145,-0.0015975082555754934,-0.013810604415147781,-0.003952954897814156,-0.035433865683026755,0.12512307430275152,0.023493749521426643,-0.03478564541390793,0.011457215460351349,0.12236597686342394,0.11397764453366936,0.11798796078934448,0.11435311999128964,0.1267021901858575,0.08945225891459656,0.06513681115037773,0.06144664166156218,0.15528533487305043,0.09110085341584592
HALLMARK_COAGULATION,-0.0013531086507825069,-0.3056249708250078,-0.019577474504588174,0.07027593369287316,-0.09259020575013019,-0.0029381635624157205,-0.08135536352113613,-0.04011661477149315,-0.010503671424873429,-0.047587006518559925,0.1676758051588764,0.09656568712370328,0.08386904349667837,0.09176156050680064,0.13283039006362662,0.05591672128485092,-0.0678384165639401,-0.007817729011402841,0.06685268011560855,0.12382122463621865
