,UKF243,UKF248,UKF251,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.110090372058225,0.06292018579398048,0.02604540564539038,0.12504368995627574,0.08103652141108686,0.08705828517439848,0.1067655188674009,0.039041136430939254,0.06027989041593834,0.05682831761920622,0.1909972558476882,0.0092029397912868,0.3801708333594635,0.2915112257290874,0.20574512403824904,0.02706097098569689
HALLMARK_ALLOGRAFT_REJECTION,-0.059972726101789574,-0.00448079260209142,0.004901119341355291,0.01271089665887279,0.13195745529992553,0.00780168660616266,-0.01465212981972255,-0.02740914351913736,0.07513198487439313,0.05487363390675974,0.056812706405557634,0.02499520474378197,0.16837420119294877,0.18181303992292872,-0.0766091261726126,0.013781889145756383
HALLMARK_ANDROGEN_RESPONSE,0.07574068192127807,0.02787579944732321,0.006258671709802962,-0.00488476973886686,0.1981284216128078,0.05936941907883573,0.02190075810425581,0.06799696426848739,0.01041626177650082,0.13590719205559068,0.189092410724116,0.011136030408067057,0.14620380331078972,0.23602744692291744,0.18569866795535417,0.061215381943205145
HALLMARK_ANGIOGENESIS,0.027270981900864483,0.03378220074725375,-0.0208735640822609,-0.02227709905866081,0.16442595776357846,0.002756652410624084,0.04590042732292754,-0.021630481349517387,-0.028030223648522572,0.107988248651059,-0.10132719917319587,0.07089498093118606,0.03456755196062124,-0.1053673144924317,0.16731948984938397,-0.07826255322584777
HALLMARK_APICAL_JUNCTION,0.10609570936595772,0.0451882480528257,0.08993658697312418,0.11977240137595511,0.20473871831703927,0.10800368390070043,0.08028005368453307,0.030790639838444732,0.08121584450948047,0.10938026291241174,0.1888248552360764,-0.04044036788724939,0.336838655431475,0.24888517760345208,0.19849246203769597,0.049973736617064404
HALLMARK_APICAL_SURFACE,0.0415595630173859,0.09051389207566464,0.09483064440949007,0.07732798773236424,-0.042757123939874325,0.045642534293878365,0.042752663547428085,-0.04037035115992679,0.059625228164921884,-0.03960883176345073,0.15317723294620078,0.048464704280821225,0.3361626061973581,0.17387973071773644,0.07877781988305103,0.12637917872271046
HALLMARK_APOPTOSIS,0.06170621770903248,0.05632991396355407,0.02681923324416274,-0.0864635473263717,-0.08122450295955184,0.04897197761837785,0.05231583183834286,0.026698301372423745,0.06247029620785173,0.05979708166919536,0.07689586559422716,-0.02168539641474997,0.12927096467456486,0.16775742493092896,0.08433999214279414,0.08659811458107217
HALLMARK_BILE_ACID_METABOLISM,0.14961468827253738,0.02553992776761775,0.10643485049450206,0.08989550073059697,0.1693117770147246,0.06318547512330022,0.0673175965537941,0.06065737803169025,0.03489056017150955,-0.0038423063913741507,0.09194342398356986,0.061340857903896914,0.2627984581202856,0.2793705783330335,0.20861488867773884,0.15383827812323958
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1700470728490384,0.03683186586624639,0.07890415542153076,0.11094971184871326,0.17523380412321463,0.036163957169420426,0.09846360908490862,0.07006204126034914,-0.013616713627829692,0.05665092487553011,0.12446435607416624,0.03190896152254867,0.30404461558304674,0.3246337553739785,0.26247576491654895,0.1460674959007643
HALLMARK_COAGULATION,0.13449785176436072,0.044763232258557606,0.03148118287637047,-0.012942116571188928,0.08314541866796964,0.05968326363982208,0.07496911699844161,0.018494891021814848,0.0417079090474664,0.1420542875228673,0.15376679332007448,-0.0021713851929892115,0.3144296047053497,0.17622807221809497,0.15118099836857787,0.16841955975689352
HALLMARK_COMPLEMENT,0.02474807924537919,0.05093959825637104,0.04529826173939296,0.004622907100258933,0.05669443715248672,0.06837734398929565,0.08643030523816907,0.05053322485584719,0.14585154115785484,0.08551419872354071,0.022593200567559694,0.027291392664949943,0.2514945524219453,0.27783665692215914,0.10811522240908172,-0.008986495953803627
HALLMARK_DNA_REPAIR,0.07124169335232386,0.04669382227380193,0.11360148928440043,0.09807297413603198,0.22339727393595188,0.09285977601740049,0.11535807679179791,0.07594089881554798,0.0705843391475789,0.013963013727453897,0.1802429437262653,0.0008630346846872217,0.3944881659816288,0.30602134077713133,0.2701925992603124,0.0729153142390979
HALLMARK_E2F_TARGETS,0.10124376009184298,0.05244374324449984,0.10425759975923263,0.12196270921585624,0.21825987937742733,0.09770776387504879,0.11719244528599053,0.013040311116763964,0.02667958909739024,-0.02060173836070725,0.14882125166266985,0.04257901360776499,0.23971547777662164,0.23994241824881127,0.2633828010889193,0.004712673926678365
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08875797212212241,0.027246415603316892,-0.00983144107965607,0.02482976189845612,0.15706584722953457,0.05334286057037392,0.09808965593876592,0.011537347685087386,0.057796593395545375,0.12518472689983706,0.10697958136279682,-0.04517060966578309,0.2580575265608049,0.12354879564743534,0.1901361682539987,0.046367589395890745
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06693042209223055,0.021793418139403182,0.021755450770581827,-0.04279363490577232,0.03375025934860865,0.11250257049960619,0.02162498189032067,-0.02472394270664,0.1026605898285183,0.10062482861192378,0.10598939479625069,0.08436287102023567,0.27334242038866624,0.2628420154336106,0.21978861948745693,0.04043773909858043
HALLMARK_ESTROGEN_RESPONSE_LATE,0.12802353948285367,0.06821917734953926,0.04750643655230507,0.11052419134555569,0.08730360391180192,0.04636525730075985,0.0699609534775466,0.057995884886022024,-5.115759466384805e-05,-0.035062289542107584,0.09987027823129059,-0.05198872368492842,0.16282486042839034,0.28679734736208895,0.15403013570807528,0.03480135836127351
HALLMARK_FATTY_ACID_METABOLISM,0.07289494679144942,0.05161356410481734,-0.03779489533790714,0.01753495350738922,0.010510264053330533,0.0844893047147848,-0.04099386232371027,0.044560694984134765,0.051793660261835794,0.051147524937158066,0.002569130722661978,0.06370200523561839,0.17087810007089418,0.16474821655349017,0.12233184028496079,0.01953724457052832
HALLMARK_G2M_CHECKPOINT,0.07848605472277065,0.08660855323362963,0.07175098662447134,0.13344977036734823,0.21211242290465473,0.11056990781743932,0.022459647867121485,0.05475272072625032,0.013736500519639108,-0.0020434292108474626,0.14944536858658436,-0.044008173473948045,0.2526673777537303,0.2521501053837624,0.2699205292814448,0.026111537752248348
HALLMARK_GLYCOLYSIS,0.056161285348432864,0.04972361176128107,0.07954637495577452,0.0625435238227119,0.13752793427617085,0.00407101119378125,0.08159069084705518,0.016300083963697348,0.03656742900993901,0.039851254976044054,0.09012835813216251,0.10544514083785393,0.40770928580479515,0.3081207515545521,0.1841962195748785,0.055667070124516035
HALLMARK_HEDGEHOG_SIGNALING,0.0064170106334434564,0.05739663977830601,0.07462443975372217,0.05066567356835888,-0.0947706237521953,0.030164200733346382,0.0002992743638426794,0.004384282045966006,0.0640753149439531,0.18596452650879355,0.043631577333092135,-0.04505525101620249,0.24079147049898025,0.26417327222444437,-0.03083856316988107,0.01628917349065326
HALLMARK_HEME_METABOLISM,0.09131038619843496,0.056706579696346494,0.049304823710871616,0.1171340996695004,0.125567338952839,0.11469203464298407,0.09053692423858453,0.026107866330993473,0.060922558527416903,0.1348336653017851,0.10073586383586097,0.014503300121614021,0.3253996384465796,0.2949061645004236,0.07799217882215936,0.03588661668841106
HALLMARK_HYPOXIA,-0.028133213242797803,0.019225258395493623,-0.05725039191287059,-0.00881036051155205,0.02761699728550524,0.037642789024664336,0.04287725209128416,0.01394981499690912,-0.05297291195689934,0.04639262058686075,-0.11142990821453375,0.052751171227586005,0.273671929436608,0.09472340833738264,0.19040784471936487,0.10873923779900138
HALLMARK_IL2_STAT5_SIGNALING,0.06724954342646788,0.03001318841102022,-0.012970924131242513,0.12476586418796927,0.07313046096308867,0.08110349273876666,0.09753616806634684,0.035624449492592275,0.06311788100688963,0.13652152955048166,0.02168550192949968,0.0167866097537845,0.22026364798354753,0.2660499446624632,0.25032725344405765,0.11140074042773428
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.11049993389153201,0.02318759924260704,0.047623749930555605,0.07056935577686947,0.13801284605334418,0.07726163088878366,-0.0013375138838504035,0.04234381265885411,0.013787963921664167,0.1524424267671816,-0.03601598244552147,-0.07279468485891744,0.14624081097905475,0.22843392501691007,0.22453546635149066,-0.06514863942836567
HALLMARK_INFLAMMATORY_RESPONSE,0.08988431562735869,0.0036529299787547353,0.02222740906956799,-0.028893483901378123,-0.053949022252268976,-0.01664399765304014,0.03520849023302979,0.024855703478080242,0.04553083749643304,-0.03417373739819198,-0.010714047701330644,0.004426168864676019,0.16186427835519793,0.16103027864648417,0.13986723692047182,0.06073678833051853
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05217793965088539,0.03171526344929588,-0.07213068373304264,0.08910874550943526,0.19867147850643616,-0.003549100128945477,0.04493894211418601,0.030426720492426774,0.0018449710077547156,0.06860536632609535,0.14997678233586897,-0.022470205950507815,0.02867630029815956,0.23622149576191664,0.0019742420220806253,0.05908196222962413
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.15479150989974785,0.04572598231315314,-0.03399542433646806,0.03285564472074598,0.006440873989917346,0.06428992631292242,0.0770917308742566,0.013932347014563267,0.027662807760359964,0.1015867463649356,0.09779167081336365,-0.015898043035628407,0.2252187882988608,0.19910756696295132,0.24321804889981855,-0.01597826245785797
