,UKF248,UKF255,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.005023019392690981,0.012908064324546316,0.045526599591027166,-0.09590459258506144,0.011002634142059979,0.07473041606092887,0.07400334770708958,0.03475135283947073,-0.05171404223502145,-0.025912402743847696,-0.06293302519057328
HALLMARK_ALLOGRAFT_REJECTION,0.019514279646757934,0.04107075747995814,0.11518850125345108,0.10819513071932993,0.015673241562550334,0.11527788296764156,0.11709874212631192,0.04736637131368034,0.012499655427378195,-0.0013028391429045919,0.023640099502462857
HALLMARK_ANDROGEN_RESPONSE,0.004973092390659394,0.007467303251620897,0.08419790374290519,-0.12087601139335206,0.0001269935236403235,0.06414831205697906,0.06602329319965092,0.03304346108243187,0.0340573720729666,-0.06008535326864957,0.03819502926820402
HALLMARK_ANGIOGENESIS,0.05667688355451587,0.013239840422702232,0.06274477659671322,0.10459468345466195,0.08484015738284596,0.06487918175777983,-0.007786993086025123,-0.0693690052674139,0.0007891084353118949,0.002144414335415072,0.029936580820038396
HALLMARK_APICAL_JUNCTION,-0.01659212062718512,0.04397177116889733,0.045856844221416254,-0.1578757269143957,-0.06890045924068525,0.07903155153804331,0.0317889411697255,0.04942060983929939,-0.008757592866014295,-0.03230238426545178,-0.04081527558240883
HALLMARK_APICAL_SURFACE,-0.027681228883447002,-0.06433009595120348,-0.009772165321843785,-0.14623919917467243,0.05509827594175121,0.05308215323831856,0.030147347641849273,0.044810162499580454,0.0070969617611376466,-0.06320826444598797,-0.012281906058910162
HALLMARK_APOPTOSIS,0.00857009178976795,-0.03604840497320977,0.04335496276977527,-0.0525669561416243,0.03060150712016863,0.030894730457203257,-0.02736977871473823,-0.08040928680447317,-0.06362100664979121,-0.06120949619322715,-0.005947888380150037
HALLMARK_BILE_ACID_METABOLISM,-0.05051086443785739,0.0016522804833075358,0.08697968591025232,-0.15958277851864885,0.03637675889926881,0.03186227850554138,0.028136792338802948,0.031184190490526578,-0.027789258713178666,-0.010615504606069562,-0.05949909157974136
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05880975885251172,0.05860892300012265,0.017911491786954708,-0.13885490608126452,0.0329466769326675,0.04071966872612894,0.04322290174164107,0.052751871443383266,-0.05701591262655798,-0.05764999072915439,-0.055713492220734635
HALLMARK_COAGULATION,0.02274449868598587,0.020868203972270717,0.04670650780836968,-0.08083108312909155,-0.003535592703441736,0.08221131488835283,0.08487559409958483,-0.013759912516737855,-0.06657082236854231,-0.05893821749140072,-0.04270808026920835
HALLMARK_COMPLEMENT,-0.010071873243563761,0.009669732334644937,0.07430599361304586,-0.03910424183143101,0.026127108553960963,0.09715608961661464,-0.013379441814079551,0.014001445666581225,0.020121102166887447,-0.05809618129529938,0.018264915614392408
HALLMARK_DNA_REPAIR,-0.021591136612209766,0.01775492183492427,0.08363020185920997,-0.14505225848808445,-0.003088188756201329,0.05132034702440738,0.05497818708792967,0.05268089973624765,0.017885950061799948,-0.012175801117057619,-0.030131324582658915
HALLMARK_E2F_TARGETS,-0.015529361725131897,0.05978688040308379,0.005344534313841439,-0.0826318162018813,-0.01373400036297699,0.06627851546150479,0.0389795216949282,0.01447400775942417,-0.039768957502096414,-0.008963737100211424,-0.05642316295403469
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0525421255606494,-0.028754963190098373,0.1306997798184592,-0.12470196479139864,-0.012977721880576895,0.0696718691570664,0.0210615931609962,-0.08332504409223217,0.0025189156558116624,0.00016556836477607498,0.006968049865223867
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.007963524357105817,-0.07733910258656107,0.0640595077497524,-0.08524993259210019,0.08113387841721183,0.026717030502188033,-0.05829884896173469,0.03410302602602248,-0.01135421824938791,-0.03239447749573854,-0.04607674377447207
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0593264523118674,0.06060111600698254,-0.002218316758064507,-0.10027318343147136,0.0292170478924548,0.03708918039839985,0.04483613527832748,0.05978826647352728,0.04255355206339664,-0.02125392682329167,0.009589719920639506
HALLMARK_FATTY_ACID_METABOLISM,-0.028414876591531846,-0.051512111497425114,0.05088424407568582,-0.03452185271957111,0.05890132171010829,0.004973713061473449,-0.04309732282785597,0.048252053783026314,-0.00629164132569823,-0.012817273282011946,-0.011380919891766905
HALLMARK_G2M_CHECKPOINT,0.00228792070856381,-0.00041648370850652644,0.06459701759705141,-0.020880074720456613,0.0231576002998468,0.0745656341315751,0.040899912394668336,0.030878109997494442,0.01317864876043571,-0.016987872446435567,0.034372803206816814
HALLMARK_GLYCOLYSIS,-0.019993026866281727,0.004981177893659515,0.034452927786269856,-0.1218309436338352,-0.01770368361089096,0.07715382094902144,-0.026370885452165396,0.012415137528100867,0.03373439240015321,-0.03369823028565609,-0.01198801616303669
HALLMARK_HEDGEHOG_SIGNALING,-0.030872336468878672,-0.019253515439036483,0.10281214934786867,-0.06586107344862373,-0.009569445885198714,0.07883342573187134,-0.00646630680551501,0.0732562982139472,0.048662280275353555,-0.07479446824516045,-0.006791783025468455
HALLMARK_HEME_METABOLISM,0.016994346044111392,0.03897697013842743,0.07448274476425458,-0.08935389227812945,0.025805324596562138,0.09587797318971003,0.05431528983825804,0.0537654964959084,-0.035261791751372965,-0.014257719608166564,-0.052813588415468536
HALLMARK_HYPOXIA,0.03131402129289565,-0.06000152804493603,0.07494733286448622,0.04629285421450635,-0.011126189342530908,-0.036071974542775,-0.08682688651565572,-0.02181467539437765,0.0482782297109157,-0.04178534994890309,0.04607807070795697
HALLMARK_IL2_STAT5_SIGNALING,0.020521071764903347,-0.021477613910754867,0.0640584414749425,-0.11777683501204007,0.0971886571460787,0.07052534604786856,0.03251743969658481,0.026946378656754512,0.032019083628020244,-0.06024910389387829,-0.036968769141896174
