,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.3239755794299703,-0.26302895604226895,0.037720959248817174,-0.19341104490144986,-0.0874368465141984,-0.07037865411957672,0.04395903437365952,-0.22186365841107958,-0.1814403955530312,-0.255243769767831,-0.16966447063818074,0.048862105862681304,0.03397497219628715,0.08954961828730727,-0.008775452025252595
HALLMARK_ALLOGRAFT_REJECTION,-0.22270146275356614,-0.1433792235237187,0.030303667538067753,-0.0680535928885746,-0.06703414676225548,-0.11283107315867497,0.04870202968407748,-0.26982971850249193,0.02982456788164677,-0.08974641096490645,-0.14652215669934898,0.01767160082164197,-0.04668348766353632,0.0993658663029415,-0.0783789168361946
HALLMARK_ANDROGEN_RESPONSE,-0.08795269047326228,-0.13486548556223096,0.04469575678517974,-0.017973682904173477,0.20088654967668948,-0.04961055363354268,0.03060304594413143,-0.1992347443511961,-0.03212439888182174,-0.1857446642706449,-0.20600308395320518,-0.10487388635025287,0.010671114979913306,0.09488895606102477,0.055607673217542
HALLMARK_ANGIOGENESIS,-0.02954559554428795,0.20133691637718865,-0.07818966983127046,-0.24201676340886968,0.1613438490887353,0.06241425933864699,-0.06742182862971935,0.09598829293319709,0.660815378932074,0.12609576626009059,0.441204898559566,0.19246277455730454,-0.011079724193077551,-0.009340070072674485,0.11922434758344795
HALLMARK_APICAL_JUNCTION,-0.3604302024862305,-0.2882297035766886,0.07936527711311867,-0.23797689597633706,-0.0615435009219868,-0.03911858989525415,-0.011952942769517952,-0.25011794610000626,0.015327632423663699,-0.2889687899411436,-0.1678766742456802,0.032503648812667076,-0.006277734364975879,0.09787657782701747,-0.00428399565883525
HALLMARK_APICAL_SURFACE,-0.5067528570533382,-0.3486039019502545,0.011281609172727136,-0.13532763923503113,-0.21296798631832806,-0.05400025592498714,0.10329393634273999,-0.24006487543622504,0.016447377438883276,-0.39531697698086055,-0.3223389954665343,-0.06154225003009957,-0.033591018879139074,0.05006991031391047,-0.06928085388383512
HALLMARK_APOPTOSIS,-0.18628805144984983,0.004548564325436699,0.03287670103377576,0.1877093105811067,0.062269419903168595,-0.0036345287595519467,-0.0207337477666595,0.008432399925063281,-0.26754217318719126,0.04112257008629019,-0.09945408829516791,0.09746311728820531,-0.046321831868536646,0.09443191246741911,-0.09396500393657622
HALLMARK_BILE_ACID_METABOLISM,-0.34911901664493405,-0.25697237712149096,0.010337865467065119,-0.21276352404220045,-0.1304588068190805,-0.003891067885875516,-0.020488975919085665,-0.12015447179384359,-0.10734365842510996,-0.33618560950694326,-0.34638980633500754,-0.026258048983553776,0.00035100867698574685,0.05081934199901789,-0.04103708880561503
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.26318252198908704,-0.10023223284582743,0.06552828439851603,-0.15067866827412416,0.0107537952885344,-0.07867742313554243,-0.08837850193315412,-0.2757168183141098,0.12492137278599079,-0.05277713490647648,-0.24151765361308591,-0.0646828766122914,0.03078444973897325,0.06055244977424992,-0.06443675304870666
HALLMARK_COAGULATION,-0.29997502378612195,-0.2536978009069903,-0.008412355532756304,-0.17128968045929507,-0.16336183413567157,-0.0385980075114178,-0.017927971967347685,-0.07043103427010208,-0.15225938556464913,-0.4682436649590505,-0.10219993459410348,0.10065136049189899,-0.05803989545977162,0.0950832471604271,-0.07170120492328114
