,UKF243,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.042594731353763654,0.043074024667538284,0.03394849436984445,0.023282438924532987,-0.014720652156447927,-0.017011099417399346,0.028341898039495515,0.08388686954480591,0.07455991973998052,0.02782871111235932,-0.005566305392359412,0.017785305779680946,-0.029469912489963886,0.13666658997409653,0.06310788418439635,-0.004475763891000831
HALLMARK_ALLOGRAFT_REJECTION,0.00864030906790954,0.017347259012072576,0.03394694775290662,-0.06172245151212682,0.010260230785199635,-0.05062856400082582,0.051503012705706536,-0.12692236724745604,0.04268031857400561,-0.07701066314408272,0.03870120152138336,0.058792336322801945,-0.01391400420142936,0.11417408294583939,0.06657946404432166,-0.01680237261806744
HALLMARK_ANDROGEN_RESPONSE,-0.02827738107286931,-0.03197919309546508,-0.004202692276987084,-0.09110024433998189,0.042191665927166604,0.06279373035606896,-0.009782636531558583,-0.0850433891883128,0.08328278367662013,-0.08164855593771933,0.01251710885302292,-0.024717806771645163,-0.023851370271814082,0.15072885913130202,0.05526890200541086,0.03439769574181238
HALLMARK_ANGIOGENESIS,-0.16742458736550772,-0.058593842933017684,-0.0679299765679103,-0.04108761712809794,-0.0012195078562722542,0.05900035716453121,-0.02736968461459216,-0.1132291060764009,-0.07412528272854087,-0.11250050110046377,0.048032033728003395,0.007453602328195194,-0.09564164995959588,0.05861058700548808,-0.01414924176502078,-0.1241136651524075
HALLMARK_APICAL_JUNCTION,0.02112451752956616,0.01582540214149265,0.007368882325384423,-0.04022826769695128,0.0037444820070484564,-0.012168384507410602,-0.006535829807665655,-0.019490914465913167,0.06363990743665893,-0.08123149265412352,-0.006644187390956183,0.03618676626500542,0.006262306922741382,0.15319754710131633,0.07070744058677797,-0.0231321064312837
HALLMARK_APICAL_SURFACE,0.10377451007553042,0.12019376027175245,0.048361879820844986,0.07864300786943139,-0.00824889660838271,-0.029523247986370106,0.059524924525669896,0.075620114337902,0.045554734844177616,-0.027166208161309068,-0.041565416696337995,0.04122600668415747,-0.04188855216594981,0.15909131097693432,0.023075330931250165,-0.07954258086553927
HALLMARK_APOPTOSIS,-0.005026582631424902,0.038947795536595275,-0.04709385096252606,0.04305243685951204,-0.027651074947998653,-0.005879958117421578,0.0026801209590324843,-0.023929472918711274,0.00717697577794971,0.05649962302160568,0.08413907650554145,-0.027606173210263877,-0.04053313724317792,0.0920099257492245,0.029179862334162095,-0.0006136510809208996
HALLMARK_BILE_ACID_METABOLISM,-0.01224311747578505,0.041852682701630235,0.026337547975766495,-0.0450744012104787,-0.025081875072908537,-0.023311080803034078,-0.002362630850201252,-0.0549396730232286,0.044204009957962316,-0.08239999156704728,-0.033425779007333255,-0.06584527217952929,-0.0007653995295150253,0.029113931191600845,0.002228770356991604,-0.04410773851069345
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.11043657486647739,-0.0051249217182248825,-0.028862318647912655,-0.032346516795999626,0.002167040883434879,0.015064187942496362,-0.03430368225589158,-0.1318617453356263,0.06279903280937155,-0.12362404934444321,-0.03640597548452949,-0.0019340544183473203,0.023062825195179888,0.05443274153725751,0.0619444635654065,-0.08067788604493753
HALLMARK_COAGULATION,-0.06439951361419598,0.0021407703665333494,8.761570138469699e-05,-0.07873680059939403,-0.024136227209787035,-0.0070068737144492205,-0.008838758188814064,-0.13027451840924206,0.06136615792818588,-0.12049386332579401,0.04847151130912037,-0.011998600881839032,-0.06700834216623232,0.17061659745429694,0.04851740455110096,-0.02303032026572714
