,UKF248,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.0240483791893151,0.016136301271858524,0.005466071970804346,-0.08475897743085867,0.08959800064124777
HALLMARK_ALLOGRAFT_REJECTION,-0.06482409202125039,0.06645439986150503,-0.029288342504824053,-0.03877440267620998,0.05408617313136797
HALLMARK_ANDROGEN_RESPONSE,0.06353920303251238,-0.00313943968907856,0.020126692705363408,-0.07838870612665602,0.09026540849179576
HALLMARK_ANGIOGENESIS,-0.022837239534522265,0.04232018839450487,-0.12010217694629897,0.13682351578935847,-0.040672880378964035
HALLMARK_APICAL_JUNCTION,0.03593313208497317,0.018717933455196067,0.06217941816503218,-0.08892784196690949,0.07449747621009262
HALLMARK_APICAL_SURFACE,0.08841803555511306,-0.02841181438810553,0.05360652933775498,-0.003521372894247876,0.02935567329180124
HALLMARK_APOPTOSIS,-0.04210755818101102,-0.018431700816796022,0.06075809986927695,0.06127392705413511,-0.010799352528419601
HALLMARK_BILE_ACID_METABOLISM,0.024862251501655032,0.0006047578481773727,0.09741448571815654,-0.0196034590684105,0.07046467523248302
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05593618984170896,-0.043409888974382874,0.10679071031297989,-0.07351307461968645,0.0831438279736182
HALLMARK_COAGULATION,0.008547641384030056,0.02421384990796935,0.059433264113037995,-0.046570935030688536,0.04612129055277602
HALLMARK_COMPLEMENT,0.015177748357966854,0.033244908760217476,-0.025932707459865062,-0.06644455054442314,0.03570883849334795
HALLMARK_DNA_REPAIR,0.05456947826413083,0.0563656389992876,0.09575312756333017,-0.07784456331911666,0.09565215467734857
HALLMARK_E2F_TARGETS,0.05356848870719402,-0.02392576654090023,0.06576188603291541,-0.1126089251666632,0.062232522707576454
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.02560716350776705,0.051741359699009414,-0.018834281409125825,0.016960521804503796,0.010817584737535605
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0358264661797247,0.015321483604622554,0.022646725690872428,0.07603551680601676,0.03139545306566511
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03863589116713383,0.022370400419138684,0.015470500707142096,-0.004271771456826938,0.08403035813209565
HALLMARK_FATTY_ACID_METABOLISM,-0.01033405311810509,0.012202566910145185,-0.03326923581048022,0.0782321509085042,0.06101428231295588
HALLMARK_G2M_CHECKPOINT,0.04320731532136409,0.01416235637579169,0.04234917201653497,-0.15374647494742952,0.01433610016271547
HALLMARK_GLYCOLYSIS,0.06225781646703026,0.02694940560837509,0.08402401412010241,0.07062876420893785,0.07166907081855081
HALLMARK_HEDGEHOG_SIGNALING,0.12729285518992234,0.01873954150557696,0.06276175355825193,-0.05778239805073929,-0.012065861669094555
HALLMARK_HEME_METABOLISM,0.04749309823716856,0.01919071108296506,0.09008691363606613,-0.06737463113099693,0.09071813464895338
HALLMARK_HYPOXIA,-0.032414113700616635,0.04865626480656959,-0.08509922107635517,0.14628703420117323,0.007640899378739858
HALLMARK_IL2_STAT5_SIGNALING,0.023640427763031078,0.032035580251848106,0.04010405495561074,-0.06866466498354343,0.07428715255783053
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04741025426496221,0.036353504734076836,-0.06440820436988254,-0.15778521069187765,0.06873870194432496
HALLMARK_INFLAMMATORY_RESPONSE,0.008910272920563187,-0.09470588086599192,0.0017371997576100568,-0.12370596205436513,0.017568557438164975
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06677790435085226,-0.008109179175404197,0.09611730960797972,-0.14587042762611022,0.06939564682623572
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.018881429281040044,0.035259453355487635,0.018181857777671402,-0.09104646360841348,0.016429270069071206
HALLMARK_KRAS_SIGNALING_DN,0.0843383059176956,-0.0562974486370857,0.0534553008654681,-0.00498649287051969,0.0751846576400925
HALLMARK_KRAS_SIGNALING_UP,0.05899567129678384,0.0552726642160042,-0.054128503830740464,-0.1282999179044379,0.06962909837339497
HALLMARK_MITOTIC_SPINDLE,0.05422146680534019,-0.007585139536179523,0.10876563672123415,-0.0762457203215443,0.0796262337007105
HALLMARK_MTORC1_SIGNALING,-0.002795413413384839,0.0377995065397661,-0.025098509142281,0.08496915148548703,0.024566356743546833
HALLMARK_MYC_TARGETS_V1,0.026878282631067445,0.05797715728642815,0.11504402049912163,-0.12072228003073994,0.10175130388250464
HALLMARK_MYC_TARGETS_V2,0.06253940508950286,-0.04424009307099393,-0.02338084314472055,-0.098290957634377,0.06311130381018668
HALLMARK_MYOGENESIS,0.02640871338468838,-0.019765701811229015,0.07811629727886474,0.03755999495181473,0.062333880651914274
HALLMARK_NOTCH_SIGNALING,0.08028432341751057,0.042120011466539126,0.13252930597510504,-0.12899348639253166,0.06674475224844835
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0911096102072632,0.04599270985430559,0.09413101486771279,-0.13221203070428375,0.08127497149028746
HALLMARK_P53_PATHWAY,0.020223931439437105,0.08063237638726371,0.04815160821782915,-0.013377722935501204,0.11085425724860383
HALLMARK_PANCREAS_BETA_CELLS,0.08854395538326566,0.03493913452524017,0.06001848607403835,0.012299336182541212,0.06419349625308837
HALLMARK_PEROXISOME,0.06063328929400411,0.04314810076024399,0.04340943208756762,-0.0731592786816388,0.0665194002354113
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03752329243517599,-0.0016856214630503522,0.1037852989780601,-0.07044955355932972,0.07362627351163387
HALLMARK_PROTEIN_SECRETION,0.08497285585223376,0.045054337541122105,0.03013349396316468,-0.037415842772210495,0.10332659904550565
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.045480591162519825,0.05176801865231802,-0.02927209073279898,-0.06921481781451204,0.10587190058046089
