,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.1544708487554177,0.11910256259766804,0.1397046581662094,0.026962443233038827,0.5103472275242195,0.09776092523869963,0.3971269183692941,0.061675179721041945,-0.43286937793439384,0.21204026151177033,0.0182394782392676,0.04024096161956372,0.22484381123121577,-0.12734259479262353,0.04903843184178592,0.16190235237072165,-0.10272163329739961,0.5141517987010489,0.5489066321201209,-0.24341394498350444,0.1773972630521006,0.0016729019908537494,0.0951931528419393,0.010131863291908742
HALLMARK_ALLOGRAFT_REJECTION,0.30053818836113905,0.10777472597584749,-0.05784677759413072,-0.0053492551309966135,0.3257956091006934,0.0854254921500023,0.1762506316508602,-0.18346721835941124,-0.6133626801583102,0.20940579786870459,-0.09899225854829106,0.07461066792375219,-0.11062156173490893,-0.014197789592792333,-0.006738966990296315,0.07180541961263093,-0.1609307472971256,0.35211142881246527,0.360444367459533,-0.19374408017595385,0.023656589037425634,-0.011263390507681187,0.17429513716242348,0.04987239812597579
HALLMARK_ANDROGEN_RESPONSE,-0.12447377816282912,0.02049359334655672,0.13131551209800088,0.0025243627136185037,0.1485867138890697,0.0001625945693661533,0.26755909014186746,-0.022169800722293843,-0.4579102851361841,0.14276104101826034,0.012648484031651034,0.17566374385899525,0.03825213383799748,0.0024520763275707198,0.028325216468767574,0.030068887150664414,0.016608073570645407,0.3744977241579678,0.4273489047761885,-0.008595727642997214,0.037486835412201366,0.09514398321754422,0.05522821119754133,0.06534646264972788
HALLMARK_ANGIOGENESIS,0.17743578340769625,-0.3204238255392123,-0.045635782595385636,-0.002348926013221119,0.3970147220677433,-0.0552070759123755,-0.44823514289114175,-0.10275624850370978,-0.6063680110139736,-0.27771974631570673,-0.018628137935885473,0.18209665595050611,-0.4703777274310944,-0.10696852491594658,0.02180789903984124,-0.07688179461340161,-0.04022441882807681,-0.2269016004040119,-0.36857522318034036,-0.33114333752117453,-0.1927668122958814,0.045269243051900845,-0.2675766216853603,0.09893064167953326
HALLMARK_APICAL_JUNCTION,-0.2314153402939641,0.00997823364919083,0.12188998567108987,0.06423539445517766,0.5293767528222542,0.05460212640235454,0.10518577142984697,-0.05005165922661706,-0.5810387517993499,-0.08949522735181599,0.04279646796429959,0.054370282117417394,-0.07782891017788417,-0.08442556917074875,0.034766473971919024,0.08551827424112841,-0.18276636733965398,0.4463371687860663,0.4995272437728941,-0.22000218036056426,0.048340258861518395,0.07008065389189821,0.04939941524514366,0.04903419453414702
HALLMARK_APICAL_SURFACE,-0.17425779135737743,0.2681695429879795,0.21133519009729093,0.06236381460409979,0.2679335878928849,0.07069020542868834,0.23068542791266605,0.16743073550032134,0.21105178987957451,0.24685528881023294,0.12347965333385547,0.05514352537543576,0.09833970605980774,-0.22209647493326615,0.004463249693613779,0.015346047974640474,-0.028015098136705528,0.34631244522141325,0.43211943064980674,-0.0573274613024373,0.022218004951488703,0.02993196014733116,0.2530516108492803,0.16591507171482486
HALLMARK_APOPTOSIS,-0.060406934049755875,-0.001914654931545427,-0.11738116530812262,0.013144583411135825,-0.24617446912569219,0.05887091739462737,-0.21937259619908767,0.06650973212492814,-0.2387463962373173,-0.0794438691419211,-0.039025515831458156,0.005746831325641487,0.18554778762479265,0.09785336170811487,-0.054921274927724036,0.026837848110112292,-0.16870713432680667,-0.2733389736575757,-0.26650684781501877,-0.1343795801140043,-0.008488067323467925,-0.001786750277656457,0.15262159779905574,-0.026835966233787645
HALLMARK_BILE_ACID_METABOLISM,-0.1908905481087912,-0.024963085107273734,0.18041341071521255,0.027761082709688543,0.4267457935815136,0.07043732995091961,0.18097425316488025,0.04640570579850381,-0.5428793271841551,-0.03758250745948621,-0.06118394716573365,0.15813299813199158,0.045276939761127906,-0.13333507890612717,0.005660204097908329,0.11811415346087405,0.016104426021825248,0.40150059366967966,0.45621715979792626,0.08153089321231416,0.11824191648164144,0.08650526213822776,-0.03765862953337735,0.13636539446307142
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06420348147137843,-0.09399699510657465,0.11076526609463364,0.03421073889293251,0.3797610596606284,0.059464980232768534,0.21429894727740012,-0.06328820336269994,-0.3269763214605562,-0.2865617310806168,-0.0035513362320418627,0.22615024562435374,-0.13704747790202007,-0.10281083279618311,0.10663749108158241,0.12251004186602371,-0.025607755060580686,0.4843641421605727,0.5683935310643304,0.03540514133684905,0.1404510628788233,0.11394646769957582,-0.062027893117285064,0.23540270702132596
HALLMARK_COAGULATION,0.31507873814619813,-0.0517201814447235,-0.039447276884901204,-0.029783727492090073,0.2648785955577212,0.02880988096227322,0.022525515413914152,-0.16430684675233373,-0.5309217620556216,-0.00906278793378788,-0.08664711821774068,0.17144949502568002,-0.06847261915425513,0.10405214421165032,0.028420327355137436,0.10616131702962728,-0.17868693139679762,0.3162504323816195,0.376851031798444,-0.25550896781936133,0.08250132720080477,0.04171589385535999,0.0899073221335659,0.24551218953540438
HALLMARK_COMPLEMENT,0.20866879765728605,0.1886638905795403,0.08935679286804868,-0.03343438188149709,0.40561466344979147,0.013134819964809245,0.22197072192409278,-0.05609801197152222,-0.6296036837882379,-0.05361771217955202,0.06953439180367176,0.11057816640187254,0.06720747841625588,-0.02886125438149721,0.042159793786277655,0.12086681196987967,-0.1787918180589667,0.27127098309686754,0.29911588361960534,-0.3116348527607706,0.09079445146135373,0.015224971675642808,0.1122121879064625,0.005545542320023971
HALLMARK_DNA_REPAIR,-0.17930623513659408,0.0736094874222164,0.1761906584922322,0.06266163731014755,0.389580537423912,0.06141632583208438,0.29506260212424773,-0.04825840914632501,-0.6128802027281265,0.1504732718082293,0.07518135170267834,0.020118462018410128,-0.08464070975360899,-0.15156213168680072,0.04006078809103473,0.11702321024518951,-0.1560664820522917,0.46953260297806526,0.5600091656692664,-0.1794644093206061,0.11229505540425239,0.05647692316188262,-0.11433713822806814,0.12611783422747097
HALLMARK_E2F_TARGETS,-0.1491624147443623,0.18936132229906336,0.20340483659209296,0.021149467681770586,0.603098607618512,0.09559792717093318,0.3754729895787556,-0.0875754284253213,-0.5627256329677127,-0.01783004850725385,0.09908246261524108,-0.05846402666413185,-0.02595736272180746,-0.23337333339489416,0.05206893776328791,0.06880757442450398,-0.1298731700485873,0.17642491022973722,0.3146185522817134,-0.18216902305586188,0.019742289469367888,-0.0006590427153588942,-0.10938207317818457,-0.01887049023805939
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.19491344181071668,-0.3450327992520195,-0.15150209483353191,0.04262933257570184,-0.4160653127510713,-0.07085845184140822,-0.36209218442176383,-0.1633135172895831,-0.6480618132374648,-0.26629494170405676,-0.0815212879849546,0.12393362951366706,-0.3738363075845697,-0.06976030054235556,-0.009719048131299951,0.11402537214502159,-0.27786649492828425,-0.31816766351496356,-0.3355719679871125,-0.3648133817327686,-0.1391538309946357,0.06656026133629495,-0.16937551757476063,0.12875154867155997
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.059433944925408766,-0.016439580489838367,0.0361726584658137,0.007413240354466912,0.208926224587928,0.09934409103153424,0.32085575288370216,0.05554378163958207,-0.4196504098689686,0.13091856090835818,-0.024588892491417946,-0.02222815917817563,0.41396394886256727,0.044529153525036544,0.03054897987102299,0.01673195660578622,-0.1844832090411994,0.2981250330320215,0.28866860980236597,-0.21548909840560448,0.08994057797813201,-0.010608672755172898,-0.06005693806502528,0.03586140780865749
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07890071267161801,0.21168723630878727,0.15089862969683768,0.09811875187071674,0.46406693957052203,0.016398553163305324,0.09403536766048408,-0.029786160356114526,0.03545765108925081,0.1170079558522088,0.028276769126914122,0.02206169585713291,-0.25735864335086006,-0.06547877693123226,0.0008398253488350183,0.0678767198517032,-0.022328367831434045,0.39855054221948155,0.47857171142886296,-0.08680336829677997,0.017560842004759367,0.022090839600580125,0.1279096737985971,-0.058565025505608964
HALLMARK_FATTY_ACID_METABOLISM,0.20952541778701708,-0.10079866493340861,-0.028120286782207904,0.04130601392058238,-0.42278094278932604,-0.008644590845346635,0.11835425751964883,0.1050668338654595,-0.35128923790912947,-0.10332131985185346,0.031761315718494304,0.05784074358168373,0.22961176291088342,0.01659410030300315,0.008627962379603596,0.01769182928289792,-0.1722049006404702,-0.22717344701844625,-0.13943347361035735,0.009450921314680113,0.025030075876269132,0.017152712562109266,-0.08526055445508132,0.06355796719232307
