,UKF251,UKF259,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.02104335382925599,-0.019362235175090507,0.06700895550579217,0.06592393293548834,0.04615347995893559,0.05308359745938353
HALLMARK_ALLOGRAFT_REJECTION,-0.02039701525743162,0.057129293094441286,0.06540569380248365,0.05882776864540807,-0.006256517619062113,0.02459947269581849
HALLMARK_ANDROGEN_RESPONSE,0.05637110918446377,0.0005839181759472582,0.1039461760869779,0.10964337760110246,0.022234271146061208,0.01173567086395367
HALLMARK_ANGIOGENESIS,-0.024420432213919197,-0.06465280008688774,0.07321972134261455,0.0641636846895865,0.022343365197721378,-0.04952759312535363
HALLMARK_APICAL_JUNCTION,0.04202366464225564,0.021816284315828386,0.12765397322185365,0.1111293169825524,0.059738258087133754,0.06725203737603604
HALLMARK_APICAL_SURFACE,-0.033498520703314875,0.009144118569536274,0.07599211354216812,0.07511287006809159,0.004291822658962644,0.09598165660005538
HALLMARK_APOPTOSIS,0.02634008247092505,0.017890942817287078,-0.023774946445051744,-0.14154444316989262,0.026492708703050576,-0.016927441889147677
HALLMARK_BILE_ACID_METABOLISM,-0.014447135961843379,-0.010479639877507838,0.07405960013989867,0.053702722354307696,-0.039888739330002025,0.06803324802890946
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.024489874644759147,0.0055045063000067306,0.10990035023040196,0.047971285520253995,0.08196327238262399,0.059080971326997175
HALLMARK_COAGULATION,0.04916185838835695,0.05332256030983244,0.09300499697710457,-0.03501062059273515,0.06822623337725092,0.03520597216671449
HALLMARK_COMPLEMENT,0.037634759269877846,-0.014047340619864297,0.07791125946397782,0.11032377619814791,0.012308796031626455,0.05015865776832568
HALLMARK_DNA_REPAIR,0.0031488233933680784,-0.014554475794016001,0.11175693150037018,0.1542794082238429,0.08596708292794583,0.08356408155325397
HALLMARK_E2F_TARGETS,0.022148280294986326,0.026541694767796626,0.12355869350371214,0.09319738489868634,0.06494370963011205,0.018730115160386564
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.029125544450277575,-0.03291730555500096,0.08182109348182288,0.058573976562822504,0.09658804653880049,-0.00040848889518096823
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03328921543481587,0.019604699843073607,0.007729664208560005,-0.0001843557580507576,0.01437013123926743,0.0639680647660742
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02232328046725649,0.05345586113754492,0.03587533214991579,0.01677725472784546,0.0639908584204813,0.06169148059304249
HALLMARK_FATTY_ACID_METABOLISM,0.023589611321546758,-0.04326372863674261,0.015243837851503314,-0.06034891747186736,0.022862416849839456,0.06152497587029944
HALLMARK_G2M_CHECKPOINT,-0.01784553729101212,-0.0069100999453834185,0.08698161706256133,0.01795532528800401,0.07910883821128822,0.012090224633329188
HALLMARK_GLYCOLYSIS,-0.02379584459491124,-0.044284678732022256,0.04289311990451551,0.14260660664003844,0.056058421406554,0.11486104065708044
HALLMARK_HEDGEHOG_SIGNALING,0.052817079277812005,0.03656994039794357,0.001019625882541143,-0.022813739962060528,0.06013302618192969,0.040375029995323594
HALLMARK_HEME_METABOLISM,0.02466711380674159,-0.00975443308242483,0.13581204483732956,0.03897389774688693,0.08759808592072786,0.08418910732646023
HALLMARK_HYPOXIA,-0.03320558199723837,-0.04133489105166035,0.021418295480349486,0.05610238654365097,0.006138787021250689,0.060287827797661744
HALLMARK_IL2_STAT5_SIGNALING,0.07249842475337692,-0.040736145993717325,0.042593671875031734,0.009071339826317618,0.07669424758924685,0.06577821735459212
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03975237104106447,-0.010433244730102589,0.026577186872350653,-0.00012311087322388765,0.05199927652594631,0.006811852435665948
HALLMARK_INFLAMMATORY_RESPONSE,0.02878576107831949,0.018484561926506122,-0.0019240744537357354,0.039546550147550326,0.036881535313762336,-0.024648840593776162
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.024365298913974272,-0.005611006486130647,0.10526449735173346,0.046460461267895194,0.003286929499042915,0.0359589005042734
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.02681875914200286,0.047024358007495604,0.08354941377678009,0.08703546219836576,0.05613016995109971,0.01378893429341034
HALLMARK_KRAS_SIGNALING_DN,0.02916550033006598,0.012434865871989298,0.08399061424995914,0.06096190087648742,-0.008940320359254822,0.08993404139115119
HALLMARK_KRAS_SIGNALING_UP,0.024843047466671857,0.017626833581099385,0.06032127380651318,0.06916530446466504,0.06425534668189797,0.014538345003092923
HALLMARK_MITOTIC_SPINDLE,0.043248487894870576,0.012544490302456116,0.11523862836688255,0.044825395937455347,0.07034737229304792,0.049707326110673876
HALLMARK_MTORC1_SIGNALING,0.053617734021707386,-0.027754298742702584,0.013150082606491533,0.027169987308639672,0.03959430149878274,0.022157893976226445
HALLMARK_MYC_TARGETS_V1,0.02979071155258065,0.0010371183173992834,0.0993141532820585,0.1588444838273392,0.062114517077085755,0.07213522600962487
HALLMARK_MYC_TARGETS_V2,0.0183736489219963,-0.027633427508253837,0.0616801237221698,0.024213279764092602,0.12418855531447548,-0.003923744161787952
