,UKF248,UKF259,UKF269,UKF275,UKF334,ZH8811Bbulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.03232134309786885,0.04701887929910444,0.021915916651710714,0.0228984680322148,-0.040746071243639125,0.09237784628112466,0.10879660996975932
HALLMARK_ALLOGRAFT_REJECTION,0.04974973844581294,-0.001293855221584334,0.016741450245184256,0.05065820707575758,0.05989402317645849,0.08259404723545127,-0.020287322023800226
HALLMARK_ANDROGEN_RESPONSE,0.008472530050083594,0.031281248787277595,0.02931815578605845,0.004417434872459836,0.015240055353720597,0.08594182179040928,0.09504437349551882
HALLMARK_ANGIOGENESIS,0.01818956626065383,-0.008406720246280664,0.023404600357697293,-0.0094393558359555,0.14096742344993432,-0.04675345015403928,-0.051055227826062095
HALLMARK_APICAL_JUNCTION,-0.05132555675627831,0.0376189395260078,0.024397545269119712,-0.013404052447428405,0.05508064253539149,0.08061024994953199,0.14069439399037287
HALLMARK_APICAL_SURFACE,-0.078004716592116,0.017082092952679557,0.00834110926172494,0.033030996483189974,-0.024309766391849646,0.07919852505358706,0.01708303573026304
HALLMARK_APOPTOSIS,0.006299197993339449,0.02668662700037664,-0.03634290647271205,0.0015823119135412256,0.01416058233042414,0.030763555084729076,0.08564271528706212
HALLMARK_BILE_ACID_METABOLISM,-0.033444089215308725,-0.006466257302175187,0.027109417150859055,-0.012221547814375965,0.0023412915055770083,0.08752773258357936,0.08199071987069803
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04484158386402834,0.03355240014627081,-0.004128573078794938,0.0038205279966678643,0.04778773200921683,0.08520764674840321,0.17696020723470268
HALLMARK_COAGULATION,-0.026153137159356018,0.020705257681608285,-0.0036739451844806518,0.03397545846490129,0.01811058353215979,0.11862300531949749,0.12116910577299203
HALLMARK_COMPLEMENT,0.02265235980739699,-0.004554861688095492,0.04555635710369202,-0.022501973018783695,0.02979136370666803,0.09858979217350507,0.11193168882388814
HALLMARK_DNA_REPAIR,-0.028562017234039914,0.005139605703377679,0.010972024223489816,-0.01994218880298244,0.03949113551411626,0.09091387075391447,0.14348066112665922
HALLMARK_E2F_TARGETS,-0.08095407629162166,0.018225864091385467,0.010047962787605492,0.03298295302302254,0.012927826382470786,0.055186509368916156,0.033262381512672454
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.039628529657898655,0.0005105461545162462,0.03562923074239396,-0.00367631055959932,0.12922937380195693,0.05471032675025099,0.10664998656345641
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.030303241650719133,0.05495647612574034,0.02218761633720458,0.02402344062759894,-0.018648821762877674,0.014901423130541106,0.10065473978536275
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02712259771043452,0.0020257349788973247,-0.019046869285106953,0.03355093829577919,0.021940264781191078,0.06669107996789449,-0.00467384883420048
HALLMARK_FATTY_ACID_METABOLISM,0.10478150564688336,0.013353268904133487,0.0032830438280152946,-0.0006322365479671061,0.01868124969103257,0.008240319985510449,0.12528123083053322
HALLMARK_G2M_CHECKPOINT,-0.047990572667559184,0.0136170950779249,0.009919814103724648,0.021683346597821892,0.09280296995215168,0.03142025056028935,0.15049490901148588
HALLMARK_GLYCOLYSIS,0.021436886215635498,0.056249933723966805,0.039581941286734805,-0.0032918522928919256,0.012138362135703172,0.08509416149673574,0.12439073930405796
HALLMARK_HEDGEHOG_SIGNALING,-0.02484258201022539,0.058207115304195124,0.03605648942283905,-0.011839603600128971,-0.07714064236194011,-0.037648734993129596,0.05345920748419271
HALLMARK_HEME_METABOLISM,0.007249649134438928,0.03231756039597381,0.0142898393279429,0.02071378526690953,0.05772079874213001,0.08433728243152876,0.11250217697466508
HALLMARK_HYPOXIA,0.07347118104025656,-0.003225683419353077,0.02909727050664929,0.0034335597950403652,0.11581529233453862,-0.03334208657962621,0.06656798850361158
HALLMARK_IL2_STAT5_SIGNALING,0.08225263209788189,0.030514004598659574,0.027803207924278917,-0.07232907399716398,0.008377248015714062,0.0865217992100409,0.13693831514883634
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07624109429983414,-0.061711550034012845,0.044145298400146964,-0.04271117019264573,0.08992896082308825,0.044989424803361766,0.06382735834497931
HALLMARK_INFLAMMATORY_RESPONSE,-0.00029755542389007253,-0.00825339533729982,0.030200964764666598,-0.01614499255428878,-0.0019864688214384827,0.03277933764733261,0.11547877105184971
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.025659357929978584,-0.0002938095475024003,0.021783302071968002,-0.0025914310422921216,-0.017516483879623648,0.048543388881880215,0.003146643679147966
