,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0805071875843913,0.03581791302380254,0.11347891166280984,-0.022925172510063558,0.12028875726084005,0.004448646749595514,0.12477120514135849,0.06670156287360945,0.3164468464506457,0.3262443880403296,-0.012346413498615812,0.014658702309950533,0.1481229654874451,0.0429467031251038,0.029924645859415313
HALLMARK_ALLOGRAFT_REJECTION,-0.058513035387077875,0.04735728586612838,0.05260411361268773,-0.18273813180319004,0.07848407964716082,-0.03931086528769239,-0.21758790729899158,-0.011430340411151943,0.17415872857182998,0.20598589788162866,-0.02214404900224274,0.040701232026530414,0.13389568554930506,0.0742691247239863,-0.014451936622453754
HALLMARK_ANDROGEN_RESPONSE,0.06289920160173541,0.11183902619023868,0.07230441700252192,-0.1622117874897171,0.04125256393508362,-0.03802018489363159,-0.11496142329364556,0.010422397279600882,0.26899015721775704,0.33270478088664024,-0.0058575428640475265,0.03709047824800222,0.10843569730477402,0.05490986885494335,-0.017190748706595295
HALLMARK_ANGIOGENESIS,-0.03158324808822473,-0.15322957278562135,0.04029347345406823,-0.23130040051753936,-0.014325400552836983,-0.09028096581059096,-0.22068467386290364,0.02443651971449881,-0.07351260661139151,-0.21093456453861345,-0.03575319371345354,-0.0017390837011021854,-0.05357446470184841,0.009645757174014419,-0.008401293722140034
HALLMARK_APICAL_JUNCTION,0.07885590396897453,0.052641758852157806,0.10941499582831389,-0.1320785450785573,0.005961244572952506,0.012240281404737341,0.009615459878547249,0.057576079472312726,0.308444269293364,0.36559718096946153,0.010748247752196717,0.11288189392962715,0.08930152791903519,0.04902323041495014,0.042052076054682044
HALLMARK_APICAL_SURFACE,0.13194833003985731,-0.02521483148743872,0.028612981022970045,0.13787151082596938,0.07236873302755575,0.047611028993321654,0.12568179075223873,0.10187709775604196,0.23169910703309815,0.3133840426614292,-0.01942787097877746,-0.0639608563597604,0.07243347677141944,0.09385558387506991,0.0857239633534245
HALLMARK_APOPTOSIS,-0.032426709771396264,0.09205984461417124,-0.014860045900475757,-0.02590224005276256,-0.017743641006276716,-0.039004999784949305,-0.03182943891803217,0.006780093628033487,-0.09525989721943441,-0.0960586121451337,0.061074321619067506,-0.03547068316512913,0.10865597695038814,0.02320801434399541,-0.030761328736431233
HALLMARK_BILE_ACID_METABOLISM,0.13799429283736742,-0.05849789428861119,0.07057130999069608,-0.22443171018418082,0.016488228669528357,-0.023727548874585044,-0.1184878862186725,0.0544890429080964,0.28954333827363815,0.34051064047628865,-0.012086277981373603,0.051639465027629984,0.11985182450732125,0.01567273763893451,-0.010467717625102076
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1420192562287651,-0.04820655601216471,0.031986129919895426,-0.14871783151152237,-0.03759440790391718,-0.06542900320708674,-0.19963068112669918,0.057049500775758794,0.30653594471860957,0.3340733343931268,0.08968164389769835,0.03717510138363857,0.07682012686790075,0.04471869295291686,0.04601550403343962
HALLMARK_COAGULATION,0.02023273596171369,0.11188797394343299,0.013788653782261715,-0.2216121443371635,0.01923216148865733,-0.16003962507845698,-0.24278110682621723,0.014616297821194498,0.20240604143641286,0.21088051069391417,-0.0015042136919091852,-0.04469084600319558,0.09886429277591526,0.05835105974634232,-0.078708965782273
HALLMARK_COMPLEMENT,0.052602279300241715,0.1620146845347693,0.09001869247465175,-0.10144591433205143,0.028478072291655415,-0.0032451911654212125,-0.15064912803425765,0.03166748033015117,0.17378663591782975,0.2522866588105653,-0.02125592108372076,-0.008268414545861386,0.1111628616125452,0.03909945835198892,0.08835616440609248
HALLMARK_DNA_REPAIR,0.13829819473046226,0.10306006409632075,0.13965124340451104,-0.08940711388123672,0.09025215362024036,-0.027353664887432343,0.1535090703682411,0.06320128058049274,0.3233967525122551,0.3872680876676323,0.007873066332244792,0.09621687265837338,0.12414165402380355,0.037015116149988765,0.053192389356159164
HALLMARK_E2F_TARGETS,0.11155332529174662,0.01271847777350569,0.055938108479014266,-0.15350713599643107,0.03428219285202167,0.026361561331713364,0.16379722650922457,0.07031236211732159,0.10764552437765439,0.28053344246874945,-0.01331319326562687,0.07809498617470029,0.07917047617378783,0.08481949534450962,0.004384767722841233
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.039566499106611225,-0.04477331516739526,0.060091175719532576,-0.14274125813238048,-0.04451855000613893,-0.08935686115165159,-0.20694594869111685,0.028911699474132916,-0.04214601455219552,-0.045269104980378415,-0.02978894231724928,-0.002240273950609827,0.05603401888210781,0.0008853557953528809,-0.009445907534616523
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03224223775116425,0.12717974358194584,0.07621310577984446,-0.07400534754040776,-0.02815594083612522,-0.036122703700201035,0.1761743471787342,0.07475857179764579,0.18449165266752587,0.22223259175482565,0.0030202874446011185,0.05445564839680061,0.1420366129371746,0.005705221274757817,0.038520839818735386
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09655646169681203,0.10147290369216509,0.11612974776591606,0.19660152582201199,0.027567607849966567,0.025261715374159766,-0.058763751058599205,0.030003534132356045,0.25561428708531,0.330186486456162,-0.02218510664088378,0.048672413778224295,0.0970970410521927,0.0515954017176057,-0.027275969688220658
HALLMARK_FATTY_ACID_METABOLISM,0.01601827468762336,0.14983782742021273,0.021060780898018536,-0.18732505500603938,0.07074702682436465,0.019512440578533782,0.031414904535785396,0.010453347425159116,-0.0251729642335047,0.09351511112116485,-0.02307254769453589,0.10914993161391753,0.057344939718346415,0.013501112025196929,0.07428601894345058
