,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.010670334913353518,0.05045408780078041,0.02634634744548117,0.026830661946105207,0.14160990586578226,0.054050476165600735,0.03988737595814102,0.06586109080118507,-0.07686012842789222,0.034583478467364405,0.17216106455698763,0.05657359212450269,0.10978556313288708
HALLMARK_ALLOGRAFT_REJECTION,0.014008482711908087,0.07559716116946354,-0.0013984756222342458,-0.02506486028616901,0.10848749922519689,-0.03155619710956898,0.032759350769266664,0.027186142660217655,0.06294704186586085,-0.005931871102861003,0.12219288023595634,0.0789404372155772,0.1310097985848996
HALLMARK_ANDROGEN_RESPONSE,-0.015951130673345106,0.010239026812747362,0.00552885998755167,0.013288511945461087,0.1093427129299138,-0.0309901910974108,0.10451360644732877,0.03554462559618031,0.0037712036098689356,0.08269607070862335,0.12178953987462784,0.034306663220161154,0.05954997103717471
HALLMARK_ANGIOGENESIS,-0.0571938391128665,-0.01766455266530804,-0.022268456684906943,-0.09438672122075903,0.1440589061892822,0.04171639959539346,0.0562128022039636,-0.0005531356175138803,0.017838285621907923,0.014224457303938034,-0.0738240095574636,-0.015589512388171585,-0.05012614283745535
HALLMARK_APICAL_JUNCTION,0.01705029232764336,0.03309185498045448,0.008263312543005833,0.028349811025072433,0.121146492740062,0.03488604735775318,0.037631499335020684,0.030806858960808214,-0.055920756163300965,0.03173995003085796,0.1610934484771971,0.07118635606107683,0.13804935416567465
HALLMARK_APICAL_SURFACE,0.011932016742165555,0.007114817381929757,0.04412156805233592,0.10757783802142114,-0.03303228574346774,0.04933231666007628,0.07124683957824678,0.04106415988255054,-0.03771473777325089,-0.022575761281889307,0.1797440741936377,-0.00022955681297768155,0.08585880560773662
HALLMARK_APOPTOSIS,-0.030056899995468175,-0.002954027943118883,0.006677774538680668,-0.020682523562806553,-0.0005408656053907627,0.010013958655504534,-0.0008300936341230415,0.014616809391750323,-0.05568929818406389,-0.030014113437326708,0.0004821112626334283,-0.02163381336773107,0.02606114159305689
HALLMARK_BILE_ACID_METABOLISM,0.039057706938465275,0.029406535955118232,0.0021051851436268425,0.010318814188317012,0.13104109172635528,0.015236781893058349,-0.05839758022717313,0.038213884723170576,-0.05474019700556942,-0.009677821845892472,0.16829173066908665,0.010887063714252626,0.07589518914895764
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.029407062997755428,0.10720985380854403,-0.0007358195898101334,-0.003292123839491004,0.09029003461064773,0.003247162272333939,0.02453942160397787,0.00794741702390227,-0.040363148675556196,0.026458048545689564,0.157769983375073,0.021175976865967033,0.061887915901611926
HALLMARK_COAGULATION,-0.02109153640020939,0.08824512380859556,0.004920082121729533,-0.026128579801270677,0.06949692456597865,0.0014374795200910917,0.038438026243094614,0.012257391931727177,-0.0465040404287985,-0.0006160559507671931,0.13785964690447816,0.0008117558439497626,0.09313190729349347
