,UKF248,UKF251,UKF266,UKF269,UKF296,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.019843113925823344,0.031545325395462426,0.03812494822640263,0.32482719036563396,0.007821297781898382,0.010859782952368724,-0.0033178322369963385,0.041856726557833776,0.10081631438095573,0.08991861535766808,0.05490023318442372,0.14506124017060656
HALLMARK_ALLOGRAFT_REJECTION,0.031228693553902124,0.03840149452434942,0.02291624911052265,0.4397561931643701,0.049961479298303,-0.02983826905450437,0.04941192010671044,0.06354576734568793,0.11608267916995067,0.05150247236881225,-0.10847227281862008,-0.025864283573933028
HALLMARK_ANDROGEN_RESPONSE,0.057296750396653155,0.016446827349506227,0.06898798948921071,0.26542831923397114,-0.019296718301352704,-0.02002473517529588,0.05632687324996209,0.06206357371215316,0.11447346447950411,0.10408997755846221,0.032015823980239215,0.20252844423620664
HALLMARK_ANGIOGENESIS,0.09130765691989776,0.04297043630906518,0.08304347090226027,0.46884868285972486,0.031216039193301168,-0.03419005105431234,0.0719457297169066,0.025546462735849713,0.02414567149591411,-0.03485724889208928,-0.038580519684247375,0.15403399654532637
HALLMARK_APICAL_JUNCTION,-0.010477263027330586,0.03205625762419772,0.09451294234593065,0.47006381795103114,-0.03689403332144024,0.08909145352650394,-0.0895906147189725,0.046116356828492834,0.10197689498757224,0.09176489626216336,-0.007190432140246377,0.16838601077051357
HALLMARK_APICAL_SURFACE,-0.0236747356530136,-0.010552903392640093,-0.018802375178144207,0.0004311943210402599,0.005910325487269679,0.08501129144175551,0.01826881219485189,0.032163583146932885,0.057586213807009234,0.007451199007055304,0.005306322311600216,0.1701470062223767
HALLMARK_APOPTOSIS,0.004570278040688581,0.03867710878642921,0.042036410157474086,0.16568923475995131,-0.04323322096386855,-0.01795471201179026,0.032671365924732756,-0.01588787638245785,0.04177588975972568,0.0747883087570806,-0.01674476842189629,0.03444601003781399
HALLMARK_BILE_ACID_METABOLISM,-0.02281628402310522,0.011578563961960223,0.06320558338238054,0.4022338450105619,0.05649675861246022,-0.025657282210516188,-0.04930380245884203,0.044051567228947715,0.04253481342756283,0.024451909529380953,0.08585779885026813,0.12359421340676295
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.049988307795918493,0.061262565919040196,0.047820778497403266,0.1367939940160445,0.02703888719715215,-0.05026652029196156,0.055559449292889626,0.05563309290765514,0.050522570363880866,0.12866067055684918,0.15438440127656713,0.1486183404395659
HALLMARK_COAGULATION,0.03572511653880731,0.08480564656764508,0.04341819724462913,0.36186946210952564,0.03052248890049418,-0.050663271788918864,-0.04201656981728894,0.09393445238120247,0.14567892598091792,0.04812476582691077,-0.06464223585120757,0.08685395113628129
