,UKF248,UKF251,UKF260,UKF266,UKF275,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.010912028218296347,0.03638950132096403,0.04599086497768269,0.02806395178343664,0.03360319627130086,-0.2899730589925784,0.006323012983349284,0.21524879895815932,0.1647168935728168,0.02541139939506129,0.07423106747500961,0.030654455252801815,0.05210945169330468
HALLMARK_ALLOGRAFT_REJECTION,-0.021112796937901978,0.025533083769064133,0.06345439235692435,-0.008372413063879836,0.02741683931684575,-0.2541342689721477,0.021117557293862128,0.06490327029937853,0.16719489032981535,0.03211766297314176,0.07937326501640088,0.15938178977354564,0.028224938064167118
HALLMARK_ANDROGEN_RESPONSE,0.029786169339079425,0.006259443802285291,0.019422073624028455,0.00611749639640085,0.005712872589161962,-0.1426109878969212,0.00974661731973324,0.19314896647624,0.17207288226756848,-0.009417982371498063,0.06031666546465309,0.19090379384405398,0.037253155179935646
HALLMARK_ANGIOGENESIS,0.016841289051611474,0.06157174985339492,-0.1027503380320537,-0.01778773890461399,-0.034330912302667854,0.2445053172527597,0.10968590512549183,-0.04042376504001515,-0.06793881120569702,0.004313741785946253,0.048567439763318815,0.16114838966115816,-0.023889786736764944
HALLMARK_APICAL_JUNCTION,0.022416231234084105,0.029815660037163048,-0.03770326819923034,0.00897093055037831,-0.0035887111309301925,-0.24536263464251667,0.04290580393068329,0.2143406156924816,0.17291157964288337,-0.01828997638635113,0.06653215516402945,0.19331584663429022,0.014617765938930587
HALLMARK_APICAL_SURFACE,0.038173275261236324,0.036441937928214804,-0.02963041829966375,0.07208505663345507,0.010359600465626324,-0.12491863443366073,-0.019454402616389647,0.19363704545313568,0.12644548223728355,0.018397322290733986,0.060188983289006195,0.20855534563732772,0.0473823387809498
HALLMARK_APOPTOSIS,-0.011068884875424543,-0.027602129395100605,-0.0005228767574427435,0.002568087468012782,-0.0548387810413341,-0.08901719588277693,-0.03230904518733481,-0.054382910096897316,-0.05223320852468891,0.01862708107021204,-0.007348487764556065,0.02883660404027974,0.10001240493768693
HALLMARK_BILE_ACID_METABOLISM,0.03961739658629922,0.03922584343402026,-0.015576075610079785,0.044727481896170825,0.03418807124176931,-0.22546519397232057,0.07071340995923202,0.2121592639194206,0.14869661241644302,-0.038659754622349454,0.07167715217500248,-0.05249973457580737,0.024292659457915474
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05378597702247362,0.03741664123400942,0.009649154934016609,-0.039223236423077006,0.012691923334552303,-0.2828494265261231,0.06732450415548097,0.19527050959185874,0.16883089542261323,-0.02613459336167837,-0.011970003421934142,-0.06100703288879696,0.016526740376324317
HALLMARK_COAGULATION,0.01027838575097534,0.014926900339935316,0.01226756696226585,-0.05182553537473238,0.019649268662112657,0.054416747533996696,0.03178837114003414,0.10917019569635386,0.12246290169510243,0.048295080919499814,0.0005119897192669003,0.21079335436075192,0.06608325989004478
