,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05370205915142989,0.10995225675873446,0.10544063390240573,0.2205004145079181,0.08542307351910844,0.22439414137361183,0.037920912581671476,0.07046062927179698,0.0797657434413452,0.00452712457193862,-0.15542028403024546,0.06042940812671789,0.15404282696738064,0.1723460861917359,0.08775141321474084,0.13738961698214064,0.09948271251751542,0.13113096627700646,0.035644555155404885,0.1281049973498657,0.08547894777167543,0.050845964228453736
HALLMARK_ALLOGRAFT_REJECTION,0.006337324352079943,0.12448919747400555,0.13153684496766768,0.18342426827642458,0.11974258218082218,0.12794506637193417,0.10248058773905927,0.114378489085146,0.052541967813232456,0.005184280220432046,0.29853637818457907,0.12346777106807408,0.16912564671977431,0.06333594863894876,0.030928211540556354,0.12404274836856226,0.05116201273306599,0.07428561079584485,-0.004803417949297535,0.06542274913274046,-0.04380452851309353,0.028340277887530158
HALLMARK_ANDROGEN_RESPONSE,0.03521478134987899,0.11871873089389236,0.03972032751417344,0.09943296006189788,0.12126924682714353,0.13027895220071417,0.019017507656326836,0.13997805910573638,0.052258834036939004,0.045269878198742106,0.13398287584044638,0.09708817812768293,0.137384680504668,0.16879037134183597,0.1142351630915273,0.18455490378009637,0.07206779866922791,0.07514783503097594,-0.025088220857517888,0.09105660196032173,0.06634310991828778,-0.044403335640908266
HALLMARK_ANGIOGENESIS,0.0007579888401794327,0.004761041513384124,0.08540864397370213,0.15909058509800597,0.027317997050186595,-0.13708404074783603,0.04806195704152038,0.12067893172775641,-0.08091644881907008,0.049775470418871724,0.25483569796860484,-0.015214243170911107,0.2027187445161017,-0.035381245730883054,-0.12801652692274368,-0.09557129342022427,0.003957708524642586,-0.1718886526033552,0.11989342653416045,-0.08344206819864743,-0.024011603983808402,-0.0005477761754987097
HALLMARK_APICAL_JUNCTION,0.0656164541397108,0.11628191835063524,0.04957700802884333,0.18240862855672865,0.042149450336176245,0.08258727797067514,0.04897201617058618,0.09997547794852156,-0.01690030523560239,-0.019229675545235067,0.0316924662899428,0.08371509691153843,0.1709367557909335,0.18524196644187782,0.11122365342985825,0.1520844739872604,0.0697061388790161,0.12377196488320436,0.06447532516051149,0.06761376242814478,0.06442114918948834,-0.015281774333598234
HALLMARK_APICAL_SURFACE,0.07041945403706633,0.015564904348045116,-0.04902283714294844,0.06981368031093846,-0.00856391494315616,0.10844899861312231,-0.02936573856209889,-0.0981727095715371,-0.0557034829769949,-0.016004928449795345,-0.1467871032844181,-0.047318510460747434,0.012986039487394463,0.18886215291613875,0.007318617888129404,0.1712207060029691,0.11202531758385557,0.0789577579556659,0.11293815100056265,0.07093901102828686,0.014249482079733346,-0.031194800722900057
HALLMARK_APOPTOSIS,-0.016841180093966433,0.0431468292364692,0.02794280256014058,-0.12273537057444328,0.08327445077740618,-0.12292124810659572,0.027831443296677073,0.004403368379230189,-0.11311376963256087,0.0421145709839299,0.06665746800572772,0.0659911870785823,-0.0060997606055206025,0.02247799959765786,0.07418913596550554,0.012559621696800654,-0.04977626408118026,-0.08974975528060854,0.0770944649670107,0.08522217850642193,-0.008519695330971754,0.04552106352839733
HALLMARK_BILE_ACID_METABOLISM,0.08858419133154855,0.0796380523776987,-0.021555577060704965,0.14663464390805891,-0.03209420877196558,0.18408724343456048,0.051782844688892625,0.10824177800652382,0.022119817569213236,-0.018185963080206872,0.04509158603178366,-0.01752941392885902,0.0663421612197199,0.1621429922762807,0.028504689003823684,0.17278591506276142,0.06995794740796157,0.09807025428804607,0.05493801442841704,0.13654342519058765,0.07019845198334283,0.06315200101028633
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.012880182970894315,0.001475012985729136,0.04764244320925198,0.12629205122261244,0.04569442328383074,0.14835765076403418,0.04299447135738295,0.12581067793987552,-0.02502491994572794,0.09129099716759784,0.20505710327867446,-0.03926574729773418,0.10574871776877409,0.1539257130396285,0.06906579768426328,0.13843639452804626,0.10204425063720655,0.13745671642050455,0.018402536178948683,0.13401956047182714,0.0713026134351082,0.052452102532291996
HALLMARK_COAGULATION,-0.005802433597856093,0.13752305384886887,0.067103538055559,0.13070958077828612,0.04371509868104594,0.05125978899042054,0.13584167521655052,0.13161420556139092,0.09239795749657614,0.10409556887740926,0.2703335210798927,0.1337994954977138,0.10387998130827678,0.20347942553671997,0.09973664516348064,0.15004409906691793,0.012266102141198276,0.03570438438505146,0.10854549003402028,0.04948580893985656,0.05860836445224414,0.07271956115617599
