,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06462144722719156,0.040117514091221336,0.07043550433496701,-0.018943188221157006,0.02666206304361066,0.08775031585460098,0.07560410799283221,-0.17544205250709952,0.0597542482775968,-0.026540384919439778,0.235530882991593,0.1786432811628291,-0.12442840372120287,0.08450280188660496,0.026854798447977037,0.09432983804508153,0.13261425426671763
HALLMARK_ALLOGRAFT_REJECTION,-0.00019776682487953899,0.06572538998319453,-0.043613453492741136,-0.10241498234480395,0.02388963549092117,0.04323624713360916,-0.28399143364668644,-0.2441666168813909,0.034774958073234524,-0.113181235219719,-0.3987813808627359,-0.2094790932595235,0.009431231249383634,0.0006049301167806037,0.017807531391782778,0.061082365078265435,0.026464361400371197
HALLMARK_ANDROGEN_RESPONSE,0.050654968733075185,-0.02785728052255877,0.03566566776564239,-0.05626577869341184,0.030928745993717404,0.14826373727359676,-0.11522068183034614,-0.24996479780025196,-0.015206309811684754,-0.04941047029762489,-0.12393918379424165,-0.19717847177658815,-0.013073039121093201,0.0368838572908187,0.007092139634173667,0.06735823325782082,0.042454973104413554
HALLMARK_ANGIOGENESIS,-0.06620160048003104,-0.1578737116726479,-0.064259275354843,0.06460471825269466,-0.0343424664778141,-0.2526762165479344,-0.298952739750897,-0.2988942141874031,-0.18524999569302658,-0.1789925261569536,-0.39214925790020466,-0.4521493120460285,-0.09632959450005685,0.062162820819734614,-0.0365209107531382,-0.021217291498908372,-0.21754014081716874
HALLMARK_APICAL_JUNCTION,0.05444965720645343,0.008304659035705134,0.020246411264520217,-0.0762996941110202,0.029789709056293343,0.03446057222875111,-0.15920770010678073,-0.26344244951985335,-0.0978943151268099,0.02745722521872682,0.15419416008491585,-0.2694221031794552,-0.07756091321142841,0.050991205671702115,0.004441151287626382,0.10186110967865655,0.15141968969262615
HALLMARK_APICAL_SURFACE,0.08837428814432562,0.12444042100433673,0.11340011410685007,-0.015140535709868543,0.01706657819111575,0.06514694688009781,0.24098178327089043,0.1988097524562785,0.049071361470137784,0.16982569948689266,0.342753160137958,-0.11987979508860007,-0.13998188970189057,-0.003024837521516362,0.07298346847906556,0.19409812276941585,0.03740190629254946
HALLMARK_APOPTOSIS,0.02063532911643683,-0.022240482440165285,-0.12147934957842725,-0.015691914078843877,0.005028412408585222,-0.022514307440444012,0.08672501626667785,-0.04582397173703809,-0.1364328975208159,-0.004305521341925699,-0.008836991994365098,0.243555445413959,-0.15969622107433581,0.0558037624424008,-0.01291199406857776,0.08882777754138532,0.07604990904811486
HALLMARK_BILE_ACID_METABOLISM,0.09481558530846267,-0.02374005649813825,0.09071038659880788,0.08563529171176326,-0.04547338085021176,-0.033243129637174865,-0.11613961989670894,-0.3151612197175266,-0.11339276353331913,-0.06339631757708744,-0.017910428437148004,-0.15871867270469456,-0.05167019344135281,0.00011576190917169207,0.019255262686629915,-0.004819878018471177,0.04590113747270258
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0728808917290174,-0.11597254179636908,0.030495762694724433,-0.07473760181440446,0.029719231056184795,0.009756925812351071,-0.24383367670351003,-0.18777786230157031,-0.14458803730154757,-0.06732583448571046,-0.27170346107905535,-0.3935629632810636,-0.1266194692741326,0.014039352200355187,-0.011327733030624919,-0.034841624873141144,0.12717210992499903
HALLMARK_COAGULATION,0.0029693735455262093,-0.10415624482680605,-0.05922228734753585,-0.04589439285873317,0.05848912926075299,0.06267407421141691,-0.3479238377011099,-0.3025571056572925,-0.04657268788367696,-0.21488584109928163,-0.41031110968771756,-0.3132322895223364,-0.07699102033192974,0.08313098397433727,0.020945049390592642,0.05515703078479712,0.03598725468077099
HALLMARK_COMPLEMENT,-0.013730494229900211,0.06753064340680896,0.03159215822710654,-0.019399484946452872,0.007275192994553086,0.1640029232666634,0.010419095291933966,-0.21506078634136344,-0.15869025200606957,0.016134144273115693,-0.2234246715604446,0.10387979224758344,-0.0752519950224942,0.07207408832064952,0.0242789767127522,0.04531331923839405,0.09345102615647823
HALLMARK_DNA_REPAIR,0.03748009380702846,0.022858630866864356,0.08379708277070297,-0.06527775045328965,0.03310861231559686,0.1640818640392965,-0.03854611424625018,-0.19641952056820497,0.008773708056529406,-0.00845929253485029,0.32406374512503416,-0.19303435440231834,-0.07199195181084943,0.026195664395110386,0.06412221513507271,-0.02127656909206069,0.1807560624016601
HALLMARK_E2F_TARGETS,0.04345214412427543,0.10729737937676159,0.12010082151244746,-0.080639538527562,0.01037266945580554,0.12273561551635845,-0.2605837700918943,-0.2604661363258646,-0.047657428063340314,0.006162070143798972,0.3602388694747485,-0.2629303340040954,-0.0577043998392624,-0.004311781004674775,0.033728845255506186,0.004227429937851293,0.10813278972919785
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0073773088362143364,-0.19279169069931607,-0.12382127542627652,0.008618894390746208,0.025809041182000288,-0.1966470470140986,-0.2850736996821215,-0.21151755618181678,-0.15732903122141534,-0.1820000548120932,-0.30068545267413976,-0.4279980064544264,-0.03164603710743743,0.08560861549616972,0.09959673828622718,-0.0021485456339043296,0.13923521050276438
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07243611154157101,0.01960441663012677,-0.001985030291751026,0.022965837228030552,-0.049748312278976616,0.2598977312306386,0.15688590786360043,-0.2104040791841193,0.05930199799012571,-0.07617501187713793,0.36367661056507,0.428142069774487,-0.06473080162216145,0.017679723003449697,0.036806838436396656,0.009352473726923596,0.1133282884345485
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.007717497673165322,0.11115632749309338,0.0656312729986022,-0.019476301458270708,0.04338590199517615,0.042727386884846924,0.04114581670640684,0.1929947562086378,-0.007113507384646595,0.06990102771322566,-0.061318200835464354,-0.27973843050892055,0.009050032388475035,-0.007296764377556472,-0.017998791286238963,0.06797183900837174,-0.0301111119812521
HALLMARK_FATTY_ACID_METABOLISM,-0.03393745867145308,-0.01941683690930753,0.010624452664098762,0.057527038108561475,0.0007736809455988805,0.13120483592324206,0.0818331197114996,-0.24522618155450251,-0.14030779246596164,0.044916451994701116,0.040436838693938236,0.29440267860306774,-0.14607296723557328,0.02997677704201392,-0.004102278015013947,-0.00502641226339724,0.007478061100968935
HALLMARK_G2M_CHECKPOINT,0.0024374188711588827,-0.058475049656543106,0.08820857582936162,-0.04298522709049933,-0.005111577855091888,-0.07283239079255212,-0.21721227907667726,-0.24071408564130253,-0.10923395842678185,-0.05517661122974334,0.06702770990172612,-0.40829232564174217,-0.1125007750683656,0.03722088362863874,0.021533911847943656,-0.04911232329014749,0.08591163126125527
