,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.004301764981723737,0.047860883724687324,0.04389073275425587,0.0622867907107172,0.04237856725058805,0.09995742572986549,0.13400853816814687,-0.13010528391540563,0.014088158351856119,0.007831366500814686,-0.03898023106112034,0.09467444725294218,0.09606917498323377,0.07145466647988657,0.056309595330174954,0.08694410738478392,0.14064864230765806,0.15161814401058765,-0.03447122663260804,0.08434617979850297,0.10894235674925465,0.05977776612965117
HALLMARK_ALLOGRAFT_REJECTION,0.1018867966606534,-0.004041251259244711,0.071723401260576,-0.07935944080678273,0.042402432525574754,0.13672759116218927,0.25714614749660136,-0.0022453717645618074,0.09517299006058758,-0.03999006320487118,0.13072428770711075,0.08610292417775484,0.1120472791957411,0.11841931995782859,0.06204130579204389,0.04159206858653301,0.027940060878913466,0.09361596071583721,-0.008314951317566655,0.0054652239907427265,0.07225639057903085,0.011607570014473273
HALLMARK_ANDROGEN_RESPONSE,0.005852359702419216,0.018717370902542215,0.04981201458745709,-0.011301272593938434,0.05202654509728746,0.0677950847748282,0.25321698827491307,0.09368722573198889,0.03451566999508416,0.057727911954082764,0.11851359180613649,0.04591677082333917,0.1423838268396495,0.0910156277365903,0.056044169917831926,0.06736337250682203,0.1591439267081896,0.1698328485439182,0.07689199120832209,0.006697383174432863,0.024289282717638513,0.04898211125471947
HALLMARK_ANGIOGENESIS,0.017788483358157543,-0.08170308272110488,-0.04259692415241379,0.011496076746058511,0.08395831761480367,-0.07581494496482143,0.2924891013116686,0.008631867846256367,0.001976119388339781,0.06183423346836658,0.1629403548084593,-0.029727897189131568,0.09632063952336982,0.011069342044129696,-0.13650713563464145,-0.025359263162934936,0.02993006187003811,-0.07597762296112967,-0.06763804845582667,-0.08354033257551426,0.02712449173037004,0.11406235968475699
HALLMARK_APICAL_JUNCTION,-0.05743479264300819,0.059675221392342395,0.0664192649186474,0.08324158508740524,-0.005680190954629459,0.029670337371269975,0.3190887804131203,-0.05565840302092199,-0.0203268753357822,-0.042934068055167994,-0.021910457520181358,0.12109219455950834,0.17058681769769612,0.0746991808801803,0.03423909024133693,0.01654022021188273,0.16029726889105178,0.1481691766815173,-0.03387902258772235,0.04024567353827555,0.12405987143513661,0.006896844341062725
HALLMARK_APICAL_SURFACE,-0.09826610798843956,0.05372124064266965,0.0006760111092301201,0.08148206531926559,0.01796105592723445,0.06111584486151027,-0.059971886364965275,-0.1504956766312659,0.09550972184007231,-0.04599313726375101,-0.009234248173181967,0.11011712217135612,0.13043305033955085,0.025965077314141414,0.10234334654442549,0.15008595914006262,0.15760506696092907,0.14767081800310242,0.05903036449662558,0.035134197362950696,0.00950713236486859,-0.0035727786741043587
HALLMARK_APOPTOSIS,-0.02267941644897209,-0.03683269564225173,0.03132261029343912,-0.03429214172872011,0.02766023273634322,-0.08205834280656923,-0.09512173224591851,-0.06653554899466986,0.022228762661041845,-0.053835903673970675,-0.003815553571934145,-0.051949497966075356,-0.021064669012249442,0.09363027028815048,0.03287208871628555,-0.011912189591218087,-0.01047490495438814,-0.035012245614286626,0.002362654220256874,0.011638804298270949,0.05851225578120386,0.049167843124878416
HALLMARK_BILE_ACID_METABOLISM,-0.0506636890209969,0.05168598125132072,0.010521669681233472,0.06059828229633599,-0.015193472432662055,0.06537869240537043,0.22615556874520457,0.08499467386131868,0.012146524974298075,-0.01138714627376838,0.16738951160661306,0.048107943964206284,0.1362864929472028,-0.05112425436223127,0.10019036398309718,0.08742447700618092,0.1453280606966813,0.16387451642296272,0.08305066526832668,0.04107087920068005,0.04479014454291234,0.09859106421187308
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01034616259889057,0.06065007164584369,0.047073714408704,0.09386583874672595,0.06480875659444969,0.052463861576217345,0.3212512171984678,0.1691026603251798,-0.04304769014468937,0.05946437123582127,0.21765176078253967,0.0710025028031676,0.1507404721761678,-0.018924489322143464,0.029104283699815832,0.12682105377993416,0.18224601590477146,0.14762629252021345,0.10113883427972846,0.14062989888487767,0.09016326485859903,0.0935046823264698
HALLMARK_COAGULATION,0.08080381764055095,0.039345463786974455,0.021792949884526815,0.058644907539378344,0.011679829470508071,0.036879041893862305,0.23042330888162738,0.0865787400374455,0.02531579408734081,0.04803540753983068,0.1589673576688548,0.14825403484929947,0.11219634270795245,0.091218667906591,-0.013676225547845712,0.05050213162576193,0.11923019193744099,0.07498640239967623,0.016457105757665517,0.02422066197081678,0.09695586038629363,0.20695031867793096
