,MGH258,UKF259,UKF260,UKF275,UKF304,ZH1007inf,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04366847282613887,-0.012631450990094792,0.03444916861137261,-0.02410332328014809,0.0062371946505193855,0.0010257225630808276,-0.06411215333261812,0.030879230941487094
HALLMARK_ALLOGRAFT_REJECTION,-0.06596713444194048,-0.03432373287892507,0.05244139868371966,0.021896070882936654,0.026703472145854567,0.010365991735412243,0.04034975094233664,0.0014517275910037428
HALLMARK_ANDROGEN_RESPONSE,0.023336673818298913,0.04397182583505703,0.03966052211187672,0.0012389879962530772,0.010538092310304602,0.06869931374579613,0.0019709073318898507,0.031527280067139604
HALLMARK_ANGIOGENESIS,-0.028484042840856715,-0.0013733926258437466,-0.030131066709256735,0.014160157764685346,0.07303161999681956,0.14996614248833764,0.022467759048658276,0.007907688006788613
HALLMARK_APICAL_JUNCTION,0.08320271099077242,0.013015222239478548,-0.03896173602205381,0.0753784494034452,-0.011412910756821748,0.06965627302103189,-0.007994362612515344,-0.012163581843265815
HALLMARK_APICAL_SURFACE,0.060845937830873734,0.017280538069644632,-0.022156098301633845,-0.01966576437534332,0.02618005340310754,0.00019247976948941344,-0.004434782525895686,-0.025713850641978956
HALLMARK_APOPTOSIS,0.019364488583544177,0.03268417779707976,-0.0401093691317031,0.03687748919871249,-0.007044593469536562,-0.03318911907369206,-0.060986466485840704,0.02498787925507033
HALLMARK_BILE_ACID_METABOLISM,0.08660351287700026,-0.01913189689223604,0.03018774549875639,0.04200347973271126,-0.04282974245085436,0.024687616732570368,-0.02131168707380805,0.0127297962928711
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10931440018143469,0.03716642036139743,0.011149428905653581,-0.0014980807155091863,0.03615723628307356,-0.03221848484906173,-0.03795244893888304,0.022964472875136397
HALLMARK_COAGULATION,-0.0005786680070615747,-0.011058962367829822,-0.034543970087488725,-0.0077784196673424,0.019187974055595358,0.0944738482288245,-0.03411345071994822,0.01716494230352114
HALLMARK_COMPLEMENT,-0.061248923796004114,-0.011512681367629236,-0.041229937277298935,0.007026989077211189,0.019564953622274662,-0.0007346463239911894,-0.0426074139401646,0.04776027538638322
HALLMARK_DNA_REPAIR,0.09936669097169645,0.04431661477982845,0.023138132584747582,0.042847649103818934,0.01543117201572853,-0.03787246404951379,-0.05380176311643687,0.023684251235465276
HALLMARK_E2F_TARGETS,0.1013942806836445,0.03993471441201849,0.05394825467350741,0.075444103001694,0.014811330269207293,-0.0011275625043101526,0.043694898745588746,0.03131890811571116
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07720942570689876,0.022384922257305002,-0.13597828292273612,0.0010834826012789465,0.0024046178952115854,0.1170096495920858,-0.011898867428829346,-0.0030928339897979577
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07055676233835086,-0.021974214568088603,-0.0023500477544506457,-0.007977969218749197,0.007708340524202854,0.14953797889367432,-0.012670148139942917,0.015294755867843743
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01380001101353359,0.007690052639938108,-0.010034344302804159,0.02154740106574195,0.010624766520279386,-0.08652606730988324,0.03717493388610495,0.07307728327540937
HALLMARK_FATTY_ACID_METABOLISM,-0.005574882166374653,0.026438437204581385,-0.06741117029921802,0.029493398169172142,0.030822137404243968,0.1156620040232761,-0.004248363998514856,0.039550853800040656
HALLMARK_G2M_CHECKPOINT,0.07751382499913999,0.036676869557895085,-0.06274592351897894,0.04191573082284367,-0.026021521148514422,-0.009455572899437787,0.04297801010358324,0.04538661496279436
HALLMARK_GLYCOLYSIS,0.04137684126255566,0.01750284614742141,-0.037181065443226476,-0.04730815329828709,-0.02652158281051621,-0.06046206987703909,0.001956095280618784,0.055939817534931574
