,MGH258,UKF248,UKF251,UKF259,UKF260,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.01666350774106807,0.06424614510779887,0.006698174825194808,0.003470065680000902,0.009844815066541002,-0.010390868910665438,0.027461128835184128,-0.06104835429376559,0.16479139642563723,0.1310880012202658,0.10256570967136848,0.029256723495080225,0.06952408296973846
HALLMARK_ALLOGRAFT_REJECTION,0.008394378447290555,0.08475725845959181,0.021627238859902486,-0.006392100725890398,-0.024008720363740944,0.010162615968284886,0.07205941517000092,0.04137585345409534,0.14627508754965213,0.10098741364228034,0.08547462258400963,0.05124742310194621,0.053062817674502695
HALLMARK_ANDROGEN_RESPONSE,0.0504307675395603,0.06056078092216996,-0.02000944413872764,-0.027245495753685855,-0.02161793941320042,-0.021295636391374665,0.036601012222980595,0.011887202428405224,0.07826802468185734,0.11582474947353875,0.13308515972626045,0.044913040383596885,0.031760885981254455
HALLMARK_ANGIOGENESIS,0.01825576597451054,-0.05468980156242658,-0.00013649018182091197,-0.035059995157177976,0.0071155844703527345,0.038458249558545266,0.017274668121253535,0.0022426096342470663,-0.05923396126446579,-0.020663770952336714,-0.10366962785324589,-0.019714164677264657,-0.08007570274661199
HALLMARK_APICAL_JUNCTION,0.04356398952316426,0.07762545500689766,0.051714326897441425,0.02490121251281231,0.03898486601994037,-0.056865283435506765,0.042472447275084195,0.019459347341301794,0.14062228503904703,0.10787187154585769,0.11173077780147679,0.02978886543413723,0.03848176878380167
HALLMARK_APICAL_SURFACE,0.022308113326770778,0.057875155346064355,0.009401434094557664,0.0023745436174133034,0.08320585254338478,0.005118363089365359,0.030067015491668913,-0.08641610847760856,0.11263219344110734,0.12721837714800435,0.0446226638398152,-0.0061335351268213935,0.02945886250358972
HALLMARK_APOPTOSIS,0.03618223493742463,0.03666091549058869,-0.012299309726359012,-0.0038503541297415594,-0.05674656656881366,0.0015495203750524834,0.012353181423773568,0.023991229492222904,0.0020507714990271046,-0.08616043224605092,-0.03565051244847356,0.01779282333802991,0.01264695523746415
HALLMARK_BILE_ACID_METABOLISM,0.06798031759420974,0.05262730451081277,0.027738454562759363,0.009627779967922854,0.024440875881286597,0.05718578551108916,0.062447074287402364,-0.07374892595724457,0.10888869270073258,0.096830461132394,0.09037624222698726,0.012944655257194472,0.028850527332221994
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.025229871012869245,0.02900543631058649,-0.03333065979923735,0.011743050853658931,0.013975510448859562,-0.029912467447540874,0.009111604966632466,-0.10660441924194784,0.050362581108167756,0.1484343315233576,0.10568594378395549,0.055971433346319606,0.06211921943758766
HALLMARK_COAGULATION,0.016331645768277815,0.1278854219018268,0.007800390090571648,0.044150836497926,-0.07524721590406316,0.020207789497241318,0.051632381484363825,0.07007065901899112,0.14335183374391378,0.05837671014844882,0.0410814732727632,0.04057526150296945,-0.004235908936031496
