,MGH258,UKF248,UKF251,UKF259,UKF260,UKF296,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk
HALLMARK_ADIPOGENESIS,0.01974968947861448,0.10324151093982502,0.005070826899811439,-0.014070507146709411,0.014894315728779839,0.035963872271110635,-0.0009380281846042691,0.07359745101040714,0.017839464567389274,0.14121937013340907
HALLMARK_ALLOGRAFT_REJECTION,-0.06696582065549458,-0.011544042740094022,0.01203884752217696,-0.01796136713847956,0.009690642966905333,0.0453411823353603,-0.018867803015848537,0.079972115379134,0.01637138798800864,0.06331865200708431
HALLMARK_ANDROGEN_RESPONSE,0.08032476443148233,0.09556751257339934,-0.033668128177825433,0.016963455921281217,0.017026735426750036,0.020764965402228153,0.02781887939632485,0.11565889395132999,0.014939984725279265,0.11134875678714345
HALLMARK_ANGIOGENESIS,-0.05048576147183959,-0.030202443834114297,-0.02753935182868722,0.03616956901527726,-0.028533808615098865,0.03372414727204749,0.08525552539312628,0.10554298969562122,0.014483372654237072,0.027267579393471623
HALLMARK_APICAL_JUNCTION,0.0640924176587208,0.10688160697523662,-0.012168548165176998,-0.006914096159644366,-0.02053553897676632,0.04136290420473166,0.00890751405112889,0.10597742267051642,-0.04909809470533729,0.13240939168341218
HALLMARK_APICAL_SURFACE,0.07438588312327701,0.10823393850490952,0.020398504120295452,-0.027350078451363637,0.004803442785884955,-0.02265736001129079,0.0756670700125705,0.049898781332994135,-0.003023703382582624,0.07168502454068008
HALLMARK_APOPTOSIS,-0.01536378805764977,0.05043783535553814,-0.017304849843077223,-0.035147349332599116,0.015622132488467756,0.048332057602018065,-0.04850902519042143,0.05973294935250849,-0.0026126299565021106,-0.01665785963099162
HALLMARK_BILE_ACID_METABOLISM,0.0608384846883083,0.02187706446992368,-0.004661147035075217,-0.035977222283669556,0.01057721603163969,0.030617752648175733,0.04968476612176749,0.08851011560408736,-0.04511660903284893,0.04198840552164598
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02158850887561463,0.039439538667148846,-0.027744329343407682,-0.019579021610808666,0.023568832375113067,0.02596511568255216,0.07344685255457421,-0.015786850592928718,-0.04326661519929656,0.14940756505676395
HALLMARK_COAGULATION,-0.04745864710268302,0.08811292073152563,0.005464483756501971,-0.04172154001844765,-0.022446633351004396,0.06976812015760847,-0.01274738324488743,0.13492222707629534,-0.02561619592776794,0.046715128351895646
