,UKF243,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.02290807888725115,0.051201156860955305,0.016017218966590474,0.08758471294789398,0.015048175365425012,0.021286667365322195,-0.030369180125220958,0.10939645208289034,0.14934405293092132,0.03947332891668763
HALLMARK_ALLOGRAFT_REJECTION,0.1128415240668021,0.011604341077362306,-0.08254877460415833,0.009143114787470224,-0.005033564621065951,0.056341819064668536,-0.05333543117799905,0.08217159115432222,0.02398225214420093,0.03121456263380012
HALLMARK_ANDROGEN_RESPONSE,0.06226194929060822,-0.03421117209185889,-0.03758311490882697,0.06061236321016395,0.02374410173551211,0.046996838685679485,-0.038433309945768136,0.05477186037184064,0.029631797189044736,0.04310779275890517
HALLMARK_ANGIOGENESIS,0.050856848677605225,-0.003357204551219865,-0.08972663076797144,-0.047198936984445855,-0.025775924898062384,0.014407244482425984,-0.10238550836369645,-0.011354830286644812,-0.13155209426561043,0.0219893693932514
HALLMARK_APICAL_JUNCTION,-0.024914718010148044,0.027714341702374735,-0.0045871099095168765,0.04710896564957403,-0.001029620058245275,0.05819918192680482,-0.07684542301302676,0.1030038560011036,0.0632058783435062,0.05147908109814648
HALLMARK_APICAL_SURFACE,-0.05817189322586882,0.06111977633297953,0.08656000053196151,0.0029196662006922536,0.03663830533223044,0.013459130327853905,0.10811027416811392,0.05455245636020839,0.02209681955165493,-0.007370372439904303
HALLMARK_APOPTOSIS,-0.045118115472203436,0.01779344932899397,0.009521730043006268,1.2584363847040785e-05,-0.013263718819746972,0.008635425191558915,-0.014430571432392297,0.013269947558414845,-0.035048071995038836,-0.014513041646092776
HALLMARK_BILE_ACID_METABOLISM,0.0017951389406341103,0.038972271333559495,-0.0588442383451727,0.024889884552408547,0.004305715416084509,0.02509195648957913,0.017089845553400568,0.08918752207465026,0.15435846803127243,0.07389160054120879
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.045349002594438866,0.05131538032969299,-0.08780867187100463,0.013017898028712485,-0.02099857692255789,0.08658290223888192,0.03219494257177706,0.11138984655341014,0.13872346984575737,0.059593438624418876
HALLMARK_COAGULATION,-0.05917150149894232,0.033431924678240216,-0.07566209227369006,0.00022379869206180016,-0.01877386662847425,0.06104996902101589,-0.10583641971616171,0.050741876242009355,-0.0113171146194927,0.002676372589021706
HALLMARK_COMPLEMENT,0.0624296406982073,0.036499995183097406,-0.04463554692681874,-0.002257613771818889,0.013456745161832796,0.028676231776480387,0.05922625080808694,0.0772855732113376,0.10945512893769047,-0.009238807371314951
HALLMARK_DNA_REPAIR,0.01977010238152471,0.01911889000557579,-0.02937274120002281,0.042514331339489654,0.036274101179900584,0.07364054594847523,0.07074022168756247,0.10540337792442049,0.1666834233178366,0.11066494614950534
HALLMARK_E2F_TARGETS,-0.025587819416444623,0.014721113652976672,-0.027298600087795784,0.045452102845660806,0.050441095570436266,0.023810983921839248,0.04313615441464666,0.08803681269073331,0.15456703781437217,0.07865264721323485
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.014802062759943493,-0.007996165514683606,-0.046887012337176466,0.017954365966050278,0.010909371896763415,0.05912256459168263,-0.10081857329323966,0.08398613726669775,-0.051771338591281246,0.04086148677829548
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.08822368317358437,0.029727858813467806,0.047690510771344424,0.07805263346114458,0.0137489119919557,-0.010012583820507466,-0.10549245017254472,0.08415028512851426,0.07951532374293747,0.03575241946787512
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.05189064578904189,-0.005343578949946168,0.02937761068236813,0.04100184957506374,0.012097811630641464,0.007199088689272123,0.12259966741335238,0.08490158238562988,0.12135905572350023,0.033814332629926856
HALLMARK_FATTY_ACID_METABOLISM,-0.006636285373675134,-0.006651045639708804,-0.054749757356844474,-0.054686178768246885,0.03140373722817786,0.0028306175339682053,-0.09605491841878953,0.1118401779019918,0.10898038736946662,0.014975558062744317
HALLMARK_G2M_CHECKPOINT,0.023834274588879868,-0.005537231859303816,-0.049203877287299955,0.038035255789197926,-0.007867262387991672,0.02697377293751346,0.02399068662816414,0.08488412202600688,0.13723977312740337,0.09656559832076105
HALLMARK_GLYCOLYSIS,-0.008105306743515703,-0.00020553297843359803,0.017610684856759685,-0.031507779422558224,0.013301715023184876,0.051419324964474884,0.05209670257060651,0.07396048325677929,0.1404478290703374,0.07124940974405657
HALLMARK_HEDGEHOG_SIGNALING,-0.066566827530002,0.0018653636452277238,0.11216189290359793,0.0551583679152861,0.02406906657179505,0.014280201303387958,-0.09056740312609082,0.061951409198788415,0.09080975369460348,-0.05700519812194709
HALLMARK_HEME_METABOLISM,-0.02946895330343345,0.023790104317601327,-0.019618354601549946,0.06042529850059339,-0.00879808283593103,0.04620960544511528,-0.03459248875786994,0.11247781129016572,0.1402441404408869,0.04125842671130224
