,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf
HALLMARK_ADIPOGENESIS,0.16732976155821785,0.22120252789395423,0.21292447280402815,0.03895138102586004,0.07810887785034527
HALLMARK_ALLOGRAFT_REJECTION,0.11209179176017528,0.09249169301123186,0.08564590844472116,0.06002793103332405,0.045981025517249134
HALLMARK_ANDROGEN_RESPONSE,0.11761547024349067,0.23466511889049269,0.12097807262573385,0.08320570216839882,0.05030163175753728
HALLMARK_ANGIOGENESIS,-0.08770510599706272,-0.13861104667464533,0.15668482720915441,0.07273913394854423,0.01746293512736956
HALLMARK_APICAL_JUNCTION,0.16705258859762026,0.26205910577864683,0.19888980097230638,0.11918505966908963,0.09586096175077388
HALLMARK_APICAL_SURFACE,0.15907710847168233,0.2700086779708797,0.12125301432936601,0.07654043155924078,0.028679076797797548
HALLMARK_APOPTOSIS,-0.09835546159139082,-0.14463405208168456,0.15863615097593167,-0.053634948257017076,0.03425013046957509
HALLMARK_BILE_ACID_METABOLISM,0.13312389819588902,0.2020344413023375,0.09713430400996849,0.0014959550976650945,-0.00659185050546107
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.18526545289288723,0.2604469397874801,0.17234635597533451,-0.0026091163197995426,0.04096998150043247
HALLMARK_COAGULATION,0.08614318880272975,0.14572217582775385,0.20803105793838442,-0.09737907547127529,0.15196475433559734
HALLMARK_COMPLEMENT,0.12860600795769625,0.12172234618568047,0.23889253006838565,0.014152499611589606,0.010106465391466403
HALLMARK_DNA_REPAIR,0.20267117426186745,0.285295531712807,0.255042350915293,0.12718212751293326,0.1141714074833077
HALLMARK_E2F_TARGETS,0.1262676327539944,0.17186747066369928,0.1839796695416197,0.07313557248837756,-0.03507674903496201
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03162425644310619,-0.00909657093225039,0.2375385897643687,0.029062836751954466,0.06849455240997158
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.1453498859765148,0.18756717898331735,0.2292850555228067,0.13035806087600754,0.008603062438926586
HALLMARK_ESTROGEN_RESPONSE_LATE,0.17115861517626305,0.22567463409435295,0.15092989960193953,0.09395586111760168,0.07329071738386721
HALLMARK_FATTY_ACID_METABOLISM,0.048592828545805156,0.04046061571523096,0.11023130678201612,0.03792391279732579,0.036851513101342
HALLMARK_G2M_CHECKPOINT,0.08682506354717773,0.10717814148187071,0.18016982965732073,0.11042821245277386,0.04306699792402571
HALLMARK_GLYCOLYSIS,0.16206953685802358,0.2808358871440825,0.15729306248227623,0.11596422286320722,0.017892443097242486
HALLMARK_HEDGEHOG_SIGNALING,0.1838466006764496,0.1850448630955722,0.11407096699044285,0.1537894825980757,-0.006201213499737232
HALLMARK_HEME_METABOLISM,0.15791188338683773,0.24126180432983094,0.264842232576978,0.10896421968708749,0.08910818368821112
HALLMARK_HYPOXIA,-0.04313011994742269,-0.06138189951686753,0.2079117864882584,0.06667587039408983,0.05358568385808451
HALLMARK_IL2_STAT5_SIGNALING,0.17713367924656856,0.234834960806927,0.09664561369766839,0.08191902383601096,0.019727029018365164
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07740012906800608,0.1370100546364494,0.16030959225207692,0.015983587802167222,0.037144443039346664
HALLMARK_INFLAMMATORY_RESPONSE,-0.0512956330041394,-0.046213326712461374,0.1904407875425045,-0.008562970989813684,-0.05841686506766325
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1369148892093834,0.22253597127933586,-0.036640486183119825,0.015665348117482852,0.0009002262238418315
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0278965643193177,0.04109801008977207,0.2508221530878917,0.03158177424768912,0.13192043114129004
HALLMARK_KRAS_SIGNALING_DN,0.22196699508280643,0.3017339826599921,0.20230446713328396,0.1690793401945176,0.0004525039263320537
HALLMARK_KRAS_SIGNALING_UP,0.15224249979781226,0.1658733642522095,0.2254549233329744,0.1136695672612325,0.06137369191702204
HALLMARK_MITOTIC_SPINDLE,0.16267876646497764,0.279759140668674,0.14799021758528053,0.12980054289579174,0.09650221495760125
HALLMARK_MTORC1_SIGNALING,0.09291849389040917,0.07045905651426101,0.08891088876621393,0.08130257979181421,-0.002350737005255242
HALLMARK_MYC_TARGETS_V1,0.17105964642511826,0.2779814659451367,0.20628129404963316,0.1765528845101435,0.07056349699420204
HALLMARK_MYC_TARGETS_V2,0.03568772752838751,0.13097498958585455,0.11922100928353652,0.016443023567204906,-0.00593064687191676
HALLMARK_MYOGENESIS,0.13996181063371813,0.22834332981164956,0.06055357772576753,0.008287994728078797,0.05378674767188519
HALLMARK_NOTCH_SIGNALING,0.20641408025589203,0.2684006066043538,0.23219979226997758,0.07581527074907625,0.03310259840304515
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.19499423180884135,0.2738228159828679,0.18315128003933726,0.1289905446106432,0.11576482275933885
HALLMARK_P53_PATHWAY,0.16794789607399638,0.2647193078510346,0.2116846685133153,0.0918520367217713,0.03142818969111668
HALLMARK_PANCREAS_BETA_CELLS,0.17317847432924927,0.2571333877427833,0.20477185853895533,0.15685297018122105,0.011824041177131973
HALLMARK_PEROXISOME,0.16623472471545672,0.22702254556655524,0.053538637763600724,0.10764834087634707,0.0028718756960670407
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.18268542949228514,0.2427520594849843,0.19875517681981084,0.16632257725020153,0.01744820771059695
HALLMARK_PROTEIN_SECRETION,0.16458924238341546,0.2573276273947463,0.2602925834583398,0.14310418508013667,0.05126537272484301
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.19514630354301424,0.2618372393189662,-0.1285200195605789,0.06055131884613698,0.031249754016173407
HALLMARK_SPERMATOGENESIS,0.18338593022917757,0.28186454143400524,0.08511680090990015,0.16942384126141524,0.0017838712301984172
HALLMARK_TGF_BETA_SIGNALING,0.13114378838314922,0.2339121870117942,0.12789907479245058,0.05702993832030534,0.07513104125957659
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.02836591877340394,0.04309902871487075,0.14132974092044842,0.07608096118827949,0.035133083978840456
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.1767607101527497,0.25148865199345755,0.16708510423338047,0.19295443784308472,0.09295512913371666
HALLMARK_UV_RESPONSE_DN,0.1364715537567024,0.16213031888461568,0.15658150909088556,0.018168601004947535,0.037439182639951746
