,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08735596824013363,0.005461060326922999,-0.002821538574738775,0.08850175172549002,-0.022661677468082158,0.036843629906542205,-0.0076665117377142595,-0.04085378486048731,-0.04742421922249497,0.01188608717609134,0.04633233836512097,0.011004689767134977,0.07234767748921923,0.01100182338228809,0.06345360036022167,0.16985958148632435,0.04657156292638106,0.05919565800789431,0.051213340039417986,0.02515161046488648,0.13184837253123477,0.14400629240229806,0.10955423052755842
HALLMARK_ALLOGRAFT_REJECTION,-0.006322131840936405,-0.01853398998840456,-0.02924348633190557,0.06963422022659782,-0.008717097847515317,-0.002290711560441261,-0.05924653183104919,-0.08760805063771455,0.022975973911386047,-0.09751485886944965,-0.09646530519511246,0.033190096194458396,-0.030304515394314377,0.00531187072045567,0.03175556851850578,0.14251979794464145,-0.013504807672779812,0.06477068255873891,0.015730809559225123,0.033506252680890275,0.12846671299797066,0.014573194916052636,-0.029980949542824372
HALLMARK_ANDROGEN_RESPONSE,-0.020392479387756478,0.005421731544378696,0.0035116161192646714,0.06361053045478596,0.06747472873453048,0.08157730166733299,9.950997384281948e-05,-0.09707848932990921,-0.007005123422513286,0.028691999560517385,-0.02686927674418075,0.032934555818040896,0.014793114948985988,0.0006426641556935912,0.021019431772451948,0.13153276770231173,0.09487427228056852,0.00918389707446911,0.07696410052153368,0.01263358874911195,0.16262133014760588,0.062216607577106835,0.0896927976918287
HALLMARK_ANGIOGENESIS,-0.15944433990967283,-0.019394213065445337,-0.018613907519973775,0.049435996615810746,-0.014933836184984896,-0.15267651617551808,-0.08652512283156974,-0.16078560579439113,-0.042091262754578994,-0.08445813748601604,-0.07679383588197665,0.06850612834047684,-0.041101849377888494,0.016188473898121714,0.08241066252364175,-0.07694325774308715,-0.024863841351824626,0.06469909437569978,-0.0029999999997449714,0.04446055988706127,0.04752651147494888,-0.021854192018547,-0.13854730796305703
HALLMARK_APICAL_JUNCTION,0.0732695848803442,0.018158385529137462,-0.0020214498052714028,0.06831220784152237,-0.006359248928992042,0.013563847663930964,-0.08364694831832062,-0.09749827082477905,0.00888803060615322,-0.0002905922193861348,-0.013537951662280768,0.0223782549144597,-0.011604404133580363,0.011120708475707801,0.09387622587269018,0.11833877682271333,0.0578519280717306,0.06617751950531214,0.12498852579889004,0.10141386861710357,0.19931809010911858,0.07513983077125483,0.18928090763893635
HALLMARK_APICAL_SURFACE,0.09139684888336393,0.05573877180880421,-0.03382827717962091,-0.0047619100461932596,-0.029691032095061028,0.08054476150389492,0.058992942379347796,0.1418323095164249,0.01234615574743049,0.040016110257142266,0.06287699796359837,0.010739675085029352,0.03051475704811251,-0.052040444142352836,0.030181947222214883,0.15112780440283194,0.07720179652984695,-0.02398650553393167,0.09708094451613665,0.013911233323010646,0.20474112283946735,0.06112301942547086,0.10272571018578068
HALLMARK_APOPTOSIS,-0.01715481822719733,-0.05352294089484954,0.022145351471840758,-0.029950009906226625,0.01654657557184292,-0.010162798697360457,0.01566408362438382,-0.019653662884859827,-0.010649305082344835,-0.0043442158894336095,-0.02261718926384305,-0.012868360595529673,0.014275912285520885,0.07576466327510509,0.11006012923743712,-0.04448348866466433,0.01998455838107026,0.024305115168346828,0.03647282807596512,-0.01535154976827033,0.04712664558695,0.05030051633690796,0.12272037205368468
HALLMARK_BILE_ACID_METABOLISM,0.0025002820896404872,0.03946468337097351,0.011978026301565916,-0.008259375487430054,0.012897195766864114,0.010960923178588438,-0.07858448427229338,-0.16307617628528,-0.008821673672544984,-0.028601056159083968,-0.002882837647143611,-0.03491625665179455,0.03037166168986051,0.017823830149383386,0.05373375593161699,0.1705467779668069,0.04589894812451548,0.027733555950746027,0.08037227363737214,0.05513093289325645,0.0762035941132449,0.1237463781503091,-0.053906748691244614
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.014988692159037396,0.0025274106461678943,0.06008699533006883,0.008099456600890023,0.009197719595940257,0.03739055002212783,-0.09184921455039584,-0.06772636348378468,-0.03640207186897618,-0.055654700428081155,-0.026378115035689067,-0.008577271811061975,-0.05732749146103706,0.052161625322205016,0.005108308402327723,0.16899721588195146,0.0432036590645903,0.021378611163229522,0.05327676686018343,0.06295484478059671,0.09314142866860212,0.0769425600923872,-0.020547035167275844
HALLMARK_COAGULATION,0.005744101324370677,-0.02562181010369261,-0.030341880527089422,-0.00112001569243262,-0.02259336703763513,0.050327372756498234,-0.10087236273380183,-0.13849763716674554,0.01720211192354928,-0.07301729680116091,-0.07559393003439567,0.023863992705943308,-0.027373753758452846,-0.039223919284913644,0.09659220231802122,0.15454260107439577,0.011816383289902097,0.0727023014447796,0.010085474069366662,0.10482368936048216,0.19140047587014997,0.062282745263478746,-0.17971358017689637
