,MGH258,UKF248,UKF334,ZH8811Abulk
HALLMARK_ADIPOGENESIS,0.09278833396843703,0.054990708602481814,0.04232189285719009,0.11383229860045586
HALLMARK_ALLOGRAFT_REJECTION,-0.07929162656987614,-0.015071373120585669,0.06303352580986443,0.08812678729587324
HALLMARK_ANDROGEN_RESPONSE,0.07471886906266685,0.057317598452756004,0.012275587547624608,0.14088374336706086
HALLMARK_ANGIOGENESIS,-0.010157189285514845,-0.009781349481210849,0.08198634104191793,-0.006294902508389212
HALLMARK_APICAL_JUNCTION,0.06380882507998717,0.06712421706811189,0.07365872588361598,0.12237211510915016
HALLMARK_APICAL_SURFACE,0.11612231846198576,0.056347956250144215,0.05743041054173653,0.1410240363223227
HALLMARK_APOPTOSIS,0.08788068964645661,0.005242106023209857,0.010311515126851864,-0.06865668171327986
HALLMARK_BILE_ACID_METABOLISM,0.04094600792872926,0.015838524130934204,0.04098486323508517,0.11602164669679053
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10939382903362536,0.062122334129895644,0.07245367377900903,0.14124117410842743
HALLMARK_COAGULATION,-0.0760449480052622,0.04065667886510111,0.0357201203652298,0.08808859671046496
HALLMARK_COMPLEMENT,-0.05962109960685148,0.0272830787301692,0.06787732444369861,0.11193117998655033
HALLMARK_DNA_REPAIR,0.09559961154484424,0.06466634042717757,0.08755223903947629,0.115079999208286
HALLMARK_E2F_TARGETS,0.08183971654001945,0.04861830065671044,0.06693574567819366,0.08466800964186913
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05131925741985097,0.04809596528675802,0.12312487099312543,0.005983655373988633
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01728822710393141,0.08119591311358311,0.02576423279952,0.08307432660420615
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02018071261914679,0.09203211172763795,0.056025101063473255,0.10434531329875171
HALLMARK_FATTY_ACID_METABOLISM,-0.014470973726292658,-0.0018939452908348748,0.018953043554475742,0.05511189386834111
HALLMARK_G2M_CHECKPOINT,0.13629119134608478,0.04005194231205183,0.05999546121782812,0.13193363716936002
HALLMARK_GLYCOLYSIS,0.0927879151160216,0.035277412857746125,0.07567235786915616,0.10701064420944835
HALLMARK_HEDGEHOG_SIGNALING,0.016971288505397263,0.02925039861526012,-0.03479015598199976,0.0892408293779367
HALLMARK_HEME_METABOLISM,0.057808038391322536,0.08303973705805688,0.09100017745090433,0.1578418531370938
HALLMARK_HYPOXIA,0.05285133370381129,-0.00577278258067805,0.09552653133318668,-0.044832726660607336
HALLMARK_IL2_STAT5_SIGNALING,-0.010877875596859952,0.0748534016772127,0.03261974737148263,0.12185908892701872
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.043501876586587974,0.06710655790456099,0.10296172933693677,0.0761214393794082
HALLMARK_INFLAMMATORY_RESPONSE,0.08253545121461592,0.028875014938756733,0.007411221286437708,0.032590932586277176
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0662564815252966,0.013449770396892071,0.05428893664900891,0.10738275354084129
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05924214223358571,0.051404381905400275,0.062280697397381415,0.04742615446993342
HALLMARK_KRAS_SIGNALING_DN,0.03733621553873811,-0.0018128012877085438,0.007631425737164359,0.11463788914533664
HALLMARK_KRAS_SIGNALING_UP,0.0051603528131548195,0.03417320475006833,-0.03351704303898118,0.09418022520846472
HALLMARK_MITOTIC_SPINDLE,0.03169165892705772,0.07978013512496088,0.04508937175930997,0.12831492578500597
HALLMARK_MTORC1_SIGNALING,0.0778137071227625,0.04937769325393187,0.09583791659374576,0.07023900337566405
HALLMARK_MYC_TARGETS_V1,0.09079001771159492,0.0642582242558441,0.11690882668759668,0.08710783983966167
HALLMARK_MYC_TARGETS_V2,0.07000313719399413,0.04566543597543021,0.035685713822409905,0.07971969517436306
HALLMARK_MYOGENESIS,0.07525383725363079,0.05548739456883747,-0.010407409112704515,0.07461492442670492
HALLMARK_NOTCH_SIGNALING,0.09889737449473571,0.04984863543656176,0.01608284604488544,0.1020456465041548
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.12127098503259287,0.05982657506119466,0.0644830153189592,0.08126042550960137
HALLMARK_P53_PATHWAY,0.02301636168268375,0.06592912364516011,0.09584979580140071,0.08717198345412014
HALLMARK_PANCREAS_BETA_CELLS,0.1085580675738804,0.07960299736754041,0.04113885132038487,0.07988893960715453
HALLMARK_PEROXISOME,-0.016068130830282627,0.03361168604928549,-0.011632995920427741,0.08171705392712683
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.10297071943807352,0.04460246923518181,0.025370876210655088,0.10435553427492147
HALLMARK_PROTEIN_SECRETION,0.09952848102209934,0.0786182515953557,0.061426742192685235,0.10490454354343855
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.07295566169084702,0.034172367240962606,-0.008298490808197227,0.09745716460513727
HALLMARK_SPERMATOGENESIS,0.07332583617122745,0.09204687076392452,-0.04215719151165182,0.1100816554830069
HALLMARK_TGF_BETA_SIGNALING,0.05184446192686977,0.057750876549738504,0.07205022877465357,0.10432224621243923
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.033488972852706626,0.06707857923603343,0.07676703719706558,0.030124392502626662
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07565165859499837,0.07558423558045368,0.09451750726934258,0.11383872847405699
HALLMARK_UV_RESPONSE_DN,0.06947252923065932,0.02797262178513647,-0.025624200296003544,0.12406193089382704
HALLMARK_UV_RESPONSE_UP,0.021256268387517895,0.09794449992900728,0.02903844289867215,0.12544825903101545
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.04928851782354492,0.07854472214438316,0.050485161679111865,0.03412703313978147
HALLMARK_XENOBIOTIC_METABOLISM,0.062166866376951374,0.05211880924350121,0.0024916317760721282,0.08107748946897204
