,UKF248,UKF260,UKF266,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09731609312919666,0.1205660041311873,0.06683455723350087,0.020263661679491427,0.04527660140249756,0.026837591347318456,0.20906661776881552,0.1332857575627244,0.022781507525671686,0.09972849344649046,0.12382365773024963,0.10526701471007868,0.07590356623814824,0.11563472482403132,0.13474358477309534
HALLMARK_ALLOGRAFT_REJECTION,0.20913327568411952,0.11287280531689578,0.11763542192059567,0.016961206269877592,0.07313378971222184,0.05267221934324303,0.20094677038517506,0.09929936424918502,0.1231550350718924,0.21015791474854864,0.031429977776375524,0.07328226735137999,0.09840089782657713,0.2833749658268448,0.0377780588276082
HALLMARK_ANDROGEN_RESPONSE,0.09680167118992314,0.11898366802824996,0.0754536252648282,0.014651123963258076,0.06293957256323288,0.10366749769556108,0.23835186512908327,0.15748001606135514,0.09262987985200155,0.06608191796829813,0.09283754489057533,0.02545699187140794,0.09860642015724141,0.2772148799479458,0.1623432891758184
HALLMARK_ANGIOGENESIS,0.09504848659908749,-0.10663828990884971,0.07003041470784782,0.021032676235753195,-0.011102905410704973,0.030230200868504017,0.11142914713807532,-0.03948150084391851,-0.06577478072484845,-0.04017163602654465,-0.05560989389652304,0.09140266036317923,-0.05569349492514221,0.19402312089443935,0.07868442483053892
HALLMARK_APICAL_JUNCTION,0.18681517852460197,0.09052651825822675,0.11969834251692918,0.08458422294204197,0.06025274984099979,0.052173648457004174,0.30248710126631434,0.16908989738869326,0.10758170172992919,0.15683879994017663,0.10377173967247606,0.10103744017494119,0.06855297990238465,0.3068292829706738,0.1974665578125528
HALLMARK_APICAL_SURFACE,0.0573194665299543,0.06614050610990953,-0.03695156892447468,0.0504095522392953,-0.002431550950658752,0.07956170925378364,-0.013240997928060305,0.1274036539881007,0.04285149201959777,0.06940275208373396,0.09462586397972164,0.05633969903076391,0.0029533519500491473,0.30811372060840925,0.17602154251500937
HALLMARK_APOPTOSIS,0.13769953019020584,-0.04539577397398003,0.05774778387636651,0.08908148073216288,0.1276590651630095,-0.019790771852181543,0.13851518040081445,-0.029459940742546153,0.008217870900394624,0.1023937399108256,-0.005035212097420208,0.07286474877995995,0.13596809717339223,0.2083575061197074,0.0952138315938989
HALLMARK_BILE_ACID_METABOLISM,-0.02870641637204087,0.04415878296595464,0.041838014913892184,0.05909540081788249,0.0032674885474254533,-0.01037190165658799,0.09503576523234405,0.08527901143091955,0.047340502825061116,-0.008702790100909975,0.09443433681637133,0.02725585038273503,0.08882182540777751,-0.028156193620624537,0.09752482858241024
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.14920815825496525,0.02857768768800162,0.08392487840741829,0.030847900981365722,0.04701268173652515,0.05420622528174707,-0.04591807008644171,0.05874903145128342,-0.00965785013549727,-0.03851077738646032,0.07778578378675073,0.005498140488539858,-0.0654722520608204,-0.06034509530299257,0.06562778673126626
HALLMARK_COAGULATION,0.21958416184277457,0.04173291993874295,0.13049049429794984,0.05616713716208907,0.10849791262226546,0.03981890747240068,0.2817843821082729,0.23826587295553212,0.106955170129271,0.25658996128147604,0.08621045533078368,0.12135058646553583,0.19687121683049214,0.38046750070771324,0.089118486593459
