,ZH1007nec,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.09602150385775356,0.04878186287487863,0.09742483569861196,0.050162035213109364
HALLMARK_ALLOGRAFT_REJECTION,0.06389076178513191,0.07896790002572798,0.0373848148093385,0.017331435066254265
HALLMARK_ANDROGEN_RESPONSE,0.13339470438948853,0.0985782222285958,0.0324370691900063,0.032123843510770196
HALLMARK_ANGIOGENESIS,-0.009609061278712841,0.03594108045120259,-0.06178641296730044,-0.05567570785651867
HALLMARK_APICAL_JUNCTION,0.11479804306832861,0.001211668871572744,0.06235021385762306,0.03713379307614726
HALLMARK_APICAL_SURFACE,0.14494989042366768,0.01706908311899969,0.039716265792671415,-0.04709106748247968
HALLMARK_APOPTOSIS,-0.007640419341562895,0.02096607163225954,0.02538212043458911,0.0032866908860606403
HALLMARK_BILE_ACID_METABOLISM,0.08055338970967392,-0.004952278812940983,0.06819995881716803,0.026249638682340072
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04662897350262949,-0.039611734326910376,0.07697954326664384,0.12622016046035017
HALLMARK_COAGULATION,0.1412893018309212,0.07520545546936984,0.04815073325811159,0.12728276520188675
HALLMARK_COMPLEMENT,0.08894440340436262,0.09243381409311521,0.0579305887397766,0.09717741932509569
HALLMARK_DNA_REPAIR,0.11252305065645687,0.04175156645465672,0.08102431504738278,0.12793884861354154
HALLMARK_E2F_TARGETS,0.10599724262340304,0.005365419383448909,0.06182901290117327,0.07198734782966248
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04127213381705784,0.07360724694980096,0.0025611980745538936,0.04968865929301313
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.059715176478931306,0.009465766365102756,0.044650220844672676,0.056473108529357226
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10814264768132024,0.022544516596705005,0.0399920286165492,-0.0018506372552367775
HALLMARK_FATTY_ACID_METABOLISM,0.07638513708799852,-0.05835111766215647,0.03246376175197473,0.037733979804943335
HALLMARK_G2M_CHECKPOINT,0.0730783775615162,0.011169887515104615,0.033420282456974676,0.030366206526252177
HALLMARK_GLYCOLYSIS,0.05588690950730725,0.0030574774609489035,0.0770969298858788,0.042867106468809014
HALLMARK_HEDGEHOG_SIGNALING,-0.0173873956542958,-0.002019803127753606,0.04527046581339217,0.08531145346522984
HALLMARK_HEME_METABOLISM,0.08215167700245568,0.02567762999304065,0.06242394719515064,0.1059070390588907
HALLMARK_HYPOXIA,-0.014401781753612713,0.01239319593444909,0.015743136578773336,0.005670291231185671
HALLMARK_IL2_STAT5_SIGNALING,0.07232419257231018,0.02712604061785342,0.057204215438610366,0.0750249876244485
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.014215652696563993,0.01690004780442116,0.05712846739644341,0.01295752672964817
HALLMARK_INFLAMMATORY_RESPONSE,0.044620293810151576,-0.01835043143661253,0.047371977636321234,-0.012031640334809275
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.12529487830270103,0.0049588068765464,0.07617722884323734,0.03639339623224743
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.1334101917113766,0.09105397484151173,0.028012452295185765,0.06641269698677091
HALLMARK_KRAS_SIGNALING_DN,0.1711226424616766,0.018656292222079665,0.08900174681592188,0.0493402489381501
HALLMARK_KRAS_SIGNALING_UP,0.08447272040357282,0.011514208791072048,0.0722808203973705,0.010202407903785545
HALLMARK_MITOTIC_SPINDLE,0.10055455212697417,0.029743268785499686,0.06438462176250528,0.005459536038934133
HALLMARK_MTORC1_SIGNALING,0.037703993288207505,0.003907115820628662,0.027070642067813722,0.06827332694508857
HALLMARK_MYC_TARGETS_V1,0.06463337454359755,0.010122450980552382,0.05345357537186582,0.08453639443251816
HALLMARK_MYC_TARGETS_V2,0.0030458760218844516,-0.01852393411820105,0.05815302810403412,0.05850563001368285
HALLMARK_MYOGENESIS,0.11561990938461254,0.03897694570890244,0.06069196738207286,0.1962589028008777
HALLMARK_NOTCH_SIGNALING,0.10552343007318198,0.023251823399854134,0.07603686670616797,0.02875851686466958
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.13593687473426738,0.026130287310524292,0.0738738442219757,0.11774186288671183
HALLMARK_P53_PATHWAY,0.13614296859313552,0.008878336301578965,0.07463188366605657,0.06009407236649032
HALLMARK_PANCREAS_BETA_CELLS,0.1153922500789254,0.004348887717605289,0.0881250510742182,0.08075415631640055
HALLMARK_PEROXISOME,0.08848759229967791,0.032531467010717574,0.044694633305097646,0.04892910030542124
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.025364036967127183,0.01213668903173627,0.0426382638054885,0.07641405851777555
HALLMARK_PROTEIN_SECRETION,0.12537759271457252,0.033283803821056744,0.07066629695496776,0.06814183205681958
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08405694204975638,0.022768393544661817,0.06539483490213471,0.06785738067934645
HALLMARK_SPERMATOGENESIS,0.06439098497784648,0.01648190257115651,0.07758193894293097,-0.003973745999594012
HALLMARK_TGF_BETA_SIGNALING,0.07581015944773482,0.04995889610015412,0.03774779119471087,0.06862412192227772
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.022435721831362405,0.07841174790867168,0.014532756012977223,-0.017109721966646976
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.061311300737929814,0.0362343291357659,0.070367075407627,0.03574909399041809
HALLMARK_UV_RESPONSE_DN,0.12902304007083623,0.08139276435842097,0.031191045638319436,0.044626787415320855
HALLMARK_UV_RESPONSE_UP,0.061204555020726394,0.023204196994671317,0.044335137415497175,0.12534009288020606
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.06780929215653103,0.006295264678236191,0.01091511071380287,-0.02013802199065569
HALLMARK_XENOBIOTIC_METABOLISM,0.12026173662279284,0.046560186415194195,0.07443072758904323,-0.0096647323459671
