,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.013472916448193144,0.15471749688925734,0.05216441241188011,0.013900914993825035,0.1482001067568755,0.053898666774442945,0.14602107971753056,0.12019146259156178,-0.055723973307996395,0.056022285997017696,0.027130201094652157,0.09115504974011927,0.07551181151352195,-0.00016962472397786808,0.17681238645517597,0.3078528758844304,0.2670123270276873,0.08191861337497186,0.13734251664134756,0.0883124541973284,-0.005462263274590258
HALLMARK_ALLOGRAFT_REJECTION,-0.03381641137808698,0.10917118127294258,-0.007669543248076224,0.009602224037302534,0.1096440614293645,0.043826547958464156,0.027495347184896286,-0.045162634130322656,-0.1702718621433103,-0.002148487004275328,-0.013904839000253305,-0.200325451213237,-0.12251429015074712,0.0088052412849214,0.07652173605127002,0.1347511078826055,0.1418377109568916,0.04808487475150757,-0.005451989848905557,-0.010815915677871529,-0.10092823520744462
HALLMARK_ANDROGEN_RESPONSE,0.05219071874361403,0.07072921236156215,0.05923742078933624,0.0361008066190291,0.10107520359758311,0.04901325703616448,0.12987295160281698,0.015152781120665232,-0.1712262637461478,-0.05776670728663077,0.02997513211446297,-0.10593002636066706,-0.12109491292429901,0.022669264675462313,0.051382077354887416,0.25140263085964704,0.18793319183979967,0.07583300229320389,0.012398726198165348,0.05384535810427266,0.05984252521038337
HALLMARK_ANGIOGENESIS,-0.023663994441090304,-0.19712896440096495,-0.04069579752992392,0.013950624379291468,0.028480433892710093,0.037682490606948796,-0.17056482979201695,-0.010896139700576582,-0.2377765278491059,-0.09539584849704764,-0.00018739673314284487,-0.17928076391869047,-0.24661827521112292,-0.021082253721350502,-0.09184029164006935,-0.09272006998563873,-0.21883063924789586,0.10993167334031415,-0.0615576168289002,-0.016122368241946274,-0.16815823786998385
HALLMARK_APICAL_JUNCTION,0.0365140566284224,0.11276578465708366,0.08083513732908754,0.01157756109045103,0.1412624620761485,0.05724568490069513,0.061931447223570836,0.03838394025527714,-0.14483132834763623,0.013810543471146559,0.026352160343035464,0.04016731541970801,-0.11215993966032264,0.09807841105678491,0.20410391177631412,0.30584433896417096,0.25214851232393753,0.10253542626708595,0.17509535409860502,0.05608398051401136,0.03977065952876154
HALLMARK_APICAL_SURFACE,4.121268981446164e-05,0.23587830789697448,0.09550368408863766,-0.0192792003830453,0.07622607514871765,0.05766339587955546,0.07723239910606233,0.13213340206641525,0.20954574255442043,0.005292168634467863,0.05975350049307653,0.21573438627854616,-0.01899517991105839,0.00014999773278603188,0.20013502435764705,0.25358496235949013,0.18647213814717867,0.10021914240790089,0.13251252958558832,0.11642574506283163,-0.003536615953613342
HALLMARK_APOPTOSIS,0.005483877400272531,0.052877433926822814,0.0036662711593688987,0.042711257931950096,-0.060848054132066905,0.0399930461573488,-0.02728682643890107,0.04978363281165694,-0.0422564840330393,-0.14033537903521126,0.01776144547820709,-0.013361867948354299,0.12169928525363732,-0.021740826129765075,0.06593081581297168,-0.12135190151202142,-0.14915973554737347,0.020995586474430308,-0.02945958706434632,0.01583294279682232,0.05510621029320352
HALLMARK_BILE_ACID_METABOLISM,0.06619763851810026,0.06351552408391868,0.04692489412042593,-0.011167324162105984,0.15392311767425385,0.05302141769333794,0.04702878647081146,0.030295018836264995,-0.22391409546947916,-0.06686167262485558,0.03259051250079078,-0.11019265516544478,-0.05653155757947739,0.05837025250969373,0.09718435518553842,0.2212995914708029,0.2741800722322834,0.03212366934234316,0.14066870163895845,0.03647134903525095,-0.05176786573613231
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006215243695429534,0.0496454326093036,0.04136610289102878,0.027977178908218714,0.11197654272780985,0.07121504150625596,0.07941355619078673,-0.03548607006191671,-0.1395562197283026,-0.07540265401550493,0.03514186916728998,-0.15574081613944193,-0.17675378872120473,0.08838476389894312,0.1493299764411911,0.3061962731444618,0.2654633964150042,0.012269620582422796,0.021526863612215782,0.02298967479252762,-0.08488584853861775
HALLMARK_COAGULATION,-0.019761504832691793,0.050978325701240654,0.031427971779843064,0.04591456106362204,0.11387971077080304,0.004050615591218827,-0.030099312681181666,-0.10000598068472522,-0.22949614017278228,0.010481530773496577,-0.045456170801245165,-0.20027004799834947,-0.15597640019148282,0.09678135245881538,0.17465640606883434,0.166764076960346,0.09547017871124724,0.028197129391787926,-0.08254892481623433,0.017952741378341047,-0.17836964793531498
HALLMARK_COMPLEMENT,-0.03428670623543977,0.15684185399410858,0.011557646534970357,0.014953621443359997,0.09679942035127445,0.03552446206299364,0.07464521343051411,0.058966175726025444,-0.1329212256541497,-0.07595572071089055,0.10787761891645936,-0.12645200171432414,0.04262522379842828,0.01790296067815777,0.13437110826348672,0.17601711897548933,0.12150530172393083,0.06427032502692859,0.09871058078631494,0.043744167934840865,0.004862522078659838
HALLMARK_DNA_REPAIR,0.025476459298600772,0.14459961915800731,0.061181839514041915,0.03789021392371091,0.1581149893420329,0.10322572095044545,0.14860237930469053,0.0722976761262944,-0.08696277846905894,0.008621660958262898,0.0696455084648814,0.1520198935653889,-0.05430229413756123,0.044439850754740544,0.18711090134063887,0.3049450284521111,0.2926009175165708,0.07521422793942206,0.20571620213719324,0.03245185337641543,0.03191682197990564
HALLMARK_E2F_TARGETS,0.041465857101515735,0.19940081965250575,0.03991229843541035,0.03518837544711694,0.13769143340145884,0.09284367344608037,0.1573779225209479,0.009616899623887636,-0.16078900349704062,-0.04412281833835348,0.054105643014152355,0.20319121373126106,-0.11031817665542244,0.032023682351768716,0.11717997045247162,0.15855087885315675,0.13635128497366766,0.06856656228890505,0.16925988983635526,0.007425350313055423,-0.032899570237315864
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.013766369134260166,-0.15618715045142653,0.007340992144035888,0.004553531818502285,-0.027700763986867993,0.020822606352812384,-0.13896188838066953,-0.04728574693415372,-0.17043753055107141,-0.09843330624864241,-0.025830900668878283,-0.18676149509014892,-0.2352786828102553,0.047655512632578174,0.14542883785423033,-0.09795247709122067,-0.1854633520537508,0.11269464162544107,-0.011283812090307791,0.02983752642044003,-0.026995202897060724
