,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.032310940728225275,0.06660261298985673,0.13916611254656952,0.04409970094257035,0.0646124431269783,0.0325204000057315,0.1146012468963424,0.01822130373770954,0.008432913064093758,0.025459359751763073,0.0974225314577698,0.02457939574390517,0.12572703165078908,-0.010668649623762828,0.0742084529693486,0.015168243617613878,-0.0003361111603502394,0.14327316108221783,0.034080713116451194,0.1093155811758054
HALLMARK_ALLOGRAFT_REJECTION,-0.01833785579946419,-0.028883187551834062,0.043353390567947965,0.05116504936099601,0.02294010589783724,0.007433534684232406,0.1322934428245202,0.01578772332649324,0.054111454806526446,-0.05296927288006279,0.03600306013710008,-0.06636803102167131,0.056661507224412586,-0.014831701708076241,0.07980723743682111,-0.07052408334580344,-0.0429584049216965,0.05432141785185197,0.010348592019822751,-0.016473545538914565
HALLMARK_ANDROGEN_RESPONSE,0.03002647988265819,0.05519671687905137,0.10558390921711139,0.039227985098174795,0.044941371892867475,0.025370794575442585,0.1348477806748061,0.002152315149521216,-0.001995770582494799,-0.016255693751551368,0.07885131743861658,0.018597408510709474,0.05781564783728007,-0.03581394181166823,0.06152798861512376,0.0072836678759581564,-0.01212989793710114,-0.011181092817429255,-0.06746651086946459,0.11196419453069113
HALLMARK_ANGIOGENESIS,0.037903864023772126,0.01599699495125273,-0.04410434709752665,0.019989724611359456,0.029904876981070385,-0.015209120267911479,0.09156443361569161,-0.05783036164531201,0.026269448034054545,0.03126394666202263,0.0226393162669194,0.023396513974789215,-0.12638247954565043,-0.006146002168748435,-0.05218274793490505,-0.0715528719900987,-0.00794771583564883,-0.09641582735341805,-0.20479958134811882,-0.06920754735219321
HALLMARK_APICAL_JUNCTION,0.037318234854604976,0.07217612218581494,0.11935861205465577,0.0604484606160497,0.07831034775179353,-0.0031735804947221327,0.10057763585743698,-0.04738788344438951,0.030587342729964388,0.007053485629327552,0.13561216116462205,-0.02518243139913396,0.14748272627758646,-0.012620058474071731,0.07917684224448669,0.04145054064515723,0.03475012753429443,0.0771951368665853,-0.05917268381091314,0.12484254107948112
HALLMARK_APICAL_SURFACE,0.029783080934116312,-0.000974698683888124,0.174398528613401,-0.0313198378084067,0.09462468759345259,0.03180673826768631,-0.04770713725123136,0.035562383901915975,-0.012927456700867604,0.09082068693183803,0.08040539110750414,-0.01600227769720239,0.10098589085903278,0.002440379306038431,0.021927105448957544,0.013051854651283118,-0.009693316392922393,0.03832771519334597,-0.014705183465680208,0.12012336089321794
HALLMARK_APOPTOSIS,0.01965460358458003,-0.019324418371426073,-0.039944315397671945,0.02115647276714112,0.05573224435970689,-0.029891112375849953,0.06671061944378483,-0.03313821954709211,0.014774100683127319,-0.07063830164830914,0.04758634374376272,-0.027955057830879114,0.04142993004714498,0.08578555805890126,0.044072841736021634,-0.017696851632577813,0.02445666623693577,0.04396448095572337,-0.0835485026547849,0.0340490555654547
HALLMARK_BILE_ACID_METABOLISM,-0.0018314791356636095,0.04898977717097451,0.11032298281685637,0.01815176165366687,0.09231314425461687,0.04585163125614444,0.12078475650401775,-0.030243943162334558,0.08066213016661947,0.06370427518112978,0.06719981439313345,-0.0031482910247936373,0.07940196230688705,-0.0487723964771658,0.01118861587919401,-0.000626437933019369,0.01794927757418286,0.15747368662462533,0.042170848153154625,0.016661268696115242
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02715958354417709,0.07479949241690367,0.13236587590245447,0.04027405056024091,0.039175559476429325,0.0497503929729477,0.1577029858567397,-0.06271306469009053,0.07557268130087183,0.055036022869731284,0.13714517417484448,-0.0065148028056351,0.11377963189207076,0.011259325988501946,0.055333115196145186,0.045403518442799676,-0.012574676947324299,0.059848124113172585,0.0005657349047324627,0.07890399800912849
HALLMARK_COAGULATION,-0.015156721005326449,0.05277983146210454,0.06169765043382134,0.03558678499676886,0.04086822532382915,-0.01104028207382038,0.14170795269431247,-0.025601803716135404,0.0503789108091272,-0.009566008092156186,0.10179157278350034,-0.0284423968002081,0.10474793517332594,-0.031208539845229408,0.05909531215328264,0.035712616616663494,-0.0248285144954909,0.028702641383162683,-0.054603254715536405,-0.07224376104156441
