,MGH258,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.060117031431678215,0.09073442909162235,0.03171398262656469,0.15949068917944706,0.10600086455065412,-0.009217703589474494,0.03581917875781163
HALLMARK_ALLOGRAFT_REJECTION,-0.016182001248983172,0.1684015727101877,-0.07543378969948782,0.055840808539673416,0.025479464543998537,0.03476443649478308,0.006639207983951355
HALLMARK_ANDROGEN_RESPONSE,0.018367219483064738,0.11250012999099125,-0.0637916392440732,0.12770841681985506,0.017269466088588398,-0.005886397101184978,0.033188120869177294
HALLMARK_ANGIOGENESIS,-0.0225242689473585,0.186085117550327,0.05221132970265664,0.10802060153402274,0.11002641927240984,0.033661664938394543,0.011942001041803495
HALLMARK_APICAL_JUNCTION,0.08348390731257396,0.13332467271430182,0.0314230716005787,0.09285480551580366,0.19713529328347984,-0.0399042751569488,0.0008563837838011742
HALLMARK_APICAL_SURFACE,0.035309736209715045,-0.04030763986900138,0.03902348084994745,0.05129841684758873,0.06862280085011095,-0.026431554971637183,-0.017911386430735282
HALLMARK_APOPTOSIS,0.013347817330461646,0.028259297974447112,-0.024836077150192173,0.09796073023781912,-0.014223383421156748,0.047965493222704846,0.022624825584114616
HALLMARK_BILE_ACID_METABOLISM,0.053170270238465135,0.13516437052744917,0.05910350218237485,0.05217538833328723,0.10117869678250278,-0.06134776502112609,0.0681051891000694
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.009428871046000147,0.09654310998554765,0.05999363685664982,0.15633810331369588,0.08567913245170923,-0.02711135486201011,0.08729564615336688
HALLMARK_COAGULATION,-0.03608555791734447,0.1093150894475115,0.03931171900405002,0.05818562118548257,0.07894559414664767,-0.013186967910001679,0.012689368954323318
HALLMARK_COMPLEMENT,-0.028529081465854794,0.1476978543331142,0.04204240882621783,0.14595795419824859,0.13814438494625492,0.051129932190835496,-0.04628678419677904
HALLMARK_DNA_REPAIR,0.048550707437591406,0.14915796758022712,0.019703379337234633,0.14757193299498295,0.10008058088158846,-0.029478447519943045,0.06359604436699302
HALLMARK_E2F_TARGETS,0.01940272646253927,0.15584387463770852,0.031126019743547097,-0.00011441714050254834,0.06773872021947701,-0.016009325390522508,0.06824273316914348
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.030706469619494862,0.13790779577320597,0.04244496068354057,0.028075982447728895,0.09050365141692336,0.028989100750451077,0.00038207599847408374
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.006699955929221607,0.08373659952240407,-0.037804820628266234,0.06468449395660499,0.1066370618338116,-0.008772276183019201,-0.013909339351226423
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01556132952046546,-0.011996978935258824,-0.010639376039701484,0.01341150622311641,0.028545593456517436,-0.02889036361918258,0.006439358735867385
HALLMARK_FATTY_ACID_METABOLISM,-0.038362616095916575,0.09512571932759782,0.02246223533423614,0.12022766532854127,-0.005527786434714548,0.020020230739678364,-0.03811267248281117
HALLMARK_G2M_CHECKPOINT,0.10853039058958287,0.13504654366760277,0.009399342350723114,0.11509958550820722,0.14282561829825974,-0.039343626199684734,0.07308985019910462
HALLMARK_GLYCOLYSIS,0.07434934265072808,0.13006689162625815,0.07908943521563364,0.1665189328454911,0.08176565654578406,-0.047489909528876925,0.009835210877649506
HALLMARK_HEDGEHOG_SIGNALING,-0.03559490450785126,-0.09605680460408819,-0.03031959504308639,0.04849206508721404,0.037713460434798125,-0.02867613503637886,-0.06206688297688933
HALLMARK_HEME_METABOLISM,0.022587599499714194,0.13112967712176618,-0.0034285815436595284,0.11234466770338429,0.11478591389807594,-0.04124164814752635,-0.029039671014392775
HALLMARK_HYPOXIA,0.10765098766387589,-0.09368578656301883,0.04148282663709793,0.10255363333439846,-0.01658989379987658,0.020633986852983933,0.06978498013383636
HALLMARK_IL2_STAT5_SIGNALING,-0.00993056043195578,0.1613320746287051,0.014204111823086969,0.17476393118168454,0.15121768185090176,-0.0003616334685098862,0.04740201304814306
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.011199869561160909,0.14956192511589655,0.06409890125777462,0.05980593991955667,0.10563899394817278,-0.044240898564155,0.01389915500291825
HALLMARK_INFLAMMATORY_RESPONSE,0.028585600130345237,0.01156751964300365,0.039850659824174295,0.05023151082771378,0.09076820688902686,-0.021488898334670187,-0.04398788349717289
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06574083731403044,0.15194912453861747,-0.019192970146859195,0.08256863868812048,0.07519363326492512,-0.02591103001478077,-0.064939071684507
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08774847996469262,0.17454445862250062,-0.01432504709398097,0.10237081562266245,0.12716580614687534,0.02568656381821559,0.07321095820435114
HALLMARK_KRAS_SIGNALING_DN,-0.0039013805389836653,-0.047913361149658544,0.03355064731375927,0.13537976181038613,0.16640549882568878,-0.058335970735563174,-0.040395184575944404
HALLMARK_KRAS_SIGNALING_UP,0.0062752490832371655,0.03383772840167194,-0.04322470598672478,0.10638333005721519,0.13924471463661148,-0.007358485920557452,-0.06665347178510934
HALLMARK_MITOTIC_SPINDLE,0.02895938195921654,0.10392095818878051,0.0314199459211419,0.13068956772789053,0.13204359346632363,-0.03752751819162504,-0.023167361226312074
HALLMARK_MTORC1_SIGNALING,0.04169367799164553,0.11960627160789099,0.020409467945066907,0.12549791512230607,-0.012435374392475777,0.04910582751467634,0.031787081681337565
HALLMARK_MYC_TARGETS_V1,0.0402561644747315,0.14605902489356185,-0.044986396558166025,0.12076003278027998,0.02886857770238247,-0.008000259590651666,0.045336922079609356
HALLMARK_MYC_TARGETS_V2,0.04263198476848254,0.05237377119365663,0.026537484299233076,0.10586477312543649,0.07863351090534645,-0.05596010723471314,-0.0073255141001531505
HALLMARK_MYOGENESIS,0.033977214505127785,-0.08306807177227822,-0.06327163730785205,0.0287495140841519,0.07868949687696485,-0.01445696064956993,-0.051226449395957545
HALLMARK_NOTCH_SIGNALING,0.06380295267560457,0.13977513940753825,-0.03338404265742109,0.14094852970410046,0.13221578048238913,-0.055676093492358344,0.08560699324957469
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06668602009665311,-0.002023790983277755,-0.010893225183407199,0.08124676175278067,0.10054943095042652,-0.020862192570648523,0.05023307521221989
HALLMARK_P53_PATHWAY,-0.002762410318405129,0.13548291861920242,-0.03546088906873079,0.14343650423913862,0.04593364232164253,-0.004379014573715943,0.025580659461217042
HALLMARK_PANCREAS_BETA_CELLS,0.00029659667627159416,-0.03741135332744249,-0.028719139020555496,0.14405007699332434,0.1302479201459185,-0.03204574136844217,-0.017785795287386042
HALLMARK_PEROXISOME,-0.009273582572180332,0.11292074922082297,-0.0017394857684915894,0.03784559698465218,0.16725244886374677,-0.022219186413346005,-0.01055505668829521
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04174506978721932,0.09793769263081745,0.050258745093322184,0.0989441419187896,0.18478190543793366,-0.029420372329150752,-0.05645140606453425
HALLMARK_PROTEIN_SECRETION,0.05995224581148601,0.1228201634833867,0.05628259015807567,0.18758332610152248,0.12068392226509876,-0.042756044371114146,-0.006034841736290517
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.09586466995539979,-0.05628864396961837,-0.04955300767874981,0.07566680532632124,0.06253466613878385,0.025902681706104377,-0.023558106101569134
HALLMARK_SPERMATOGENESIS,0.06380880022994673,0.03574240503533171,-0.02520678451410445,0.13423788637829223,0.05418603866174977,-0.03398282446624457,-0.03411193206246706
