,UKF248,UKF259,UKF260,UKF269,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02423436693614983,0.03470805113598541,0.11885045392424559,0.10932910494451525,-0.007380007837871925,0.05745710308303784,0.030557876273154115,0.12279132070896463,0.077446740912984,0.14139602982454166,0.13350933446274607
HALLMARK_ALLOGRAFT_REJECTION,0.08100753333999129,-0.021723800952999285,0.08009099816504146,0.12308181656892697,0.11546126623511538,0.08458352171190257,-0.0034020208472129985,0.15120449532231584,0.018946870235251264,0.08953088384604452,-0.0004261288203375232
HALLMARK_ANDROGEN_RESPONSE,0.06177336373739357,0.0546522626205908,-0.06817386715422638,0.092213532785347,0.12556217484635493,-0.04678793726880556,-0.035146294740963036,0.00010674820424512814,-0.01613193965812404,0.047671287495817796,0.11086448746188506
HALLMARK_ANGIOGENESIS,0.05145034197600539,0.027835023441068425,-0.06844580255899332,0.09602647862302383,0.08981696847824801,-0.17407276803079913,-0.0004580220646904838,0.023568814966789975,-0.011603352239255741,-0.12290272543868273,0.01015357672102123
HALLMARK_APICAL_JUNCTION,0.03517970867820042,0.041815470853541294,0.06962078702610255,0.12472175156590035,0.07882403319973659,0.09279618014696406,0.06688582121510228,0.1610949105423431,0.03125997223157324,0.1278452930875147,0.09778942821159788
HALLMARK_APICAL_SURFACE,0.00016421523258462674,-0.0031590018115193606,0.10389592191493738,-0.037841752762910574,-0.06850866690728209,0.12011263132690944,-0.025158023191801073,0.10734143665829611,0.02446298151944264,0.08585743954620041,0.03757278024365082
HALLMARK_APOPTOSIS,0.022489119024404827,0.056709093438425236,-0.14132217689485282,0.04108708774821221,0.061621095813052806,0.006574035676385716,0.072910429728702,0.05805060553190878,0.00048386560354142364,0.09678936275920277,0.0128791870532574
HALLMARK_BILE_ACID_METABOLISM,-0.059784382360206764,0.0007780364514126823,0.14666528600825054,0.12059539422391734,0.12892192334342312,0.12516105136282865,-0.0009475716515597387,0.07785272174551242,-0.025224682375509927,0.1314750953257861,0.13709659504863955
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0019200199951213642,0.06617394695178541,0.10769696679043729,0.07797396424510131,0.11417767611278265,0.06525154527537337,0.05341469797204431,0.061020938930774316,-0.00041107119829713733,0.1572532426482369,0.13113189409425352
HALLMARK_COAGULATION,0.0658944488815295,0.032852569562073754,-0.043501690506182966,0.140496870198162,0.15048453803286674,0.030824675272702818,0.11058129579666214,0.12945871255594735,-0.015222261059141675,0.09331969315492095,0.08738441547894424
HALLMARK_COMPLEMENT,0.06315429716183794,0.01324162504601893,-0.0314946440923214,0.11194106403527539,0.14176272920940575,0.0505169571786522,-0.02204930308295846,0.11647032414025196,0.13096260701595558,0.11794546144725149,0.15711142430565536
