,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09112222062694914,0.09124384931517328,0.005785490650944099,0.10139525894745996,0.0756642434005025,0.22326314933570168,-0.1508356420013641,0.04545054102250355,0.14088874289777265,-0.04465738727427409,0.07164774012532248,0.2427204306839128,0.0470368461470867,0.10947627154312775,0.04428010197331123,0.12501921216776798,0.05876202464004444,0.04256987910546058,0.04435469470089726,0.18961430315983208,0.15637311336946988,0.12871015211066061
HALLMARK_ALLOGRAFT_REJECTION,-0.01427592086149859,0.015518937110321816,0.001230762717391317,0.025780470350525008,-0.1508710529038439,0.2887497069638629,-0.37966723843093425,-0.022707199713671654,-0.25572036594228775,0.022233358886457198,-0.03709184385786074,0.2908914119906577,-0.025127294677998385,0.16097718088917448,0.004049159684073176,0.07793571428070549,0.0008326445015445434,-0.02470449593297128,0.018589531089100064,0.324289215446248,0.0950632613303098,0.040980947702048305
HALLMARK_ANDROGEN_RESPONSE,0.08388604819386675,0.08763668196994108,-0.013623391631930971,0.08748927252198427,-0.07027205301498704,0.24078191229251997,-0.18402372977335485,-0.01594749025750351,-0.094803860570655,0.03669661179583452,-0.02087566859699024,0.22733982937270705,-0.005670199036235775,0.11698278356221872,0.046237438748300164,0.13206768301898825,-0.0031318150770158182,0.023114300177508342,0.052268029089419805,0.37846207124876236,0.1469643528578719,0.11312115145296056
HALLMARK_ANGIOGENESIS,-0.08205474344957171,0.009523557280778028,-0.017624290179633517,-0.09166470294825756,-0.19993668651466484,0.25161298698683904,0.30816246087852384,0.029684873479299614,-0.2481353225531918,0.17286459812254,-0.13755687776034498,0.23668689756513003,-0.03810860696403848,0.02268556249214146,-0.0504230404373935,-0.047535468192971525,0.07102918525278724,0.004726483676950981,-0.051582213995614086,0.2624453791420639,0.029914408259981252,-0.04415699386177999
HALLMARK_APICAL_JUNCTION,0.08079354933624011,0.12194784600648319,0.025425518487039268,0.0172100156960695,-0.12861924466882962,0.2986494297558794,0.12170186519263272,0.07604520133120599,0.0848260848611644,-0.02478603451306298,-0.0436776223691213,0.2877652218415904,0.006889235936791893,0.1292738335236962,0.04748316144297783,0.1345277766062336,0.048718451447857,0.04368871988837294,0.06697625635465732,0.4462085721189643,0.16071260616407654,0.13923806880555462
HALLMARK_APICAL_SURFACE,0.124409667298624,0.09113884641637286,0.020546159474667855,0.05224472223260983,0.1571330846201804,-0.0258090911452549,-0.23057231042335768,0.023094179527829176,0.18659315190787568,0.04081993567125271,-0.007624013096136392,0.06353746294577627,-0.05640146735963183,0.015573269313177034,0.06897095474947473,0.12170729415080044,0.027416862776068824,0.09435357517872477,0.0674431169717306,0.45523280602332666,0.14650572073033255,0.12686377785733757
HALLMARK_APOPTOSIS,0.06409021203114726,0.008020468682090661,-0.0412364439870827,0.01157222397672043,0.015995167779055398,0.05680410362941258,0.09623807347059361,0.0005211130114844351,-0.08245699509386673,-0.07257163900313454,0.10496781307655705,0.033657363777635806,-0.016711369169953232,0.08382918594207103,0.022992305946359447,-0.008942811505653953,0.07611958615146987,-0.040370613174858204,0.027759074070333088,0.08914238857641185,0.031382184310569994,0.09279067937697803
HALLMARK_BILE_ACID_METABOLISM,0.0863633859421789,0.04134459134316645,-0.004929501990630861,0.012840464910709283,-0.12663260583981936,0.21874933307128064,0.045771668367672366,-0.004533063987779047,-0.054368340237089655,-0.05126156325625881,-0.058925607976139674,0.05795537236901825,0.03301109884839765,0.06623662742145896,0.02222749301933491,0.12848701878594568,5.472351791866858e-05,-0.03248945842439217,0.004841064708902088,-0.04668724686138512,0.07763356703851491,0.034426912511189026
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05152444110638161,0.002426879625611904,0.013234907336665963,0.0014382516211629733,-0.16624510230232128,0.13084451416309284,0.32784419459913394,0.01208804519187659,-0.20700984173296846,-0.056930849828726954,-0.11068870822035388,0.07962081281693535,-0.13216313231142882,0.028923684450163717,0.07758047812150862,0.11907849598714637,0.04478716182835275,0.08364098929730647,0.011437122469463693,0.004477512768075896,0.03944326197516624,0.03264507717553531
HALLMARK_COAGULATION,0.07994619350793493,0.08574846626804147,0.009703949295106226,-0.016656970777601424,-0.1632101650795108,0.23021787442537833,-0.12460083046939115,0.00014621516824426904,-0.26028334693933425,0.09830280930916502,-0.05361945876535851,0.27744545652231933,-0.014157284901469825,0.11021501113359954,0.021513942725093015,0.09317204954831608,0.08099385384910206,-0.03673699090104863,0.001384072423759013,0.4912869484642465,0.11906015078435782,0.04274580879634778
