,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.06393430180423416,0.050629684317924195,0.07857559476472552,0.01987875420861323,-0.05698471375257496,0.0643536000637695,-0.020499752605145558,-0.09668722726878534,-0.07314412944300229,-0.051184649537237246,0.03187368343247179,0.02317940634596762,0.013292687371196862,0.08701764061230532,0.0840406582938406
HALLMARK_ALLOGRAFT_REJECTION,0.08910367698931614,0.03466706544933495,0.1144327355837454,0.0027373243606785406,0.055031903952739186,0.03727344073577062,0.04267743189940239,0.18763650633824364,-0.06143615025511467,-0.025469162204605073,0.04391724013829355,0.025858183239109236,-0.013560570975143684,0.01768311508216272,0.013708049079804527
HALLMARK_ANDROGEN_RESPONSE,-0.06187112008778315,0.05272996677043762,0.10630911628032567,0.04310460959032689,0.00243232708965569,0.004302534745494847,-0.006797136890264368,0.03253456702593118,-0.06531605298601259,-0.10108027669856966,-0.0048162806480935875,0.06127913131459704,0.09964509440795101,0.08500050902888154,0.042845000233531785
HALLMARK_ANGIOGENESIS,0.04315667179759631,0.03966821063985786,-0.012618327656417742,0.06509405195641146,0.05530617966800485,-0.01655605646552875,0.037614321296033974,0.11372199367426093,0.07640150218799388,0.03197205208867442,0.03056155531051713,-0.008931863054423693,0.07277407878488097,-0.053544553578833816,-0.0040114573639689595
HALLMARK_APICAL_JUNCTION,-0.07376196397441641,0.04247379928704423,0.09868654912255626,0.023847428071575066,0.03144781809796885,0.03507951740602669,0.06045514551384104,0.03847868634948357,-0.06883630639045141,-0.05383741932640636,0.028267726557163503,0.0225187817047648,0.01993069724699777,0.10189407219198682,0.057309317278788276
HALLMARK_APICAL_SURFACE,-0.06190103248302906,0.03258152324607877,-0.04200860573148066,0.08154831402391192,-0.06973154032782276,0.034455578228603956,-0.038589017945515086,-0.09308073155004096,-0.052717011231122914,-0.06178174802931356,0.04172261479439768,0.08699458504732398,0.011911088817149492,0.05375294343191238,-0.008332403076501748
HALLMARK_APOPTOSIS,-0.0613121716505836,0.07714983152225906,-0.0056876224052470085,0.0858936743928947,-0.00402681117077363,0.009069092799128004,0.030708729597990984,0.05290448140929733,-0.008706176044633607,0.012481203716155095,0.005598271287041708,0.029619684870332237,0.017317109930089274,0.060365286671529586,0.0075294730396692384
HALLMARK_BILE_ACID_METABOLISM,-0.02932999811049238,-0.014555870718007291,-0.0003300759424101426,-0.02482778231182873,0.026148420563004034,-0.016514744591460892,-0.007294555029598159,0.031176428028859105,-0.04417236027853639,-0.09570739218357027,0.012130436743964013,0.02427448914274952,0.009398800935584102,0.08039921079470397,0.01797035161499894
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006357121952229234,0.0687620682753487,0.16811394888824746,0.04013582598249499,0.0346396105765926,-0.037492642720720636,0.02284347147589546,0.10009984068078943,-0.11260817899789273,-0.03547309633470409,-0.004113031971890684,0.045250654452546404,-0.029099711232721058,0.11529876921510226,0.04936571233294281
HALLMARK_COAGULATION,0.0640086580486754,0.07763978952380583,0.09038767445303383,0.045986814513934895,0.06513905317856168,0.05614028339476368,0.04010064896834203,0.15560742837234454,-0.016499200772501083,-0.08963691694590749,0.07251807623611038,-0.002086335482232444,0.015344463741087734,0.055954130064713836,0.11119917552372727
HALLMARK_COMPLEMENT,0.0007329652084001398,0.05471676483229594,0.03585046240874209,0.036106196620258574,0.005017034051527385,-0.01904038288223522,0.004817314420586167,0.09753328465583774,-0.06731690216270553,-0.08415111616168594,-0.009805677896742604,0.007731790002024271,0.02933097062012952,0.10299272381328901,0.10730942756615193
HALLMARK_DNA_REPAIR,-0.04965242154254781,0.07504302306527978,0.1328463454821228,0.09670321886726493,-0.03657673431941492,0.004390815994552999,0.02341423476755345,-0.0420084251014409,-0.07108097130189564,-0.04161048181405437,0.05388794522642616,0.11526302688885048,-0.01271495702692498,0.11706461335758783,0.05655494444805887
HALLMARK_E2F_TARGETS,-0.04773761062174462,0.01633914225071696,0.09667042241570853,0.03211919771354079,-0.048141982575540344,0.055280918533810994,-0.004393838910245759,-0.08961317863653527,-0.057909186172598145,-0.09010244612114632,0.03204284725354866,0.007622510388466253,-0.036083059728901745,0.10595245406344297,0.05414384163078128
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.05304880009137374,0.05378732084421714,0.02710986299823392,0.028806130251180694,0.035275629071975526,0.005403481601544763,0.05649100219220707,0.12336955700214926,0.12022913283496024,-0.03644360264692648,0.033195782724547464,0.024795371508992883,0.057661765362616406,0.05345583914732921,0.0648546741171067
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.08408907724732287,0.02898763387274514,0.03171644312643195,-0.03747337534728285,-0.007747851626093779,0.00688063932809459,-0.013891293429085197,-0.08634204472318374,0.06821747265480102,-0.050182932611598015,0.052229286498611915,0.035662833488686166,0.020849043474913728,0.09980042874296233,0.02056561013382464
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04405894600374249,0.042759279133409815,0.0208571373467939,0.044356375813755795,-0.07560171103531181,0.02246168391989712,0.0033095782834515444,0.0931736287338731,-0.06964540930665068,0.045071854679693615,-0.005276198166245753,0.014521630648479347,0.046860593033488024,0.09580669246742347,0.1001303488762189
