,MGH258,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,-0.07179842646338416,-0.07916346828908148,-0.035430270331894456,-0.11075505072598155,0.0017045811459349192,0.049305067147534035,0.13232348932639054,0.08457083216783526,0.011701880437981291,0.017132948938754188
HALLMARK_ALLOGRAFT_REJECTION,0.08371635667279707,-0.06801222331803106,0.033959566219177416,0.340423584733725,0.0082981369723626,-0.036617382778932846,0.015408432135554024,0.03129575367136308,0.07797484466207528,0.006565830602608849
HALLMARK_ANDROGEN_RESPONSE,-0.05338034444198388,-0.06856319382262872,0.07170428952334422,0.25222864584723326,0.11508488644208272,0.04819852201621584,0.03384737991783398,0.07206393473274476,0.07485092137175285,0.024143078023909824
HALLMARK_ANGIOGENESIS,0.10979033733770568,-0.10094991273974545,0.05019805689165146,0.36879034812759015,0.08968504006290631,0.04241677387352067,0.0010551852765075852,0.017145277290202446,0.04305249787674398,-0.04752670860949851
HALLMARK_APICAL_JUNCTION,-0.1085122389773666,-0.08514349633437938,0.06442571821393848,0.033892200435852726,0.013256128383807856,0.055981533409623474,0.09207191655504472,0.039682844636406076,0.06040621279270174,0.028973178324799113
HALLMARK_APICAL_SURFACE,-0.08477523545986954,0.0460800416589659,-0.022858201828180057,-0.15229381970695222,0.054301868839812376,0.08193227983800327,0.06682542164359805,0.05557304534296695,0.05395600836781528,0.038723888285428554
HALLMARK_APOPTOSIS,0.014963270208216948,-0.0008436929964710156,0.04466142816321698,0.10316439503388042,-0.05568665244921411,-0.05517740480761604,-0.01123486578384733,0.03261486689802272,-0.019038646714404917,0.0025437317441490684
HALLMARK_BILE_ACID_METABOLISM,-0.11496469672903299,-0.07919713084842626,0.024628103742496955,0.18083992327754952,-0.03981899875521895,0.08066223977232605,0.1683418442004647,0.06568736329841687,0.02552357589941022,0.11093374899001693
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03540919438778477,-0.02887156053315873,0.08284062648786418,0.3224775743322186,0.01648453142700478,0.09544617003682714,0.09183318089038495,0.09741604457390785,0.09106643225124561,0.15869301240325046
HALLMARK_COAGULATION,0.117698475935883,-0.0576654547541828,0.035510339350537955,0.4094312349112316,0.04676370989390783,0.01991080665349462,0.05105551116850599,0.0008891664407197507,0.11452901982341693,0.13016264152003565
