,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1
HALLMARK_ADIPOGENESIS,0.06382554658937156,0.021025224843482543,0.05456381501178707,-0.06565043800062913,0.07680690531347198,0.03006554939159929,-0.02647968234803672,0.05977294081178485,0.06980967474455256
HALLMARK_ALLOGRAFT_REJECTION,0.07235133114733414,-0.025909530145380905,0.017774793958463434,0.09609866611862095,0.13042712970204756,-0.023377434515562356,0.035636284470452084,0.12175111439615927,0.037128504394180806
HALLMARK_ANDROGEN_RESPONSE,0.08280378996364511,0.019516082615016462,-0.012980407355883242,-0.0022584760756909584,0.08449141872169487,-0.03532062404523956,0.07001875731927275,0.039358061354127526,0.0821314638212421
HALLMARK_ANGIOGENESIS,0.0016074599910107668,0.0458422010686112,-0.04439295033115042,0.05871013165975601,0.09583872211510369,0.08419625916304582,0.06999117617306375,0.14484963968414585,-0.0709082043044126
HALLMARK_APICAL_JUNCTION,0.09335724511310667,0.0315817684650415,0.12372205056454617,0.020691483895394852,0.13163381661314758,0.08680570363937863,0.05794000467004559,0.036200055146784454,0.13880453320783143
HALLMARK_APICAL_SURFACE,0.030734194051944986,0.006786209472172765,0.09008254012326612,-0.03386591804543893,-0.02222835552807659,-0.029756083440557548,0.008060907247365745,0.0661024805238845,0.18410617358307388
HALLMARK_APOPTOSIS,0.07630950674661575,0.020152298404824524,-0.005032907286316825,-0.05076316926153956,0.09266017808179225,0.02021501380500569,-0.025283637787347542,-0.032079124129665515,0.04559615912870286
HALLMARK_BILE_ACID_METABOLISM,0.017238732248286797,0.06130924093403491,0.10568588283075042,0.05125428751875457,0.12508539527221715,0.0430495709381602,-0.07215017922755318,0.01665074959936688,0.08326264168286748
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02191431064028076,0.06496615685017978,0.040692526141709394,-0.02012128426843032,0.10705806096716519,0.08019973057475352,-0.012615723089483583,0.06226208157511599,0.15888534887550676
HALLMARK_COAGULATION,0.09698947840591635,0.06327286290290637,0.0278202244047649,0.02823979560558204,0.08592593505018273,0.054552674734097174,0.0402075432443666,0.004452133398468562,0.15839523015788348
HALLMARK_COMPLEMENT,0.03706665567474279,-0.005613836867993404,0.0132195108870218,-0.04137857062309619,0.11157289134692927,-0.0009325084863098692,0.07234895278337035,0.1178231932822755,0.06803626675935186
HALLMARK_DNA_REPAIR,0.044408516988682006,0.03016486547745629,0.01864474991955132,0.015800320398526396,0.10014906284843156,0.028360158404991464,0.015168819266975527,0.014393005101564764,0.16750416431969364
HALLMARK_E2F_TARGETS,0.059730798479146044,-0.018963567453033722,0.05112118319270356,0.05946649235214505,0.12350493056832312,0.02282988388482322,0.019991309710027973,-0.023677240226373644,0.10657801596602752
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07752282171921494,0.033080402591008716,0.036728529185405666,0.0537830978343108,0.12025099680649771,0.06971794259494063,0.05933289379841217,0.029398932914557,0.006880629597041268
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04477764795961013,-0.0037898359566189027,0.017948422572259155,-0.01046436317733717,0.10628082270451016,-0.0552874236961358,0.0031402467483645775,0.024200641974813253,0.04505118987285098
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03221008411872579,0.025435385810380077,0.044312254072837655,-0.03438744853339573,-0.007884351751049764,-0.005883468937896803,-0.006008777961758329,0.03211190756248966,0.009434744735748055
HALLMARK_FATTY_ACID_METABOLISM,-0.0007331635585586072,0.0577381816870999,-0.013386627586443678,-0.01987917110032109,0.09812901315325939,0.02107843231068587,0.01715507741482322,-0.01441795072855769,0.09862000400458783
HALLMARK_G2M_CHECKPOINT,0.04327930473308922,0.017309684682747024,0.07566269051536655,0.033783663785079784,0.096230854157056,0.013419621370204377,0.013440857284303954,-0.05005007972389749,0.05796910030318665
HALLMARK_GLYCOLYSIS,-0.047364293844828695,0.02566157290975516,0.005250335255128568,-0.03726788706715103,0.11657253235044572,0.07333569308762952,0.04598153246878369,0.04480789392378575,0.04267215357113215
HALLMARK_HEDGEHOG_SIGNALING,0.020768482133071,0.016251354726109103,-0.02355073552721153,-0.08281374178673961,-0.04211347599662858,-0.04299869839995267,0.006715212759747729,-0.05637485065052153,0.01407364408142799
HALLMARK_HEME_METABOLISM,0.04699237140600809,0.06063188034123846,0.0004694902391403983,-0.02713061046738502,0.09855239157901731,0.08068713902733411,0.03620401825281256,0.0598043156429586,0.17848809184314904
HALLMARK_HYPOXIA,-0.07076790718752207,0.0161377047882274,-0.02957176294916265,-0.052968727527749684,-0.020356926747219724,0.03186228037684588,0.03383838714968025,-0.004102076215139425,-0.001173820068263445
HALLMARK_IL2_STAT5_SIGNALING,0.047450458416212184,0.02638548296480569,0.10146250324785296,-0.04120292976075382,0.12766807413266876,0.07855452139554615,0.037123573455908686,0.11457800328898461,0.10856710447599394
