,UKF260,UKF275,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,0.0028651223245575825,0.0022031828181172763,-0.0369408188867181,0.02361814630468552,0.11381869070037132,0.07431665416622066,0.15562831206242683
HALLMARK_ALLOGRAFT_REJECTION,0.03359845382481859,0.05148569750233273,-0.04726289452909427,0.0036815581950580445,0.10011228669163143,-0.032667441367670094,0.04190418636782576
HALLMARK_ANDROGEN_RESPONSE,0.04035024974378017,0.05060063432960737,-0.031369743297139,-0.01164233234569755,0.1138313545072006,0.05022958702516416,0.0743494314085222
HALLMARK_ANGIOGENESIS,-0.040421683284169084,-0.015961417903581195,-0.04979894064557573,-0.005777908287093742,0.1290263886252043,0.0143086996128443,-0.027701451706963268
HALLMARK_APICAL_JUNCTION,-0.010585305824480395,0.024045391816063084,-0.035484028059523276,0.012300736541537521,0.022625651254050656,0.08811678686925173,0.09246559972241063
HALLMARK_APICAL_SURFACE,-0.05790318558702807,0.042677830813167304,0.03800935289230575,-0.04735599655184754,0.06244639737386047,-0.09003493797054805,0.14303243957660008
HALLMARK_APOPTOSIS,0.015763948640256133,0.005870690644362371,-0.026893383163368728,-0.025857814795743565,-0.07321160731774409,0.05204460637182497,0.022574264665408864
HALLMARK_BILE_ACID_METABOLISM,-0.01299064462634434,0.03294954873390986,-0.02008985808895577,0.02666123861138035,0.0014595363362150326,-0.023979003883347817,0.06874277859463176
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.009902550235086757,-0.025651534233863637,-0.026612113941699045,-0.00666926328992495,0.03844247752033393,0.03900251129370266,0.11626852256192857
HALLMARK_COAGULATION,0.03481491199445919,-0.040613444391217265,-0.04610863477751802,0.07156652305216502,0.029817773086800742,0.03275205736420753,0.09685505249832675
HALLMARK_COMPLEMENT,0.03990964817193835,0.03477554552198617,0.009720896473162688,0.02098894210996554,0.12928152099513515,-0.02500154425909577,0.08855865813618435
HALLMARK_DNA_REPAIR,0.04432526043869085,0.05245538438294699,-0.06785232892430207,0.014618571968642666,0.07134344652288777,-0.019640061623259222,0.11053535008756014
HALLMARK_E2F_TARGETS,-0.01370902224648895,-0.004630068378169136,-0.0034979696632427993,0.004127612233338397,-0.0834202847550826,-0.15721761871288395,0.13357624109836178
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04166200929184181,-0.04394307019621603,-0.05632384015274685,0.03579168899575016,0.044192260021660795,0.11156905871908104,0.06260910413914324
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.028049810756596193,-0.05084462468998642,-0.0015085052544488147,-0.00779289012363385,0.06835439692150336,0.07013613078696396,0.09806203098431858
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0010991038637028763,0.021523507168547413,-0.008044110331105957,0.011302851849907293,0.03674291180367736,-0.06545116893509977,0.06399901157119971
HALLMARK_FATTY_ACID_METABOLISM,0.02324898048208247,-0.03785427496698913,0.021399678596551765,0.03253955824127001,0.051854683884653835,0.09139663229044453,0.049296683757649624
HALLMARK_G2M_CHECKPOINT,0.021470959834083307,0.007405585834231214,-0.04935549760326348,-0.04431425766079107,0.10289635290494438,-0.04666565988106878,0.12013768255575631
HALLMARK_GLYCOLYSIS,0.007304938661484772,-0.005100982267579635,-0.0499152205834466,0.005902256184235473,0.04307980863942843,0.0909143403385188,0.052050208053375215
HALLMARK_HEDGEHOG_SIGNALING,0.009392617966974198,0.024040323605015155,-0.00399412184248974,0.0750809185378258,0.04400059242320512,0.10161432209128213,0.09631880251861322
HALLMARK_HEME_METABOLISM,0.0060925124911007855,0.026105000373149435,-0.06205094111524237,-0.025793938114201994,0.08543333913625349,-0.0006051610296407559,0.10923857454386905
HALLMARK_HYPOXIA,0.03391073267809391,-0.038046650511889935,0.025667276458694686,-0.014763883442314565,-0.011653202828692906,0.12148297471708401,0.0947040538308188
HALLMARK_IL2_STAT5_SIGNALING,0.06059458549440953,0.009198228783213388,-0.03467427099878123,-0.016994672317028014,0.15529083251449494,0.09416292274481661,0.056374509946159855
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.02833025994331423,-0.014879214810626446,0.0025824590920881345,0.02393373561201728,0.0728979805862868,0.015919604499738414,0.04314965024677088
HALLMARK_INFLAMMATORY_RESPONSE,-0.03184513044939109,-0.021495781035028805,-0.007959400247082013,-0.08851241645495127,0.06279567605816001,-0.014752557511002582,0.07616909129896132
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.006866297824595901,0.0740078021946673,-0.030028812838328867,0.027945410783722913,0.03643341941012494,-0.12641933011781079,0.009724129429624351
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.031052540265181956,0.04571929188445938,0.023205577950400864,-0.029166903933949127,0.12864593749332495,0.027312021313593213,0.07676710471053806
HALLMARK_KRAS_SIGNALING_DN,-0.017666108610219198,0.021288186725090284,-0.040304337743831374,-0.01568958344623884,0.17302533958586463,0.014166715305327331,0.08933333864216081
