,MGH258,UKF243,UKF248,UKF255,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.007907818610229721,0.044093506662381925,0.08075774915161,0.15325843493620306,-0.0239379006453424,0.06639050344680714,-0.09239908019003143,0.02931768646596011,0.033207638231396434,0.01816076801621615,-0.016541094488499993,0.13734637229537497,0.1397666177376309,0.13886114176932748,0.013207043377260285,0.058706882952860986,-0.0022850881289148157
HALLMARK_ALLOGRAFT_REJECTION,0.014984094988564655,-0.006726332908748394,0.009967807440153992,0.07895956451445278,-0.08073263083170414,0.11180123764198556,-0.05976068665444399,0.03137398724695265,-0.1097018327004471,0.008340305244637117,-0.0420633297946231,0.08244704073257061,0.0583699589484918,0.05079980119251203,0.028983980037333566,0.06793090157179,0.10475933892349917
HALLMARK_ANDROGEN_RESPONSE,0.028833518361405495,-0.03579313691293232,0.08061393554874585,0.06432504558301212,-0.014834241551106098,0.047331975169391895,-0.01420390217339987,0.03628655839785375,-0.017821723869183233,0.08190034692640943,-0.020621342589281062,0.017441580896953617,0.10798800201655576,0.09984385592712748,-0.00543524906411956,0.024854597707043312,-0.002912212058229007
HALLMARK_ANGIOGENESIS,0.019168914989054785,-0.06864986631579334,-0.0137253531997285,0.08265817709669895,0.04412442378795661,0.08547846527274797,0.08741181285658618,-0.01101149417741726,-0.08788847414650225,0.10551007283934068,0.006065901647227432,-0.06307433681127561,-0.03440570418087693,-0.15291542451338072,-0.03637322062913095,-0.06988265529667119,-0.04893949721789451
HALLMARK_APICAL_JUNCTION,0.009209056608388924,0.02540373273054022,0.09212090857883046,0.13915160597424503,0.057948054559410524,0.10523930432909522,-0.03414001263528407,0.007330916486513975,0.1165989206559141,0.056281760126915485,0.01332242525002967,0.1403090103582476,0.10146860811882266,0.13096155577602603,0.08350465267381445,0.08389692767321838,0.04410015245171584
HALLMARK_APICAL_SURFACE,0.013393363803377177,0.09162616779816678,0.048752827821827785,0.08470013059464292,0.022071821005603898,-0.03211157219995197,-0.06410074191042005,0.10122890273793755,0.06405837033569528,0.1406466215210707,-0.0665391311839785,0.14262347782576276,0.11597412685202427,0.10859672226146123,-0.03102598973007897,0.016085903090724975,0.016843629814602898
HALLMARK_APOPTOSIS,-0.005801130128551985,0.05201425314329769,0.021568374233255645,-0.045835841848730706,0.08433139348504154,0.03677572617141002,0.07171884322796034,0.05027067083700879,0.030487680655879066,-0.07326129716392345,-0.008964716413829895,0.058988497353459304,-0.03327943398884887,-0.08457401987451336,0.041591447846060385,-0.05871656202302591,0.06153637415026171
HALLMARK_BILE_ACID_METABOLISM,0.05155200999856331,0.043475883244616695,0.021141534971128667,0.11897016445068105,0.017495953067021404,0.09442976967501716,-0.03225884440978076,0.07929601892430678,-0.018835552934193877,0.03602207036936901,-0.05273003104708321,0.08197800603787256,0.13922552242517794,0.17354136063496034,-0.014884157931344028,0.07636556242096455,-0.05773580734518736
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.015454594888373542,0.0011310937432724246,0.0272354466198325,0.14026373680570547,0.0410106028215176,0.044001459488409445,0.0591047029508753,0.08562262074949237,-0.09352249954865821,0.12013298124343859,-0.04753748011269499,0.14467519401828463,0.15283998005763663,0.16418865975860822,0.030815156389206285,0.03500362612687991,-0.02389970056157909
HALLMARK_COAGULATION,-0.046669195266780275,0.06128574356938225,0.06941605577414213,0.12180802556024599,0.08465986299031503,0.11588517595077619,-0.09462274774437397,0.016101271802356404,-0.0771973042728369,0.014287377808555528,-0.007404911958474269,0.1604653395323282,0.10732550299131144,0.0407525568007637,-0.03599393187836199,0.0037256462049738708,-0.008890714788277028
