,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.043079496326992255,-0.05073808041880689,0.03330198012523633,0.018145537736593813,0.05540961571412863,0.11437101535375681,0.0708107632830901,-0.07664724633542479,0.06048955320689791,0.025771506159025383,0.16390409044930032,-0.07095851727860669,0.10392631085271599,0.2082164286884271,0.263866879485686,0.10216357923521793,-0.05211276453211903,0.1419127265093762,0.0033212804443044698,0.14975950597621415
HALLMARK_ALLOGRAFT_REJECTION,0.055135313713543126,-0.06661628766962165,-0.0590289926442489,0.021295663541108345,0.05942003045434134,0.04183880744502657,-0.13783585435919646,-0.2942950609457272,0.0212736554998138,-0.07590232526326884,-0.3079716035314802,-0.12325851540898566,-0.1434039717910891,0.07146256947556637,0.12190469361765072,0.005790583589471099,-0.048500497989732036,0.07036182432550002,-0.0025110258668936338,0.0005163426033552162
HALLMARK_ANDROGEN_RESPONSE,0.005726236071556967,0.00595607888642066,-0.02703836812956832,0.03483104487147042,0.05408234635700234,0.13761338932312103,-0.014433964312764256,-0.283151342233349,0.00035965866793167926,-0.07113239935821891,-0.16518160702184445,-0.0899660240568807,-0.09618590298193358,0.1254300071514322,0.15281600432059794,0.03761207550564357,0.03837169443185698,0.17064049274025359,-0.06481565060764721,-0.051142537188103375
HALLMARK_ANGIOGENESIS,-0.18276585858049255,-0.003037849702808484,0.006345871706857899,0.0004993514341509285,-0.018368130723553436,-0.21967525846159403,-0.1607017277843769,-0.32565371285212436,-0.18000969145102524,-0.007379765998883847,-0.34215438819969957,0.08336292541611508,-0.2924107952325939,-0.08100671634934502,-0.14137978801460674,-0.09215518897204697,0.026649489458129356,0.06183287639990057,-0.15155227757204262,-0.009005242721740914
HALLMARK_APICAL_JUNCTION,-0.01910374204153676,-0.06093673564264183,0.02025619688404725,0.031063998836663057,0.04682381179535576,0.04352993449073592,-0.06479305303932059,-0.24049462971412947,-0.09392559207436518,0.07716283989745855,0.047144740933634265,-0.032849631814251455,-0.1817798613895515,0.2194346042753612,0.24421265839101847,0.19597700591110437,-0.05145903539783519,0.1826977281159869,-0.03112290380563631,0.12161411858674216
HALLMARK_APICAL_SURFACE,0.14964302016243317,-0.025410797260544526,0.03862951220772222,0.02131776516945195,0.05246365007865406,0.08870818502272959,0.14817761856920078,0.2203971405569085,0.14161374948468272,-0.013032402580817604,0.15298013923691411,-0.008126970049409802,-0.08268183111623889,0.1837594552822552,0.24388581670796958,0.0799337051384569,-0.0012861891051900508,0.15088339470761453,0.03537986657050254,0.09547184403363577
HALLMARK_APOPTOSIS,0.037997108402122254,-0.05023843368706162,0.016672526491236232,-0.053806927434956735,0.020263352845874126,-0.05462931883824412,0.04987767530294271,-0.06094659572556242,-0.13879950705083888,-0.0025383208796611843,-0.03789814257454509,-0.12055078300320757,0.17601640599494447,-0.08681554396970634,-0.10850771817050436,-0.04021404700912873,0.015248429545052917,0.03969446391176986,0.05859117633748195,0.06906238608307029
HALLMARK_BILE_ACID_METABOLISM,0.012380147556075142,0.029284971354692303,0.00543694629419222,-0.007574791699043709,0.02370318475242884,0.05559950764155011,-0.047467053693527855,-0.31036917845319284,-0.10883652860887714,0.020017448681857047,-0.09076708850382695,-0.09197284383066912,-0.05898420427757036,0.14561493908324993,0.2086191386952001,0.09730325248030633,0.02265301044174752,0.03595921165448651,-0.04855840536927006,-0.1336467165538425
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.09457827617556981,0.07861194051570361,-0.014356589425406484,-0.006367977524929225,0.048975220263353936,0.029402160166279067,-0.10625550616012788,-0.2188365075243529,-0.2012978007972263,-0.005101971124737342,-0.27039086617302643,-0.11606341963175794,-0.22734016854868305,0.2078812854972577,0.27669505755149004,0.07135622910163643,-0.0506469620079064,0.06956713060515217,-0.035160911847619554,-0.051321833854115546
HALLMARK_COAGULATION,-0.06239357994464426,-0.11525200747299115,-0.025943080471095475,-0.0325409957756282,0.021202544137377436,0.0327088160626568,-0.1714970572073729,-0.32772621407383734,-0.08443087330013241,-0.06972496601960726,-0.34772587632898183,0.09221229069618134,-0.1883832473580292,0.13113790755190474,0.1305295076819488,-0.14049037093107364,-0.057568417558862085,0.16125144522618773,-0.022814778780249234,-0.13158302181019746
