,MGH258,UKF248,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.033347671453769046,0.01412305365377235,0.08013294062031483,0.04985374743736255,0.07899107562055745,0.013019508336266274,-0.09895638064440083,0.021586688302925768,-0.046163714871428396,0.027538047522234245,0.05749915609466859,-0.005928077843116134
HALLMARK_ALLOGRAFT_REJECTION,0.060412335635044404,-0.016240224412097264,0.04502450316836243,-0.0539158135345703,0.05764250949311172,-0.04404048582372264,-0.05144246708304793,0.08254493881327142,-0.02757111911780109,0.09958355473125607,0.05563494284479192,0.08155219202862715
HALLMARK_ANDROGEN_RESPONSE,-0.02504109902413307,0.015099774380783932,0.033822458719337034,0.054629245793742995,-0.018784755058822336,0.033509003627840886,-0.09567292452006244,0.023671989718484727,0.024599580642739677,0.05315030498594124,0.020062506874547588,0.04704533358805293
HALLMARK_ANGIOGENESIS,0.05731770338840725,-0.025751373314652264,0.0022455545219839932,-0.004328049303636239,0.043595428265513755,-0.09093093283309689,0.059365089796370285,0.06376452943424973,0.0018246286443522114,0.013915325217000327,-0.0438767782768535,0.05199741936558027
HALLMARK_APICAL_JUNCTION,-0.050185919383488334,-0.024037692729117415,0.09019893768756065,0.038696889277900735,0.031386480721950015,0.05015607463933984,-0.11008178952717054,-0.0011024751607390647,-0.02021073976517639,0.01099031058965212,0.05530504899862472,-0.007237256224043621
HALLMARK_APICAL_SURFACE,-0.06881233972542362,-0.006531013672356985,0.001761421752520678,0.04057977520906409,0.021673202336929695,-0.007495732806300635,-0.0574010378141842,0.005144596524210727,0.008909726922549783,0.04718400173111163,0.07459493644837056,0.01988551941596973
HALLMARK_APOPTOSIS,0.028911678456176673,-0.045221371998811974,0.036049576439556745,-0.02847084629895196,0.046906649686725234,0.08267692392329556,-0.03748161153273712,-0.003211601757808954,0.03504127732243767,0.012283278497284273,0.05384597311747352,0.02116254964781445
HALLMARK_BILE_ACID_METABOLISM,-0.12079290430308262,0.02083780982230804,0.043779565423366966,-0.028523481432593086,-0.00697481122461389,0.07717584399022787,-0.08751278934276441,-0.03534736926382996,0.03499260872452016,-0.03851914665642595,0.09258061199081308,0.006845527955784377
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0835877735110562,0.03962570716174345,-0.0007510266627350875,0.06942761798138294,0.11013577707351942,-0.10268966236687603,-0.08815779628041583,0.016195232956156203,-0.014700168220960525,-0.06385977375500662,0.08398561416532808,-0.003582806097165024
HALLMARK_COAGULATION,0.040951131303854374,-0.04139406511767352,0.06634515000680402,0.036916987551001354,-0.027585588365512715,-0.049382696578504796,-0.09064518415554206,0.010428446305407726,0.004227953147480476,-0.00626277522276636,0.018000293264355025,-0.028513703005093077
