,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.041070666214703226,0.08737807394002896,0.30863177190976293,0.028922052164777095,0.23193468808227916,0.08987467090819332,0.02523928444860363,0.13977253659201658,-0.003911623521073811,0.16980792195426544,0.02551686660209336,0.05679935621809086,0.16529677287919625,0.4722252277329987,0.5074613495175209,0.0787218936369506,0.06272755083378931,0.05867008155063926,-0.00891670446611966,0.11131653997938126
HALLMARK_ALLOGRAFT_REJECTION,-0.023695981576022384,0.038776992110129804,0.24021253774957751,0.06904495731188612,0.10987618469117978,0.4436911532110346,0.027723556869362734,0.15721612964362616,0.0549791746964048,0.27448486004928335,-0.04581372687423907,0.095916538949935,0.11238210124102647,0.29436694567470895,0.29724312341778963,-0.008843172948729298,-0.030272347043543976,0.04044011092890713,0.06759409664495497,0.06634942233803662
HALLMARK_ANDROGEN_RESPONSE,0.013287920480947391,0.03059650148915926,0.15753164014201354,0.03847187904636014,0.03413688446378229,0.3601686028232972,0.02739495982359754,0.07992231494299178,0.061474474920804024,0.1848351967372108,-0.06283104056356008,0.1247102704024549,0.15873792698196657,0.3978448720209149,0.4127686898846717,0.025574538464713314,-0.004033726639527703,0.011748675424902095,0.075382159266502,0.12884472876821193
HALLMARK_ANGIOGENESIS,0.031247719899066134,0.011081820660191859,0.22675176826140536,-0.07670341624532684,-0.09188077270558538,0.5220864903894759,-0.014411599987878379,-0.15837795839217286,0.08750343952522023,-0.081373089492921,-0.10002557731094577,-0.26377962811443506,-0.08467003075262547,-0.22024897391856935,-0.3866732740500804,0.016229731968156115,-0.15148578119020187,-0.02473309634830336,0.11567539152040329,0.1270361934770263
HALLMARK_APICAL_JUNCTION,0.0014321955726250603,0.06018515663933906,0.27564512985566764,0.037906787881722165,0.10875392151081663,0.5129859494491296,0.035462632854979644,-0.03679586616953292,0.012307769898596324,0.25260429653634264,-0.09628197605860314,0.07937949883745342,0.2021568499767943,0.4103469831810518,0.4857809320092299,0.04750394441784289,0.14878868068367462,0.0459467331356704,0.08087160581887046,0.1423582609293446
HALLMARK_APICAL_SURFACE,0.09971713747676948,0.076315060288414,0.15510766804560036,0.0013103189873788048,0.25218747680796755,-0.1884993594290046,0.0036687800921899687,0.075782470136822,0.04684712539335886,0.22661370234023243,-0.024273296157870997,0.19422837838912904,0.18932896395236395,0.34550880622556107,0.4377544225877895,0.06592205313531885,-0.05692364730992694,-0.012394824726454241,0.11539446298542902,0.13644016818633678
HALLMARK_APOPTOSIS,0.011853551540930877,0.01768999037908976,-0.14970704491854725,0.05140209706375402,-0.21083260565414497,-0.10177630070172684,0.029751498983172385,-0.14259749184058731,0.018255464265829198,-0.004938919112298649,0.04707244023659925,-0.019871842865657154,0.06305789377017963,-0.2919372664807966,-0.2571488543281454,0.00544119928959741,-0.07583822150239307,0.02511910136867195,0.058000144538696605,0.05813306813937723
HALLMARK_BILE_ACID_METABOLISM,-0.02211263278696663,0.09003519782242585,0.2289237118709885,-0.009742956919519683,0.26414399874965133,0.291417724497043,-0.009986224611159661,-0.06308041035357854,-0.02601831766711036,0.04572082292289603,-0.05123229251020647,0.11963884746907685,0.1509667315435633,0.3994333215701939,0.499689512080368,0.06352103067244275,0.06886964989156072,-0.014349396282210877,-0.027036165283426315,0.08157972285407081
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.024463038460942506,0.1038134696500305,0.13815469865171273,-0.002311274324811977,0.18485531971888647,0.4318463685610296,-0.0017171087720866721,-0.17906368020891758,0.1123925320423677,0.24991989746722926,-0.1212862240463327,0.14382831058043935,0.1913469353248738,0.42355374714835103,0.5339202820484215,0.050066305049706626,0.1725596914358989,0.04922595373309268,-0.035909226193738965,0.12872708075278358
HALLMARK_COAGULATION,-0.05995097064807614,0.04836821722313692,0.145925236990935,0.033843088991355005,0.0051629584695972045,0.40258230344305873,0.002497124444417192,0.10644150389185035,0.0889679853162319,0.17795506537704514,-0.08966831301823186,0.011782686828700404,0.1347880810825628,0.2264039564375392,0.2837883493201964,0.09855080847100796,-0.06516457162092527,0.0008834660681717026,0.09901164963117982,0.06843151974522692
