,UKF248,UKF260,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.036240743652141624,-0.10730830938384722,0.0713063146295282,-0.01216859144896636,-0.031086903941339467,0.012383614540357078,0.07750091022682976,0.0063596098904491185,0.05877105413492899,0.028231570996949513,0.0246427612019505,-0.011475421926869294,0.08211892718040668
HALLMARK_ALLOGRAFT_REJECTION,0.028891220052213142,-0.0688197138170618,0.00911027151208485,0.2203803598387556,0.017343986274429648,-0.024582699029443506,0.08079630400347827,0.01288236528689358,0.07769514597653607,0.0799625368387718,0.013784443015448565,-0.04498404321010501,0.010314603487586506
HALLMARK_ANDROGEN_RESPONSE,-0.0538786592311312,0.025284197997887014,0.029499812874439126,0.2348264024474913,0.02409684953390169,-0.010492860284381353,0.037073675296887806,-0.03958905101137738,0.07782560583311378,0.028244992582572143,0.002491503200115521,0.012450770905958253,0.04238430077029484
HALLMARK_ANGIOGENESIS,0.05678407839424744,0.06793248743370899,0.08649665022472956,0.23264649326931114,0.0787216575427055,0.0400094637119156,0.06567960385239607,0.0019446381261986844,0.02942575700748154,-0.026425274182710328,-0.01417533453916694,0.022445043901231344,-0.033693684895352835
HALLMARK_APICAL_JUNCTION,-0.05457447729876201,-0.020148329186464177,0.051327534151240466,0.11313712418161444,0.04275910661537921,0.025576804666065822,0.004866846008463829,0.036855909550211736,0.0612932908756242,0.03511543399832356,-0.005775442302613041,0.0045549357121238,0.058086516933501926
HALLMARK_APICAL_SURFACE,-0.0055415335783948,-0.07255617291763741,0.018507432998032147,-0.06731899888916835,0.059849290199433504,0.022394292418244786,0.021519831410338353,-0.03561890083020335,0.024214235814118693,0.06768513527863405,0.025209560984168274,0.0069578581978512865,0.028962212843099258
HALLMARK_APOPTOSIS,-0.015334793641518527,0.11728979093655974,0.032457167091121945,0.13600459134086754,-0.05260489714882813,0.012806482014908343,-0.05729511865341037,-0.06695005583719192,0.053692433701418074,0.009641302097844954,-0.011853888012738576,0.008708081315292751,0.022004023154400226
HALLMARK_BILE_ACID_METABOLISM,-0.0048452166326902885,-0.09664981469048861,0.03319706925868836,0.09453065203027593,-0.05094178892578655,-0.03276804650923371,-0.053854351511547154,0.027725461623475285,0.02184221739966309,-0.012260956027523208,-0.002073941227892535,-0.007797066694543365,0.09238396931325092
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0027569343531581984,-0.07113388954442983,0.031180006565147873,0.24787670529129696,-0.008000275717916968,-0.04208900521413676,0.03899392454329998,0.05102323288187784,0.04178381904142034,0.0636427406171632,0.004618945642409389,0.046802045707755514,0.031869353001150534
HALLMARK_COAGULATION,-0.028036568756741268,0.06313336509224407,0.0432938751317799,0.2960991807281587,0.09615675938479482,0.043574188710808426,-0.017052815814754027,-0.015068656828716014,0.03671659377214227,0.029521720679854715,-0.015527142577533449,-0.014218947016027057,-0.008849413849894445
HALLMARK_COMPLEMENT,0.03419624071769968,0.03597879062137938,0.03301589332313876,0.20622137954313666,-0.01843352320869027,0.03937817826128413,0.05641417752362502,-0.03401668657229742,0.06388126499555212,0.08021533918340752,0.022615699844404032,0.036556427892473646,-0.0005088850625751941
HALLMARK_DNA_REPAIR,-0.020924159568335352,-0.07643202326656846,0.04788396329922449,0.06779450795617609,0.022461900090915175,0.00381885869947148,0.07494265269512615,-0.0008078208330761953,0.08489773766440385,0.034196921382918,0.02695760288758456,0.040091059794096044,0.10186559834909346
