,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11294973372821167,0.06252678045007393,0.06310141197208076,0.08991413558609204,0.03782626955823004,0.03847781319771964,0.07370222442905175,0.14234033234105714,0.047847050484438394,0.04943863643323758,-0.016199345563736547,0.07262863011655694,0.00490208016947556,0.0763898408931635,0.09082499534092331,0.08596698666527833,0.06454792435579583,0.0844813479724972
HALLMARK_ALLOGRAFT_REJECTION,-0.0920793219565832,-0.049507283603171644,0.014713652145456885,0.0697132823834165,0.009240774966018432,0.007940253463270017,0.02808963575154193,0.15425180634996444,0.07979548356482981,0.02751144368032265,0.08045513999213746,0.0960426639056379,0.029238445641003197,0.07661642795249327,-0.048267161494004764,0.14921899912181844,0.07842723184176616,0.01696236744756464
HALLMARK_ANDROGEN_RESPONSE,0.13265263846117945,0.12858128152786097,0.03683699507361298,0.0502251255983779,0.014751460453407453,0.019985200816199648,0.12117702407569605,0.1834762550710613,0.04376022174461786,0.05604348098949526,-0.016659209545845093,0.02440527900650155,0.07292607634957515,0.058923120869594406,0.031982251083097504,0.06659614255950977,0.013277696195101447,0.05159849273167917
HALLMARK_ANGIOGENESIS,0.015743211812075702,0.04991572065824464,-0.0036661860602890256,0.015469634166966733,-0.01281434401605722,0.032465250478262216,0.07000875827839767,0.18064360664337017,0.017889141678509215,-0.017939394571454253,0.028459963986499574,-0.016605667906556147,0.03783422590479251,0.08018234137589524,0.08061991852629555,-0.02680826951646478,-0.09305579044215517,-0.06790661191201498
HALLMARK_APICAL_JUNCTION,0.13475402294594688,0.05373349484339618,0.04029244006947109,0.0640639983216494,0.01136748499248042,0.0636871480768837,0.10210927279375857,0.18300186336862465,-0.001553709132660932,0.020688305635919692,-0.028404910177796457,0.06322119601924583,0.09116573581971112,0.008373134279307767,0.10303665681355341,0.0703129603515817,0.03688180741530436,0.07047232121244545
HALLMARK_APICAL_SURFACE,0.10344220968878075,-0.004134041692502454,-0.04126621808146811,0.043998026648803264,-0.008103477069929933,0.06912179987315306,0.013161304501268581,-0.09994529249343251,0.08510329513569201,-0.01607791647261597,0.05219215202633158,0.08261408291928635,0.0008392298319480638,0.052648952594203345,0.03132049347249976,0.07215168141984968,-0.003767003711119782,0.07071552675318024
HALLMARK_APOPTOSIS,0.03292706477671094,0.020393077880956345,0.011057868350022057,-0.026289552558494484,0.005157447236187017,-0.04497036609331131,-0.07061127410695922,0.05883989985375974,0.0766783880857677,0.04242822566729769,-0.032069948126768735,0.052829075305891,-0.04614506427140096,-0.06166477693386711,0.017241715758545606,0.03216474613128107,0.05792357364128573,0.056537029355439715
HALLMARK_BILE_ACID_METABOLISM,0.1335753922070108,0.06851092314511152,-0.021584431091562557,0.024839346744603707,0.027440022402134997,0.08580912033138535,0.04634591831972351,0.2031948326509991,0.06815353713394653,0.005945098202587434,0.011365773119896802,0.00640719665558785,0.03966665872681811,0.0002592272313335275,0.023806206586336066,0.04621558588522406,0.05045104462303879,0.02089644371040501
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12073013469858926,0.12600384617497049,0.03116533289370324,0.05849156508666145,0.0162754222779594,0.07159767404842123,0.060859160743575016,0.13851514397934842,-0.011712568997493717,0.010815510541698034,0.06075978050860483,0.07898384560021161,0.10168300684127761,0.13074360827433035,0.06354088104845537,0.01950938474828074,0.084436954617998,0.03779407127737343
HALLMARK_COAGULATION,-0.08077604813824481,0.027887183688415692,-0.0006222159788973218,-0.002892026402665041,0.02138975062515745,-0.007335589027074622,0.03141963911290168,0.13677174759178054,0.009411009677638943,0.02092998777107959,0.03159417852093954,-0.0038729825150412185,0.06377547671315796,-0.002313325682749732,0.027076585527573502,0.144461494958457,0.028652574543964394,0.057795144934708706
