,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.039277908326836655,0.027602007621377274,0.03633441695418722
HALLMARK_ALLOGRAFT_REJECTION,0.0009619479510655218,0.017090041597646936,0.0683208177577507
HALLMARK_ANDROGEN_RESPONSE,0.06611016603801774,0.006093918997228782,0.024785542436070077
HALLMARK_ANGIOGENESIS,0.0023445616779302772,0.08740715634191429,0.0037394762898405654
HALLMARK_APICAL_JUNCTION,0.06665318569016976,0.03890062996395644,0.04180361953238696
HALLMARK_APICAL_SURFACE,0.0824783890860685,-0.004303003169709142,0.0245335665239747
HALLMARK_APOPTOSIS,-0.017974121406200777,0.00628126146832461,-0.0335701046317311
HALLMARK_BILE_ACID_METABOLISM,0.054514358411362936,0.009249784551268554,0.04551141995371431
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07468643677765364,-0.04314638578719292,0.0755937781300794
HALLMARK_COAGULATION,0.02266181676342739,0.02166876680279936,0.05689992000763205
HALLMARK_COMPLEMENT,0.033837139274176135,0.026033870256021188,0.0204553751155428
HALLMARK_DNA_REPAIR,0.05783733479688348,0.02061139658402579,0.05728600191338896
HALLMARK_E2F_TARGETS,0.10450298698712696,0.0282537248323213,0.05021102802314883
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.020900893365459094,0.07754921759878909,-0.0017343146895349906
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04656724124808202,0.06325895953831033,0.007995555317454797
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0854907137159604,0.03901236988390796,-0.009878292670436693
HALLMARK_FATTY_ACID_METABOLISM,0.03998698112706911,0.0062446823807708355,0.006455114458899486
HALLMARK_G2M_CHECKPOINT,0.09288988942321673,0.04285546623919874,0.020088759842497115
HALLMARK_GLYCOLYSIS,0.08433087877267999,-0.0029300040144086123,0.05318651532623269
HALLMARK_HEDGEHOG_SIGNALING,0.06215297445722188,0.00587172849853195,-0.025278553270658432
HALLMARK_HEME_METABOLISM,0.05043277856672148,0.029266233737042912,0.03924716455945539
HALLMARK_HYPOXIA,-0.0015121280188099798,0.03079227948427148,-0.03916996054528188
HALLMARK_IL2_STAT5_SIGNALING,0.06931702524088929,-0.0266016310592557,0.05152169295681583
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.11058064185957071,-0.04955938987168196,0.07483316103769612
HALLMARK_INFLAMMATORY_RESPONSE,0.03643542598991524,0.03924651066545118,0.0499159405738232
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07421303559355644,-0.05979740670412754,-0.002657240794798248
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04265135323173462,0.08242540456472273,0.0007449867466837324
HALLMARK_KRAS_SIGNALING_DN,0.03856116926331087,-0.025406232685937464,-0.01021451041666089
HALLMARK_KRAS_SIGNALING_UP,0.08314806703289787,0.02207668212691202,0.03990467765259027
HALLMARK_MITOTIC_SPINDLE,0.07039038536260309,-0.009168054644808651,0.05439116875891611
HALLMARK_MTORC1_SIGNALING,0.08255622993569656,0.0586621895254433,0.01945072473950213
HALLMARK_MYC_TARGETS_V1,0.04887729060259195,0.047117876053015345,0.0468406946651975
HALLMARK_MYC_TARGETS_V2,0.051979219397591515,0.054445840829301095,0.048594604704968465
HALLMARK_MYOGENESIS,0.009101896771463378,-0.07053647883990337,0.01281167293775782
HALLMARK_NOTCH_SIGNALING,0.05577080555265093,0.04531135979381787,0.10423390818119771
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04269234731793128,0.00894991124489796,0.02517217580808492
HALLMARK_P53_PATHWAY,0.06933434345534538,0.033299158723672034,0.01905446152992606
HALLMARK_PANCREAS_BETA_CELLS,0.03475219891366045,0.05636293301986115,0.006457510876345268
HALLMARK_PEROXISOME,0.029916486549515477,0.014990522549339696,0.007340727625228099
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.045552619155986664,0.024542645675118487,-0.010521158466418752
HALLMARK_PROTEIN_SECRETION,0.06475711926636689,0.01861695585943802,0.05707727887541375
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.06170468342732155,-0.0518319999923359,-0.0028433007148646653
HALLMARK_SPERMATOGENESIS,0.022662727917671266,-0.004925414729487164,0.011895127183524513
HALLMARK_TGF_BETA_SIGNALING,0.02901023211612935,0.017224670308594692,0.04853902018720418
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.011982438649533914,0.004252348773987645,0.01872913051003402
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04131836599204949,0.05417369432803612,0.03194901088650131
HALLMARK_UV_RESPONSE_DN,0.030879336229091323,0.03761035458229559,-0.05006718618925864
HALLMARK_UV_RESPONSE_UP,0.09929595727522243,-0.02336177328247292,-6.018301443222667e-05
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0005697431777428066,0.06207167625466724,0.08773407307819008
HALLMARK_XENOBIOTIC_METABOLISM,0.028082543564633727,0.006119792374350492,0.014392339284729012
