,UKF266,UKF269,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.004691117227644433,0.10269212372113037,0.03794665252963929,0.10891908104389483,0.11843858528677442
HALLMARK_ALLOGRAFT_REJECTION,-0.060073090794566866,0.11787587541624624,-0.02920787995708391,-0.008669616065428326,0.0004443808833492994
HALLMARK_ANDROGEN_RESPONSE,-0.02145913996015334,0.11399069010528401,0.03173204718121288,0.04182562021474623,0.12356415985580105
HALLMARK_ANGIOGENESIS,-0.043244254426246416,0.12326064091847105,-0.03003200323185485,-0.06610801642791055,0.11675309628057184
HALLMARK_APICAL_JUNCTION,-0.00984197724490968,0.12973942603798783,0.05786109762027417,0.08546755701152638,0.1626934989364254
HALLMARK_APICAL_SURFACE,0.08047075594222859,-0.01620666770992584,0.06439900550071166,0.06422485312942111,0.032199166583883956
HALLMARK_APOPTOSIS,-0.014946465791267384,0.043877008179473,-0.002043883412740204,-0.040339620817090326,0.014396843703108505
HALLMARK_BILE_ACID_METABOLISM,0.004585329017934681,0.13046346114999122,0.0642064112152538,0.13176003479970788,0.18906119040225822
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02788529726414983,0.0712691766510741,0.04377776114513459,0.12240278790217422,0.19494750481450557
HALLMARK_COAGULATION,-0.048291191464031324,0.14460829477635675,0.011339391789951326,-0.007083676162947069,0.10150503677674758
HALLMARK_COMPLEMENT,0.025643168988635286,0.147463973655095,-0.0040803572356951714,0.07124947127831713,0.07543277866410278
HALLMARK_DNA_REPAIR,-0.014442221622558956,0.08093728801767577,0.08952550798140686,0.1455321226325257,0.21208138542899327
HALLMARK_E2F_TARGETS,-0.013999136262588974,0.09200702172598028,0.07527600439071704,0.16851544717514055,0.21579750004264198
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.031524107018492724,0.1375817346493059,0.011877877029970138,0.01678067623125264,0.133771969357385
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03219073641321166,0.08352023390325007,0.06461368175830315,0.08903082900506018,0.1700625786898769
HALLMARK_ESTROGEN_RESPONSE_LATE,0.043818780988568694,-0.003518837823870458,0.0907764221598352,0.09406829354195906,0.07840457431444543
HALLMARK_FATTY_ACID_METABOLISM,-0.012725746339871644,0.05665478765951853,0.052262842428396225,0.042709012150628896,0.05073722204609049
HALLMARK_G2M_CHECKPOINT,-0.00458416709780046,0.08769940945314039,0.038138468789820044,0.13976005197012598,0.18499224717460125
HALLMARK_GLYCOLYSIS,0.0017674717467093077,0.08356749035603896,0.09155429696978515,0.1276217996414673,0.13439194909354965
HALLMARK_HEDGEHOG_SIGNALING,0.06797547654200602,-0.06980201982646211,0.044530849244133835,0.07151077099451715,-0.08951538095773337
HALLMARK_HEME_METABOLISM,0.02573447614071688,0.12534659890381888,0.06431363924613297,0.10366244520261098,0.10539282422586721
HALLMARK_HYPOXIA,0.04038603785105625,-0.007103479654145063,0.034645282092851434,-0.010129154904066476,0.15536624189928558
HALLMARK_IL2_STAT5_SIGNALING,0.0013116700864698352,0.1398045826883697,0.05031741958244558,0.09245288003184521,0.16680739517228008
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.006620528554566601,0.13923903462002207,0.04098518254026633,0.023793376727071994,0.13702564033898645
HALLMARK_INFLAMMATORY_RESPONSE,0.08867977030639923,0.13164199548711944,-0.03385303216492784,0.01137781991065904,0.0927831470211465
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.07362417963379538,0.11787658588430966,0.048526060421083456,0.10864734023802941,0.08924347959571917
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0033950641904542064,0.12558014256121652,0.008756487327331662,0.008379133305758546,0.15144638211082131
HALLMARK_KRAS_SIGNALING_DN,0.019398921058176612,-0.03283264169206703,0.04951870323688871,0.12375645850094472,0.06906415598040276
HALLMARK_KRAS_SIGNALING_UP,0.011779962796978514,-0.020603228932056072,0.019860302605195754,0.040749065293554126,0.005017498391956819
HALLMARK_MITOTIC_SPINDLE,0.002020277694796635,0.09779388323770949,0.0538325194347424,0.11356283340131897,0.1427867518441182
HALLMARK_MTORC1_SIGNALING,-0.0269658052027875,0.12668974290836466,0.024322123432296002,0.07509813833217102,0.08427590365993314
HALLMARK_MYC_TARGETS_V1,-0.020919389975349003,0.08823938067120446,0.06411591439776289,0.1688920183302063,0.19097492547431974
HALLMARK_MYC_TARGETS_V2,-0.0232532516023807,0.005458382592012586,-0.01540836490107304,0.06142575018640934,0.13783005520709285
HALLMARK_MYOGENESIS,-0.02398992193171767,0.00046755407579042094,0.024991401327270756,0.07047957347832735,0.012202818174461595
HALLMARK_NOTCH_SIGNALING,0.06794752401704764,0.09363667127101848,0.07904500471834906,0.17690676947794107,0.15932225129803848
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.02166529408561315,-0.03969896338907317,0.07135486342210592,0.1640772627446402,0.13320355175409332
HALLMARK_P53_PATHWAY,-0.011379991642267846,0.12027959437359213,0.08174195227288365,0.1188654778731219,0.1794485418940285
HALLMARK_PANCREAS_BETA_CELLS,0.06348189383982988,-0.05762188752709517,0.07914402311458257,0.1512278834576795,-0.020033491032473108
HALLMARK_PEROXISOME,-0.016716122012650235,0.057793684487712514,0.03737925924665945,0.04512281796889028,0.018119192595555406
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.02803324194578651,0.016692167300260324,0.04605930192058522,0.11229271865426815,0.09599025381490305
HALLMARK_PROTEIN_SECRETION,0.017707345221601292,0.07491116502635822,0.06800325530598667,0.15630593539879042,0.1136543155611365
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.10495091093877677,-0.09132710688724743,0.07038166756829768,0.06202967705821392,-0.0564063275210826
HALLMARK_SPERMATOGENESIS,0.012416051680052382,0.022718549488502184,0.047879191122061474,0.1596801462232905,0.0644121893127339
HALLMARK_TGF_BETA_SIGNALING,0.03952135536121358,0.12526391405230877,0.010948261601471304,0.040468527290213184,0.19017117699888372
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.007178509503819998,-0.04056281510492585,0.020400795297226715,0.002405208736960296,0.21376311282393787
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.005048672625600458,0.09370740724758389,0.02978515636304129,0.07469203138648062,0.16489581272391055
HALLMARK_UV_RESPONSE_DN,0.055065385171746174,0.025852846473040272,0.00852304671482591,0.04976787164674809,0.13700775734094303
HALLMARK_UV_RESPONSE_UP,0.042651239235177524,-0.07308325255268279,0.04340007024233736,0.12362347621534284,0.13514996198781642
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.01679155607168484,0.08590016973564119,-0.023469378369147125,0.015479234823406086,0.12051247819201186
HALLMARK_XENOBIOTIC_METABOLISM,0.0032194813667127554,0.02760556912021195,0.018763947551980506,0.11200846323860239,0.2226664608652754
