,MGH258,UKF251,UKF259,UKF275,UKF334,ZH1007inf,ZH1019T1
HALLMARK_ADIPOGENESIS,0.07715836425164178,0.050182330090157296,0.03699687494378525,0.03148390244155009,0.02030887641997494,0.12428178698754826,-0.028475298134174553
HALLMARK_ALLOGRAFT_REJECTION,-0.03820267170371567,0.044947604695811175,0.01799421194276479,0.000754576211053961,0.020050603739345307,0.02132860035227862,0.06234773903598544
HALLMARK_ANDROGEN_RESPONSE,0.029286264085100554,0.06891669138344475,0.00013491842461944495,0.0022346403638950256,0.08489717751269003,0.09552326285306025,0.017490511789917684
HALLMARK_ANGIOGENESIS,-0.048811196878833125,0.026909222628530287,0.016295959800245053,-0.019469786102647876,0.1663398056654371,0.08821319409488088,-0.007258462438010755
HALLMARK_APICAL_JUNCTION,0.07119532834139973,0.0669805619684527,0.012623172438436895,-0.006159444448736372,0.07505048423300623,0.05694253144678896,0.017218599628993633
HALLMARK_APICAL_SURFACE,0.08998680025408425,-2.2095168594533812e-05,0.03144138240524903,0.035646627004052925,0.10591664253238843,0.05285995026741591,0.026498243629698166
HALLMARK_APOPTOSIS,-0.00813992395506705,0.006524401800487815,0.032235506091428306,-0.003056329448289451,-0.10172795784503855,-0.009703698933416525,-0.05126862342861078
HALLMARK_BILE_ACID_METABOLISM,0.07251421367636542,-0.032916785396087514,0.013266070166028775,0.03369104674260172,0.02007647195129686,0.08284235269179374,0.009951945612332681
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09887513710103264,0.047816872964652195,0.025981840507599822,-0.011914990050777471,0.1175986952298078,0.09163191103786991,0.049635055963036794
HALLMARK_COAGULATION,-0.04568171399929022,0.046724217318395836,0.024959542110244284,-0.030877355674819505,-0.0039611969067975,-0.01168674536816712,0.03940125205613116
HALLMARK_COMPLEMENT,-0.029746072183392293,0.06182875334043786,0.04372960113701634,0.026205805252274804,-0.0024139518776834725,0.1352578448947319,0.03371240355399167
HALLMARK_DNA_REPAIR,0.10437286714916966,0.04561152527766539,0.04130503652007821,0.039555282547021876,0.14829096346574908,0.10290853882597238,0.019254453657864067
HALLMARK_E2F_TARGETS,0.07831654724913115,0.0606046520907343,0.01845104412894341,-0.01380785354522501,0.07531285871573377,0.05100773952441113,-0.005967614393527235
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04187321955126352,0.04556088397723433,0.0028108281356122133,-0.014909299703649003,0.18138671950756835,0.030153690481623825,0.03934561073073479
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.010847185326781727,-0.04432057891557177,-0.0030368064614442643,-0.03094922000324836,-0.056776621150565865,-0.006509930291794092,0.035816740057655234
HALLMARK_ESTROGEN_RESPONSE_LATE,0.001819835297285186,0.06466071174888954,-0.012647783510213596,-0.0034213221819908456,0.15125620883632482,0.058112853083763044,-0.03707226671682111
HALLMARK_FATTY_ACID_METABOLISM,-0.039185887573372075,-0.0037708812405467364,0.030208676526033353,-0.008415674155668235,0.023690418492667936,0.05697117441493442,0.025099172439700872
HALLMARK_G2M_CHECKPOINT,0.08154562942931785,0.03711048969471058,0.023975425389855556,-0.037463237689244505,0.11916299869183673,0.13464852142770986,-0.07076374720245324
HALLMARK_GLYCOLYSIS,0.0996540975389576,0.008337293863917093,0.010072763836293831,0.06576584459224186,0.17348146567251593,0.16372709058963147,0.035278650937459154
HALLMARK_HEDGEHOG_SIGNALING,-0.016282954305583526,0.007881226869466613,0.0016611363472602949,0.047572481118487005,0.06845950127949421,0.048000227869137824,-0.08935360832471471
HALLMARK_HEME_METABOLISM,0.022893135410530223,0.09211165422216308,0.03933388520912039,0.03322995581067383,0.14918412759363656,0.10624256995898342,0.07033252144764693
HALLMARK_HYPOXIA,0.0795825702344252,-0.003986891455609204,0.016654195647718098,-0.03231106282914773,0.18081117845079378,0.03455383049951373,0.020041788281594704
HALLMARK_IL2_STAT5_SIGNALING,0.04645892460704192,0.04575214347353287,0.04997674218674167,0.027307902629226402,-0.007394032319808162,0.1368697758380499,0.059467933086769974
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.03890291957664016,-0.016155917067376187,-0.018835581101713468,-0.01259361694786117,0.11670667045971146,-0.008058618804541385,-0.016959660209091246
HALLMARK_INFLAMMATORY_RESPONSE,0.03976342289511252,-0.034681797022675535,-0.03926996575803,-0.027060132280697195,0.04051498710108311,0.13782338467444424,-0.008835511300689013
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0822908028512644,-0.0050078968065484465,0.08771150301238559,0.04547565201592957,0.09684889817939782,-0.03193535561411484,0.08863975665752351
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.11381712563801157,0.013712108822059647,0.047313193510470794,-0.028348111369526755,0.04469018425566226,0.10504894030091447,0.027423968778951525
HALLMARK_KRAS_SIGNALING_DN,0.06536620905953494,0.016206535653147943,-0.04320670937349467,0.04396732772417407,0.07476976369479502,0.054499643653638026,0.029572728421988517
HALLMARK_KRAS_SIGNALING_UP,-0.011101439027469942,0.04065879824862537,0.012829096678907343,0.026917083819303907,-0.020069150522527907,0.08736328005455744,-0.025498443361593303
HALLMARK_MITOTIC_SPINDLE,0.028075222710312243,0.0853697347792227,0.021113774007354907,0.030326797687892315,0.10217258167341936,0.058302062419450865,-0.04192273401073646
HALLMARK_MTORC1_SIGNALING,0.03430253263137189,0.017617246088900047,0.01797101571111463,-0.0022710597981787017,0.18209106673040293,0.01402562759163256,0.04387149631585875
HALLMARK_MYC_TARGETS_V1,0.06187985218922361,0.04776415224041042,0.049187894691039666,-0.024341044811242062,0.1490010211635188,0.09744576022856663,0.03357559212796777
HALLMARK_MYC_TARGETS_V2,0.1220093478658272,-0.03406205851813427,0.021597680501210283,0.06201950793620603,0.03519883716851235,0.09004344350245405,-0.059733495951792455
HALLMARK_MYOGENESIS,0.07689101165198364,0.03100096082154312,-0.0049311032918044504,0.046478344773652695,-0.026243364037381707,0.011913454720016448,0.02323348831376718
HALLMARK_NOTCH_SIGNALING,0.10053846290022368,0.022789762226322906,0.04031289679708046,0.035164732919137326,0.05968547572371936,0.12384836138638874,-0.01680950319910847
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08502129267232758,0.035067450638256385,0.07272050781238107,0.015934567782812006,0.03364913892757778,0.07305495206484545,0.04158060675195805
HALLMARK_P53_PATHWAY,-0.007270155077277834,0.059938885426569485,0.03556858737384737,-0.02894789812191637,0.08099845082944655,0.16520435296662367,-0.006521428712899197
HALLMARK_PANCREAS_BETA_CELLS,0.0570395597534504,0.054341819916963276,0.08099174758078745,0.029720250158610764,0.024841079192099106,0.10970391468277484,0.09287015324892837
HALLMARK_PEROXISOME,0.023189106969287318,0.07877929526923458,-0.00013510316731194893,0.020275150495896052,0.040479283802132705,0.029230485663857685,0.0725077090753519
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1012705314646413,0.07501119141202987,0.035336189429515295,-0.00407570987142012,0.0959732116175466,0.08914220002011951,0.0442665343738168
HALLMARK_PROTEIN_SECRETION,0.10946739342376759,0.06712812259019071,0.058907752088397304,0.07560279479634023,0.19255369637577438,0.11800643897917329,0.03434663132214795
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.08073584933781953,0.028876035418302366,0.02845678970256395,-0.004962147158599867,-0.0703281016603733,0.03346374025070839,0.09894187854969116
HALLMARK_SPERMATOGENESIS,0.0791044455256254,0.054890096038368925,0.03372197848640901,0.02478139893211655,0.018596466139334068,0.04974770790402305,0.002575028779971968
HALLMARK_TGF_BETA_SIGNALING,0.07657415137139688,0.05854665233367569,0.03604174914147575,-0.005796524328568959,0.06944056931303899,0.07647486030669044,-0.026842893061287208
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.017645664842334118,0.026637522263764455,0.023351769031829863,-0.038743191691675366,0.14449566572112765,0.12165461044094061,0.03570931742785962
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07933056291049742,0.056272923197342346,0.0398110200850246,-0.02300569681876368,0.2056628882274486,0.12435487058258124,0.026447328636829543
HALLMARK_UV_RESPONSE_DN,0.06432610285429168,0.007163102915608851,-0.01908357041698328,0.06133577881058816,-0.01397819224230371,0.049254458382053404,0.03749860164956854
HALLMARK_UV_RESPONSE_UP,0.06841915027575657,0.0565528029044262,0.04481902879471227,0.017328433174107285,0.06562881474835035,0.1380792549504634,0.0396672974237783
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.039256341575534474,0.03941660993520971,-0.008699044544122063,-0.04933353005241787,0.13466058499502673,-0.05164016383011829,0.018306588217720823
HALLMARK_XENOBIOTIC_METABOLISM,0.10122525634682181,0.06532944164360886,0.007369297814056211,-0.03594939481612571,0.019875187689193125,0.11705847586344419,0.07500479174950647
