,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05967556638756099,0.0731631698323349,0.08811168947072621,0.015231349662589738,0.03440874253527598,0.05857795426727649,0.07540556331447115,0.0863402933520829,0.11036996333850645,0.07298600026844573,0.09731639640942825,0.0771784693018766,0.1858235435046628,0.20591511227203904,-0.008413702858741873,0.09708128652909156,-0.0022661130921314285,0.10855520530528269,0.09296577924331173,-0.01802721133349521
HALLMARK_ALLOGRAFT_REJECTION,0.06976040401963365,0.1062778047014894,-0.0015001824078528748,-0.1053623273168094,0.03341226399407887,0.02992820560828962,0.06127680700171089,-0.15774773727220165,-0.050928839612208794,0.07088451549165135,0.06340982501774556,0.09266057224525814,0.08055149198666692,0.16241566023512988,-0.09308443613743606,0.002612415332503306,0.015413640312317725,0.16825577901551522,0.08326032339734528,-0.008188472486276582
HALLMARK_ANDROGEN_RESPONSE,-0.009490873190227383,0.0703748139415622,0.07653437762566345,-0.025971783694572075,0.03202431794240005,0.02297660704291017,0.04818780543401023,-0.018530998533556504,-0.03819117867458789,0.06656368571326539,0.1457260344066931,0.1041952847600536,0.18662775456020836,0.18946621523454887,0.055773675093474376,0.0215225835763345,-0.01658930374959388,0.18874355488991076,0.100339591417058,-0.06893497288322821
HALLMARK_ANGIOGENESIS,-0.03135426596592185,0.006219017940481953,-0.14058378631830598,-0.05538440401111925,-0.002076783253268759,-0.057880160606279936,0.14041363375901886,-0.10365438994370947,-0.23202642109383106,0.034375042329299346,-0.09257431189794856,0.06277696119780478,0.1157188689040488,-0.00476089765900522,0.016898316821466485,-0.05838071854792072,0.04632668345789816,0.07761241014447229,-0.03447681234837802,0.0580195903435834
HALLMARK_APICAL_JUNCTION,0.08026297938507383,0.08577501505938447,0.029685475030099263,-0.01517554594236551,0.011029459144853919,-0.01236173869714279,0.04933600687086199,0.07066151142095423,-0.10430888338637931,0.14604481070076927,0.13542352634805707,0.12465523077628109,0.20025230423687726,0.21477835999039882,-0.032050218620789495,0.09266452664742783,0.011411106115001759,0.201480584002781,0.0972629730275951,-0.010213425583527868
HALLMARK_APICAL_SURFACE,0.20689099895948004,0.01158609045856433,0.06938714336515084,0.08019773906167002,-0.023186014637865755,0.05946719600289947,-0.06304312683333042,0.129432066385616,-0.00012761756538381237,0.04019980373510313,0.09362318512587607,0.0212556927537968,0.110268294821873,0.21760221222723458,0.013708963190046615,0.06314605220014838,0.06156352375799741,0.1829403676400234,0.16876853585514803,0.03508433012285458
HALLMARK_APOPTOSIS,0.08502317556559512,0.07256750612682669,-0.035747696631260144,-0.033132390071045945,0.024714200529163118,-0.008740650419021355,-0.005912714577151915,0.020685548508201982,0.14892548622661114,-0.03350429853734283,0.024205306446551365,0.01946683151217061,-0.012069457705469494,-0.04471616804537971,0.021633597249696046,-0.032321709398161244,0.043546915704717915,0.020250845892413823,0.022572797536962577,0.04713063633895248
HALLMARK_BILE_ACID_METABOLISM,0.05900599442098406,-0.014678852406933805,0.0038467708252012114,0.015281452445514685,0.018447110491249107,0.01023547183912015,0.1233550396892329,0.003956779001128019,-0.011973698757501842,0.06858906158420257,0.04516971504711608,-0.029473747916783644,0.10783490220370406,0.18408362439360657,0.051053361985319345,0.12582113406035403,-0.01805349744309361,0.009115192287558655,0.041956227526502306,0.02326361855124176
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.024758211237751425,-0.0813726141628658,0.0003162511039007741,-0.020759959538359983,0.01323875116604697,-0.04617080746857577,0.06309950879901678,-0.03410249191196269,-0.16779851671055876,0.0024645325304403914,0.0649382896510945,-0.033679739538627504,0.19507845530383963,0.2409826334098675,-0.04096031707765207,0.0791694766209926,-0.027675804475722758,-0.002070153394836785,0.04158287068937205,0.06041667730202778
HALLMARK_COAGULATION,0.05572643432233654,0.13354956305560284,-0.02343840469147981,-0.12357174660809823,0.025884239057160197,-0.03468072851444182,0.14252507542949913,-0.13379387432076098,-0.076847492345711,0.09116244084680954,0.14942584057385444,0.12453505236675388,0.16818674717146617,0.1690501736041853,0.025013820945340503,-0.036211374398233076,-0.016187857266103417,0.19123414498104596,0.09329965899072502,0.027717213817389477
