,UKF251,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.029247162149948346,-0.005006418967344866,0.13447376844046774,0.002137329829901766,0.16468400942210182,0.02277459951365848,0.20241645937513808,0.1573990184455086,-0.05401997817536762,-0.002811689925642478,0.11871900566739249,0.1098221010347876,0.08072833533630384
HALLMARK_ALLOGRAFT_REJECTION,0.03973068258939856,-0.07871725906455028,0.11996482349418641,-0.030459506086719546,0.17998862280992994,-0.04618130396348883,0.20713645252233392,-0.022255475294655363,-0.0752466563394737,-0.045507236097340954,0.10055018056253005,0.10775918853605286,0.017410352542315367
HALLMARK_ANDROGEN_RESPONSE,-0.004623770805739881,-0.020438147995352103,0.10946027265891188,0.019726955800858505,0.1916594511724224,-0.05646519520943599,0.19969037600119102,0.08477973182478717,0.0027366005238839133,0.058779585579484504,0.004786008502921548,0.10398744455058288,0.07188220202141495
HALLMARK_ANGIOGENESIS,-0.055223704847940695,-0.033862811879960014,0.07481389030971468,-0.014116255992987558,-0.08922343284224839,-0.08106589170465961,0.20760118309109588,-0.03549609214085211,0.14905517863512321,0.03844892390519257,0.0743503387400091,-0.06893436241219555,-0.030393194554763338
HALLMARK_APICAL_JUNCTION,0.038608838718105755,-0.04021385619874498,0.09769162554440482,0.02257296239374292,0.16975111034718118,-0.04500903695846975,0.16577743984339116,0.04345183688319089,-0.03502795351180786,0.02907186019877144,0.1123813914010794,0.10295925539383356,0.036588216985741225
HALLMARK_APICAL_SURFACE,0.03742298907323537,0.0647757267517089,-0.014039765621850574,0.012580722635024426,0.19563778921241082,-0.03355751464558469,0.11033825112899166,0.09683220800902631,0.0007360397879334047,0.021389839108438752,0.09465318338140237,0.06017688714779393,0.01817570248323299
HALLMARK_APOPTOSIS,0.0013036303040016245,0.04940731815531986,0.0339845216187857,0.0024699336124379212,0.010052448867820448,0.03863277889254059,0.08569540008328885,0.023814809176579025,0.12934446706530706,0.09692818029992416,-0.007124487746700794,0.0934554067905242,0.014240134217573296
HALLMARK_BILE_ACID_METABOLISM,0.03102613278929193,0.024241160807808682,0.11466331877677903,0.018424902766033542,0.06281710498454372,-0.004515500829642314,0.14427072797967044,0.13429852543829415,-0.04856699549652768,-0.0017982692507000372,0.05617598493329693,0.13595041239765396,0.15668082297715402
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009528382533566035,-0.0033524554870713514,0.09390154993951302,-0.015161672071485242,0.20881171296841203,-0.04966504386747366,0.11863281979633836,0.09393910716213351,-0.02078440069881583,0.01943293332078792,0.09239307909421489,0.10854838303343214,0.09521691669711746
HALLMARK_COAGULATION,0.04402663546485745,-0.025466807447337352,0.05312520057124751,-0.021379882478412448,0.10951118181458176,-0.02878110569776663,0.08237898209289418,0.08107899842807477,-0.024924080347160323,0.022828898374454887,0.07720864131009184,0.11072144077573101,0.015634440649269114
HALLMARK_COMPLEMENT,0.024234997553561663,-0.020821865653096495,0.12890120810568473,0.02633485494943741,0.16479768896329175,0.02071407438711679,0.20921699270067937,0.05605526277397246,0.03579725599958784,0.06630183836900688,0.10229010195986893,0.10673654084008864,-0.0032179950525236803
HALLMARK_DNA_REPAIR,0.06251937081826744,-0.030699010542934845,0.16382134151779745,0.004158999637814676,0.18396166285219578,-0.038202529111568975,0.20629698141780506,0.12385898039756572,-0.02429919084891021,0.05348860000474633,0.11509785439948265,0.130986582163872,0.12060952120461874
HALLMARK_E2F_TARGETS,0.040849602464840734,-0.05009682617152891,0.1544551433210281,-0.011376443426584294,0.1588514599875201,-0.04674630800645941,0.050031642330620726,0.08300278531585357,0.014691005699133335,0.020449673681295702,0.07467104303227107,0.12367074863713771,0.09718644166442471
