,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0730516148312671,0.019020898026445673,0.04122674546558091,0.0715322011269087,0.0001795711094206665,0.03165750335096574,0.17487876918340645,-0.04370328124217022,0.04987356265423897,0.04588050154427608,0.030474529359155,-0.022262978161642338,0.12249193439034944,0.03870691800088355,0.08626869899826729,0.10959091091833151,0.013372164279277128,0.07540902674241762,0.03927045381218198,0.130458627845008,0.005636332704129008
HALLMARK_ALLOGRAFT_REJECTION,0.005981167003714965,0.04444379398035309,0.02888489014303827,0.03510286004470806,-0.03346651659312155,0.022794220055969833,0.22252309227651132,-0.04399069012855389,0.009127222352234083,-0.05551648614546196,-0.01260546491299121,-0.020238281057380483,0.09533010467905315,-0.031370153352442164,-0.01982572075112403,0.06482707415427086,0.017349114256147196,0.060111087167487316,0.05621104420938419,0.07068952270835813,0.006846204308879505
HALLMARK_ANDROGEN_RESPONSE,0.12687663857735818,0.014955864550328154,0.03388188276962233,-0.0068309579458651565,0.08104514826324731,0.08025257382071396,0.19963776139791556,0.011598695074312307,-0.024028577217844658,-0.004095984717250912,-0.018225862529908786,-0.00158943237700198,0.09996429112673268,0.024647042687668298,0.032038282700511726,0.11867174057655748,0.03843692240239214,0.0826814504502629,0.03628934201627601,0.06260663908089005,-0.003095326840418521
HALLMARK_ANGIOGENESIS,-0.037634565591360664,-0.006785318476439065,-0.04799126495147004,-0.05037431842823388,0.06676353033581113,0.00022712011428021093,0.23931207477286165,0.011161849765675564,0.032424255567357875,-0.037920737938148166,-0.024501105648056576,0.020756624098262847,0.13982536359398515,0.09931920392215023,-0.03125103883459394,0.003829917326621632,-0.008377040099563549,0.06564156554909165,-0.053172710898452887,-0.05517185442429767,0.022500597563433325
HALLMARK_APICAL_JUNCTION,0.12886114228922238,0.015683438251047895,0.053342417462292624,0.08240250984383274,0.0260414998853025,0.03907492093372583,0.24264012541894397,-0.01117817679983683,0.04263383183387497,0.015949583350257663,-0.0018965836202453935,0.01044225698463269,0.14183526149130235,0.02454808174187657,0.05086689058343052,0.13968539739126132,0.025793408150224843,0.09008391291307326,0.05625220459433471,0.10327533813937785,0.015643762021981134
HALLMARK_APICAL_SURFACE,0.12559040409862174,0.00894308527342435,0.014055933720454522,0.04216265374122538,-0.04160247119824836,0.034413310325841245,-0.05763792115977045,0.010516777353616127,-0.013304969174740949,0.0695875001771416,-0.010132542636235031,0.0012697268723046386,0.11859726188206707,-0.02698649867013649,0.1242200114062721,0.10379750078439999,0.005211845730820107,0.08420956263156361,0.0030744186881231034,0.13493253043966896,0.023737238144236172
HALLMARK_APOPTOSIS,0.006713532249361476,0.030261577248442306,-0.04976282335918815,-0.050268342492524834,0.032461315393626025,-0.01916959377605944,0.06460646206600457,0.08223431711885225,0.02529165232237407,-0.004424078858613749,-0.010564509951069992,-0.015238037794702772,0.017480751782727642,0.04198971873971547,-0.030587973440969328,0.04970108794976139,0.0558484358874893,0.05537953056244463,0.0673173908035881,0.031765378578414515,-0.0002882592866054279
HALLMARK_BILE_ACID_METABOLISM,0.11026181310097202,-0.02123545351425693,0.04744575927633594,0.027765464637861538,-0.05472840526912635,0.05446476563624108,0.2436177121337211,-0.05212369789991858,0.034570716014308264,-0.03592878219760133,-0.015263275977184085,0.0004764160868779133,0.0974386520849537,-0.02215311659869932,0.026555231228395232,0.08700984289820238,0.027124894781112664,0.09041833522259062,0.04878031794841782,0.13804541502734216,0.03075246408219212
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12049473412905852,0.05717157540122993,0.019004458567806446,0.10863808942603424,0.06363110282517531,-0.014108570598817559,0.14817731688016142,0.05584843053220836,0.10780595992402892,-0.06528380404137533,-0.0015446397668360972,0.060132238663533885,0.06722369786461606,0.0796303717750359,0.13073834324629618,0.13841399911682842,0.018083202101525968,0.120231460074432,0.025643258352580734,0.12039767022118604,-0.019436138467265166
HALLMARK_COAGULATION,0.07332300169940344,0.018245138849595537,0.04908013180427159,0.021153272340507585,-0.02336827873414326,-0.025908537339755736,0.24711409936658132,-0.0009094001851228931,0.024608103207452242,-0.04322881155147305,0.03984178931917648,0.025379278060641386,0.10368038826374518,-0.033497269479506375,0.0487107925727759,0.12860246130239278,0.010086171403207481,0.05666788530937986,0.041749228849599196,0.05719726868500509,-0.007521900626489385
