,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.07251474510590362,0.11915675710660951,0.04449591571940939,-0.007457813672200976,-0.02128337849709867,0.013601010681078001,0.017168896691562074,0.11005929916853349,0.03697987224954992,0.03554029776247539,0.10736732307799773,0.008784061552863149,0.023956382134074413,0.07634854385439548,0.12109601429261647,0.03169099340074243,0.006417087600897837,0.01941470223680547
HALLMARK_ALLOGRAFT_REJECTION,-0.022717949545984144,0.021904792872054418,0.04219923601258395,0.017106049427738964,-0.024554419307785687,0.05759666236825475,0.025225140659160504,0.07417371381987935,-0.028891447389648727,0.002028385569460484,-0.02101287275509796,-0.0823429427478913,-0.011033088712620391,0.04102020895542226,0.06569825580964832,0.029131218249059315,-0.03134182495141715,0.014061315210112222
HALLMARK_ANDROGEN_RESPONSE,0.09417897189916813,0.10369116682646624,0.10517907622848668,0.009978107711210608,0.10153090103949954,0.010528031476309372,0.03649151426359211,0.05625629732499996,0.015154664369997545,0.00820578252619086,0.13875329086987198,-0.0020497184080531515,0.05737303284090006,0.05253966236924004,0.12037583017633097,0.03150422788986961,0.0324762261736782,0.09379256851753945
HALLMARK_ANGIOGENESIS,-0.033287320370301784,-0.0314796950231081,0.06845969181737291,-0.008909304684846452,0.03459895196554691,-0.04291915264124255,0.07611425611595427,0.07035714603542632,0.04086860623454431,0.12758461069609084,0.0976419184677504,0.03047104215845075,0.011361480270816642,-0.03060305786574371,-0.0627348012507997,-0.043550392025779504,0.033064845151824215,-0.0469806420257245
HALLMARK_APICAL_JUNCTION,0.1317238416603956,0.1458953096919681,0.07062028229396475,0.029708872437622873,0.021755451010680715,-0.015796510438394754,0.036387785077577825,0.07437582141093366,0.02579652684331052,0.08872498655383382,0.13318561480055316,-0.005344661655796107,0.076930241480251,0.09684923282804932,0.12293027911793546,0.030771942385549738,0.022948304485061886,0.0255871523037027
HALLMARK_APICAL_SURFACE,0.04359341061897558,0.0973828102112583,0.07937146656746659,0.032596333517787325,-0.028744724097648517,-0.0600925820962726,-0.030931959225650008,0.013179129418069554,-0.035544770649344415,0.12187642600382555,-0.027551203291418844,-0.10362568975771176,0.059729560441740645,0.10817120995078462,0.060561245983891863,0.04157395921417961,-0.02222795167987267,-0.01339565442694505
HALLMARK_APOPTOSIS,-0.0017475597069894317,0.02918260866592089,0.04340956326652278,0.0018106564353068864,0.009921635230132689,-0.034061236352167665,-0.06168223819310734,0.07333325657979503,0.0035516493226854886,-0.07286326996201273,0.027887328073903896,-0.006147578558665357,-0.009983697241161557,-0.029801380065635392,-0.021069900939354187,0.0034364077105794007,0.0433747459652211,-0.011635867585074665
HALLMARK_BILE_ACID_METABOLISM,0.13435010010846138,0.10931297155373185,0.0539452200993743,-0.011056858122464519,-0.016657813548320022,0.008653060820113748,0.021758893214482575,0.07908939078503095,0.00548640803552638,0.024732790839060007,0.10220278356069536,-0.021077855067604373,0.048136463072899476,0.06761976510162783,0.102063020974718,0.018070566925031575,-0.04106569288876923,-0.0173122513221023
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10910683018545829,0.1403315287767701,0.042628244983332224,0.062472799149299145,0.00016006117620268102,-0.03993946811856111,0.03160559931111072,0.06415146023998489,0.042602475904514485,0.0807118774173555,0.16763668529708164,-0.025094751314465615,0.10354431311058798,0.07385761932755072,0.10911561855116056,0.010236061394259355,-0.03760321560177921,0.029308176424812878
HALLMARK_COAGULATION,-0.016675285894247854,0.06509653046211436,0.05115862623058357,-0.056723626579058,-0.033813521164183645,0.015457603156603762,0.026089301393949337,0.08374904157711803,0.019236365545114778,0.01732112676561681,0.0385995325106841,-0.014846958260092136,0.032675630427945065,0.03401716130996157,0.09362960354490997,0.03131849098771725,0.0318549961679529,-0.03471644571445504
