,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07091930876599085,0.05379015879264258,0.14676824487423817,0.15897497245022463
HALLMARK_ALLOGRAFT_REJECTION,0.07242759331570525,-0.018143390059198915,0.13664253928219375,-0.05333371860812309
HALLMARK_ANDROGEN_RESPONSE,0.10299825309980246,0.020921628859608018,0.16974731641857488,0.20229750053336967
HALLMARK_ANGIOGENESIS,0.008644027206702811,0.003887609669590198,0.04187331174387474,0.11088328506943247
HALLMARK_APICAL_JUNCTION,0.09290803622470614,0.03756723334474275,0.10381180033015609,0.19316536250564798
HALLMARK_APICAL_SURFACE,0.09623236972976543,0.016329256942781402,0.10331502791808818,0.13809450855825145
HALLMARK_APOPTOSIS,-0.006270336765675576,0.026154744666918167,0.13488740486566775,0.04174191446932416
HALLMARK_BILE_ACID_METABOLISM,0.07099573990517616,0.02014278287087454,0.08864720864398504,0.13421904949632804
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08920120166025577,0.012542089540350607,0.07463892370671822,0.20982572257298693
HALLMARK_COAGULATION,0.0997033915901519,0.035415628218743514,0.15782099183523704,0.17848220103781784
HALLMARK_COMPLEMENT,0.08995330922993476,0.005002237943995025,0.1344810602433927,0.14958297200257722
HALLMARK_DNA_REPAIR,0.09721660563667434,0.06219209643834579,0.09624833062515606,0.1832721211213571
HALLMARK_E2F_TARGETS,0.15173789690894834,-0.009729726488328377,0.038643789248489886,0.16617135900174168
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06332194154503316,0.011721601633694637,0.10899408273421413,0.16302266186690997
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07263379734860635,0.08577534834258296,0.1267520370803464,0.18284005729885622
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09907307975297006,-0.010749937426511567,0.08940416890446047,0.0945418002506095
HALLMARK_FATTY_ACID_METABOLISM,0.054896260468871166,-0.006198938939524973,0.039477941759189984,0.09044280962706831
HALLMARK_G2M_CHECKPOINT,0.11424978622202824,0.016868202993123894,0.05133275789884557,0.16401672278988788
HALLMARK_GLYCOLYSIS,0.1092430991025198,0.017483784880921345,0.06343216225288492,0.16886390616273417
HALLMARK_HEDGEHOG_SIGNALING,0.12575328183177995,0.013032976223929649,0.07770001176873469,0.03839116829542147
HALLMARK_HEME_METABOLISM,0.07089911896480781,0.06781499273774119,0.1334088789153903,0.11155497580135455
HALLMARK_HYPOXIA,-0.024713817142097895,-0.056145015233774645,0.0010853227180502613,0.06717662764492945
HALLMARK_IL2_STAT5_SIGNALING,0.10626806914491947,-0.005629475716590459,0.1277224747877073,0.18496540216980187
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.15459065497335975,-0.022005903388949283,0.10872565209530158,0.17375953688403098
HALLMARK_INFLAMMATORY_RESPONSE,0.0027709657085485985,0.0519309488618561,0.08846851567888132,0.11855427861382323
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.11108614225411817,0.046325869081412036,0.06875218069771204,0.11932490103578354
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07969200223369069,0.050825758527220086,0.1958455041402892,0.18413796935345536
HALLMARK_KRAS_SIGNALING_DN,0.053388059688167365,0.038868422897935954,0.08994803490659825,0.07864216509339904
HALLMARK_KRAS_SIGNALING_UP,0.1308839559047467,0.00017583780640726193,0.1777308850492752,0.05013108768545723
HALLMARK_MITOTIC_SPINDLE,0.0946260827858239,0.05305020271898621,0.11354415487522646,0.14352742155263248
HALLMARK_MTORC1_SIGNALING,0.06834857156758821,-0.024588064175385668,0.028049104182779405,0.11843551674389459
HALLMARK_MYC_TARGETS_V1,0.0781618407455274,0.024456575055341098,0.05978582476706896,0.16461004822441017
HALLMARK_MYC_TARGETS_V2,0.06454903557068584,0.039157505767348576,0.04165983241399891,0.17448639807576283
HALLMARK_MYOGENESIS,0.04032724232560947,0.09341384888080792,0.11294385376761153,0.04356615246234708
HALLMARK_NOTCH_SIGNALING,0.06456738098400425,0.08627702707973811,0.053093605308265276,0.1705610233759195
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0639649656969794,0.0405034803000385,0.05801844997140466,0.11073919624016317
HALLMARK_P53_PATHWAY,0.058525915851568064,-0.011297291239523815,0.05800881753397954,0.12582867476444604
HALLMARK_PANCREAS_BETA_CELLS,0.10450665228079449,0.059664038918877324,0.08912602580103053,0.027510084504257574
HALLMARK_PEROXISOME,0.0471597499820661,0.06731230425192802,0.08791134258353987,0.12234012445380579
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07939806559333398,0.06179548992859842,0.11805745786256848,0.12199622624390971
HALLMARK_PROTEIN_SECRETION,0.10189021247377407,0.05048253445230616,0.11314995271658856,0.1796881361312318
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.06278907217237613,0.051907841376670705,0.12500056413866614,-0.03809061564507306
HALLMARK_SPERMATOGENESIS,0.04889896805838573,0.014479047199455355,0.06487095710558245,0.04844726159399009
