,UKF260,UKF269,UKF275,ZH1007nec,ZH8811Bbulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.049227449628107496,0.1841082794691612,0.012281282614834197,0.02736062512952325,0.13458483453233544,0.0531097667280103
HALLMARK_ALLOGRAFT_REJECTION,0.044555447310989434,0.1793629071842154,-0.07215891829243876,0.01578419004883019,-0.001026405453517222,0.04230958026840886
HALLMARK_ANDROGEN_RESPONSE,0.024829194211169518,0.2334276534977905,-0.04433706700685226,0.032538389234993456,0.0849979715962999,0.0595129950674854
HALLMARK_ANGIOGENESIS,-0.15339037564967858,0.23122818558129649,0.08657018383086,-0.07961952213599739,-0.16520981944232374,0.08198377517969001
HALLMARK_APICAL_JUNCTION,0.03996385721236712,0.1843532545197856,0.06389729615341679,0.030127602828675375,0.15540944533965448,0.05512086970298355
HALLMARK_APICAL_SURFACE,0.029273393754669298,-0.11797575275963541,-0.05519885112134646,0.05768714348515125,0.0726716971413586,0.0738661039398089
HALLMARK_APOPTOSIS,-0.02668227989688728,0.03125317613878912,-0.05765711608436054,-0.01653449493061599,-0.10273427840078656,0.05738394519719386
HALLMARK_BILE_ACID_METABOLISM,0.019593039895411574,0.22967854913337452,0.040611341850559944,0.06711477998292437,0.1611543528437656,0.07719470944404448
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05290165673849867,0.1618811554094014,0.09437997850615266,0.06167423887155194,0.11072298548731428,-0.016828168734607005
HALLMARK_COAGULATION,0.011837809811051342,0.15245226097605363,0.01871517725061334,0.06684868010332069,-0.0006075651262952518,0.08208064019725334
HALLMARK_COMPLEMENT,0.10288652474507702,0.21159749121138174,0.0413789539853117,-0.04554540451600022,-0.012326126267454223,0.098688122146403
HALLMARK_DNA_REPAIR,0.08711075520804538,0.2624608998840777,-0.010484867783878828,0.055069113599666306,0.18174259746760696,0.04517621434037869
HALLMARK_E2F_TARGETS,0.04782632808455734,0.2741837225588395,0.042889504905143615,0.06889467728110224,-0.0038047244434410332,0.06280918875896077
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.10780377012063579,0.17613560623629868,0.1041088802303736,0.010608004308368169,-0.16247281262425328,0.0772795678914257
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.12616302285497863,0.13458023403833247,-0.05537802865915278,0.08569381833407753,0.0820197137638519,0.07715320750688273
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06638542573442757,-0.022624293905882924,-0.04157108457257111,0.01419994770778539,0.09529355792917739,0.03249287069101683
HALLMARK_FATTY_ACID_METABOLISM,0.044062489497024564,0.1568519880242754,-0.008473684085259656,-0.007190366402552259,0.0024835294433121313,0.07797234106420141
HALLMARK_G2M_CHECKPOINT,-0.04079749768261293,0.22290937150795503,0.028637324086774156,0.06809893210144921,-0.0137462730157411,0.09967636263903637
HALLMARK_GLYCOLYSIS,-0.05193434252960102,0.2214212121470113,0.1007152172384115,0.04248453940591611,0.07919172697027245,0.06935858511346642
HALLMARK_HEDGEHOG_SIGNALING,0.11531696986283378,-0.10403701566551149,-0.07136699666416751,-0.09512359393179597,0.05945696728564302,0.05873775636516195
HALLMARK_HEME_METABOLISM,0.07698497777273788,0.21874022006647734,-0.006140709219580084,0.04308838862931081,0.15074968623725699,0.08127321934301439
HALLMARK_HYPOXIA,-0.038033971317419805,-0.09996626917775339,0.028419146219830268,-0.12831744077235965,-0.07560522020661886,0.01781038618637774
HALLMARK_IL2_STAT5_SIGNALING,0.05183271389045116,0.2286736350821197,0.07253906647680484,-0.02312421037571118,0.0882020421635967,0.03712525093273309
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.10410834536476539,0.17856736619156308,0.03489284312217583,-0.07164686819228296,-0.06853743229288706,0.07627909116776553
HALLMARK_INFLAMMATORY_RESPONSE,-0.027929963923718708,0.09939536260715771,0.1061980412484401,-0.012553775308129952,-0.006710486457655558,0.040842973522563844
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.019341006406529453,0.2314380158612979,-0.07906948017424356,0.09400384779829161,0.15649761105285231,-0.032482605098205844
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.11196202321745002,0.2011842563429817,-0.025893510478114386,0.004549678672015597,-0.09724512286009104,0.08086032124737118
HALLMARK_KRAS_SIGNALING_DN,0.07085473051832379,-0.014144689409417767,0.07944606325700564,0.03717616559601856,0.179983488803815,0.10811968554828888
HALLMARK_KRAS_SIGNALING_UP,0.065705979722822,0.02851788379847842,-0.045935559395205695,-0.059664315641391664,0.05259913426024972,0.05333803972975711
HALLMARK_MITOTIC_SPINDLE,0.09119205621731571,0.23715898750474285,0.07367347354296262,0.059329806099459544,0.1366287113407505,0.09256481086507502
HALLMARK_MTORC1_SIGNALING,-0.08614059940487932,0.22219923462432545,0.07348446538478567,-0.08413757120396739,-0.07428058475724143,0.0592518311755174
HALLMARK_MYC_TARGETS_V1,0.09245403150359709,0.2640118945287032,-0.04016593868614736,0.07698925992169901,0.18260393991441753,0.08418475828380186
HALLMARK_MYC_TARGETS_V2,-0.049054261806398144,0.18097633174097294,-0.04130823006747514,-0.018393352015124407,0.08091128564353343,0.05349697738164731
HALLMARK_MYOGENESIS,0.07145354261808767,-0.11889608354558659,-0.07058866818139829,0.0852522291871164,0.12833799994092024,0.0415495979606936
HALLMARK_NOTCH_SIGNALING,0.05224819294207238,0.27777717771571475,-0.0008237098770014536,0.0040974355612492215,0.1708936183546192,0.05119104667992154
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.12876923880643718,0.058227182189498225,-0.0013442434064681878,0.021833543926188862,0.1897676194154293,0.050111028280908534
HALLMARK_P53_PATHWAY,0.07683266709512561,0.21996325902688232,-0.0697057580284589,0.031033937398704557,0.1556245725069099,0.06370409557820202
HALLMARK_PANCREAS_BETA_CELLS,0.10517804515473439,0.007571286041199583,-0.032136043942745475,0.07555400693024267,0.19210035291479813,0.03231481192170169
HALLMARK_PEROXISOME,0.09253291146587311,0.11521917975972172,-0.028001619946163583,-0.024767412956995954,0.14529354079835485,-0.01126593124424034
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.09774149741792695,0.16103932462201165,0.04925201104039825,0.044865108429511684,0.13713877981288752,0.07554175144376062
HALLMARK_PROTEIN_SECRETION,0.08379057032427022,0.2112070847404145,0.07307422962529206,0.03333384366319761,0.12915481472594675,0.09347184278912789
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08278391350783125,-0.17940225515951017,-0.11479801020074562,-0.09304914464794581,0.16533715712852118,-0.03863266075531995
HALLMARK_SPERMATOGENESIS,0.10555290900551909,0.11225747461485869,-0.00679766623247011,0.07739427668998364,0.164374495504542,0.07247070934212127
HALLMARK_TGF_BETA_SIGNALING,0.05293463637956393,0.23630271821774207,-0.04749641888017093,0.10203922098312079,0.11863601340272316,0.12364669718515049
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.10498337512532084,-0.11745005521743657,-0.01205208346469592,-0.12778522024519165,-0.05094418176057812,0.03752879220105834
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.04701264124027135,0.23967623910773672,0.0013839913433042255,0.0426977848257062,0.16016832758778532,0.029812227330654372
HALLMARK_UV_RESPONSE_DN,0.12658334853958264,-0.012095232534377241,-0.020010196008329848,0.021595584633244284,0.08745380426265709,0.06448978014475218
HALLMARK_UV_RESPONSE_UP,0.07179754577525728,-0.07918732218470623,-0.042187960400771794,0.04223376628126033,0.12072692991863723,0.04160159268203958
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0400690843877069,0.21378578918889857,0.0421174212805393,0.15146289677179944,0.15583828028799382,0.04532219961452205
HALLMARK_XENOBIOTIC_METABOLISM,0.08050316053576598,0.10154918447509598,-0.04048912520902981,0.06824430782588733,0.13361224791750384,0.041490298542803276
