,UKF243,UKF248,UKF259,UKF260,UKF266,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0493735597041789,0.02275063746023378,0.015470451435017575,0.0015633021092931612,0.04117024305868829,-0.06850243226039643,0.03755542341844911,-0.04769209380858119,0.039238729652203846,-0.005453129857695994,-0.017897522959015807,0.05205831377734532,0.041435783616374275
HALLMARK_ALLOGRAFT_REJECTION,0.007767151276187074,0.013244275853902967,0.01220265954824505,-0.009165314638746591,-0.04699636697383147,-0.015727423329867048,0.03092446345922376,-0.054608086859763864,0.03589363820965456,-0.06559054582938405,0.015211685435329438,0.012866556953065147,0.033985629786502505
HALLMARK_ANDROGEN_RESPONSE,0.05997965701528205,0.013479211998291434,0.028011891269228394,0.05459294712688044,-0.023841137199707114,0.015778639262800664,0.01688983150795792,-0.10163454634007953,0.03403272553524978,-0.07445584056680628,-0.0194294015390239,0.04594641140479661,0.001283940981409124
HALLMARK_ANGIOGENESIS,-0.030898740343914988,0.008963138825935659,0.014245198184013198,0.017415970555080196,-0.053176821186016375,-0.054372437054234155,0.036635250617626874,0.01177360733565889,-0.061064197064213475,0.008809950378628582,-0.000598658894240233,0.025808728183923588,-0.03659922551289272
HALLMARK_APICAL_JUNCTION,0.003097374847623742,-0.00699614907778277,-0.0281660670887077,-0.00527180315474831,-0.03125431337175715,-0.004917141925813644,0.06557554379885078,-0.06705758259075946,0.06208944483763985,-0.026623421141519787,-0.03020580955672302,0.05304895534672292,-0.006421115935005545
HALLMARK_APICAL_SURFACE,0.01598160535404571,0.05882445885363934,-0.02964485974885892,0.016039174827334548,0.06006136752146075,0.11333611889893352,0.09923392261193006,-0.025819625816658733,0.03101520181434854,-0.04901213164322883,0.07979225565010184,0.05037023771256938,-0.04366515465811205
HALLMARK_APOPTOSIS,0.020727352946020898,-0.04494650631884889,0.00726206147245056,0.0023525651803276005,0.026674065045027322,-0.024466133797404702,0.019987289217348037,0.016952648617778822,-0.01005916698514754,0.008637259812822328,-0.019303909280120837,0.00755496588802813,-0.009705256944259482
HALLMARK_BILE_ACID_METABOLISM,-0.0016639668863295829,0.10459687531993789,-0.005808931795215664,-0.05028579281777,-0.005661813998426338,-0.03178186048933887,0.02142700030172807,-0.04995134013855639,0.03139284216175402,0.0457195501670095,0.05269929700858807,0.024438817178593555,0.07565167958700642
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.004808085483940377,0.03964375366124187,-0.0002969424162096323,0.03377689605403394,-0.03627242307965438,-0.06506687572649304,0.02783505219277398,-0.043799522238471784,0.0444157779230777,0.049369906991929585,0.017155728737600007,0.10193613825779482,0.027508267561228303
HALLMARK_COAGULATION,0.02235272510447353,-0.005893393742374147,-0.005662458720970616,0.010388714745704518,-0.051836426345100745,-0.08147647433373123,0.01663200304887408,-0.07352705615703929,0.03291478983460016,-0.0046874103736656595,-0.00917870581651701,0.059322389080915236,-0.006016549422587734
HALLMARK_COMPLEMENT,0.008734382573494858,0.03291943988805768,0.021374920103093605,0.03482936592136735,0.020172528434486442,0.03399047479375257,0.08578853244595333,-0.024151869146948567,-0.031087366782956777,-0.07942943706214135,0.015197896080727224,0.05078808346542523,-0.009172779861692047
HALLMARK_DNA_REPAIR,0.02455821326785401,-0.0036765627756293493,0.025125007328382583,0.0027496213727686942,0.004917961759267577,-0.016206577722022407,0.09987543882031587,-0.06128291566304723,0.05280181479161954,-0.04689157805521998,0.014251361905548751,0.05744265933027725,0.07720743532688817
HALLMARK_E2F_TARGETS,0.010344965049674576,0.016635013239073942,0.01711649289794361,-0.010452993416455867,-0.0666778810652014,0.018988038120181655,0.0723927690279793,-0.024815252345269122,0.009120334314866821,-0.016962450339224038,0.056269844912315826,0.03632541547959113,0.055922497727086094
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.024682583511800193,-0.04502728088842434,0.032845593912036744,0.016519441286779422,-0.06662781292545977,-0.07410727574566908,0.024350556184991302,-0.01449299824013191,-0.0032218939945619332,-0.06059047000788015,-0.030544041421462626,0.056635354771754486,0.007196939253774647
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03111976951551933,0.010708895776255016,0.007058867200750835,0.05985095656204593,0.024619334237315212,-0.004540963449355254,-0.01698937146172493,0.03562415406881358,0.0016199312900182048,-0.030091754610327006,-0.007266935083229374,0.03682560805667466,0.0973766866977075
HALLMARK_ESTROGEN_RESPONSE_LATE,0.008112036301637628,0.029529412370604007,0.015599239876250875,-0.05174510396991225,0.05458067201166072,-0.026157824009658093,0.06090298390148401,-0.04009211542526909,0.05567240550255286,-0.008459140147130964,0.002565349613340927,0.047836095692018916,0.02668474677430759
HALLMARK_FATTY_ACID_METABOLISM,-0.0006030624445003356,-0.03144257460025953,0.009143807074645318,-0.013528225118804211,0.013255396841170986,-0.0024493988697193185,0.035525948884485604,-0.026678645010600518,-0.009872715026395211,0.055090255066831205,0.05185597295639914,0.06785479015991758,-0.0014856825563823676
