,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.01568079377802559,0.07933311942073096,4.258159828495201e-06,0.06200779266455331,0.0696262671334759,0.22349101316752387,-0.024280401159134414,0.03783392288493821,0.10111921504426097,0.03526253270525765,0.07877559710476102,0.07256712287861211,0.05735286444881841,0.12148956174957452,0.19456275670186277,-0.04148445067641178,0.008499936544413295,-0.0008779710583525417,0.15423329346134626,0.05651841596493535
HALLMARK_ALLOGRAFT_REJECTION,-0.00842850929504873,0.08323302661697979,-0.05045152563627727,-0.05203472964502631,-0.031753619659397984,0.0448340984201303,0.021055091722230593,0.030157551427230207,0.12357912840070857,-0.00175867327362573,-0.1486035137195766,-0.03562290498941393,0.04311267607926746,0.06736374748294126,0.0580303346360242,-0.09316024116485304,-0.007351132419065719,-0.012795130049199459,0.0017298374291450397,0.02945455017156256
HALLMARK_ANDROGEN_RESPONSE,0.013261582627902743,0.07915518471352755,0.034059204691175266,-0.06668794868086088,0.016836066181011793,0.044484991638831045,0.00920660689511496,0.040691269342551795,0.062112675322565786,0.03142311043681533,-0.09969769418958763,0.026565434171496097,0.019971536647031638,0.09491862009512612,0.16327780790700677,-0.04276140749288471,0.0466436268538883,0.05326966533274632,0.05390147312675074,0.026247293577994518
HALLMARK_ANGIOGENESIS,0.045746701108538367,0.011573837545405202,0.06465290713768487,-0.03704379448895239,0.0224288610136303,-0.07721635578707582,0.003341261496982161,0.03344761345345347,-0.06540756732900596,-0.0774918654367794,-0.13860361492360684,-0.11440283562676651,0.013949120033316132,-0.10061050293372502,-0.18842943160694056,-0.052712240578869626,0.028885530422964753,0.016392954571034315,-0.05007865656339849,-0.17734203677675894
HALLMARK_APICAL_JUNCTION,-0.0431526967809361,0.09971740885799517,-0.014054947840156519,0.06242441209413514,0.07489868841656114,0.09703579451112673,0.014483101671143408,0.05249917222848281,-0.061372788247187345,0.03477286388548241,-0.028717652399397296,-0.05772374930286982,0.035694872975245776,0.10579313880865128,0.19810872101260374,-0.09724181122569649,0.05471950848067522,0.051392963029227995,0.07423736350394465,0.1161646235790715
HALLMARK_APICAL_SURFACE,-0.032141901332080496,0.06341515214480756,0.024151191093577575,0.0251426830579693,0.03420381144285323,0.17714852430022307,-0.0660103342320709,-0.03488880683198736,0.11568287491898188,0.007524015850636053,0.06644532460497807,-0.03222252221261854,0.052423198041426984,0.08688664829094195,0.13384663800748844,-0.07983586698985627,0.01720991489015504,0.008140321665076796,0.06954126439252989,0.021392379433853557
HALLMARK_APOPTOSIS,-0.024098765461564274,0.0532779090830364,-0.01693369023525385,0.037827285267903916,0.036681604078872825,-0.15537895952633815,0.004280596046986255,-0.009586749082889314,-0.02642937831741871,-0.002773694162534716,-0.08200558685557582,-0.013322686262746132,0.026350630408159055,-0.09944915770852011,-0.08465431704295015,-0.05493414592346773,-0.006839748954086892,0.08919572947087673,-0.045066384924827,0.05684358333297295
HALLMARK_BILE_ACID_METABOLISM,-0.006538571909653328,0.06960731529650825,-0.05247417474199164,0.006857718097849701,0.06853011934602508,0.18575668371022147,-0.013645618307097295,0.03621644808744429,-0.02704797042942971,0.03955823567314079,-0.011377637013882074,0.02597243678832428,0.10717150888740636,0.11087902076803445,0.23322334320424876,0.012535275469252479,-0.013593601659038798,0.060708358730189066,0.14286253271496444,-0.06357287404569019
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01468923514210106,0.023151350331290045,-0.03509259543348728,0.04196504450359828,0.04133892929306188,0.15340899521275903,0.025392636018756277,0.004015564201721197,-0.09619274001342706,0.025914812948996026,-0.08689652277003797,-0.02800651127703794,0.050039716635105334,0.12176402942966483,0.19607661652370878,-0.0339985672963318,0.020416927768189926,0.030479212792238725,0.08873751056856678,-0.02534219337296282
HALLMARK_COAGULATION,-0.004505591184833101,0.09388918879414207,-0.07600216015698003,0.04597077054228399,0.09520587233619963,-0.07542447424296718,-0.0007826043923097797,0.021190517178790207,-0.0033987038525987207,-0.0009625774247465396,-0.16427365358496893,-0.06492666963650844,0.03384317452164384,0.032152517705492004,0.12654160176685836,-0.0986348051196665,-0.03689112722021867,0.04275834754749605,0.06362827881672543,-0.05532770735980435
