,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07605684721672669,0.030450460293881744,0.005050952289354511,0.05653206084267742,-0.02341658290573065,0.16933425269374858,0.022964400793409404,0.011158590294938086,0.1029430579878002,0.06558937320834501,0.03795317871567258,0.22469825245674876,0.1396280989352501,0.2167589232180236,0.13686649347193722,0.10471852564729679,0.08937197229110697,0.1673478568828274,0.042363729166746196,0.04263656003356148
HALLMARK_ALLOGRAFT_REJECTION,0.045457881535523416,0.02994592629482174,0.0967873108069968,0.0006231147748352695,0.07060190135153296,0.2604122180343427,0.02822136299103566,0.10832657570084012,0.11821051449205572,0.052918813180076164,-0.028237113471272782,0.18611224815238214,0.1256787238382837,0.1872225375243635,0.14185676088724908,0.08152495098526692,0.08262230128989304,0.12433389726324595,-0.008726023152625991,-0.01905129057721073
HALLMARK_ANDROGEN_RESPONSE,0.041131093685539404,0.06956984442768054,0.03551055232342066,-0.013946182265662228,0.004546806300885851,0.20347463683651165,0.03533651851780117,0.08986833944703079,0.14194449608749535,0.018949100227707145,0.04956780816536728,0.15518974613053843,0.13049493131880574,0.17446590527469086,0.1475889098101922,0.10596390225679903,0.056242702989859464,0.13323542073796038,0.0939686773502767,0.014100495858298583
HALLMARK_ANGIOGENESIS,-0.012025770534734121,0.06877825654703391,-0.016262626661029754,0.041993914687301515,0.06547052635349788,0.2281541356024547,-0.01794402652337248,0.09818820174447515,-0.06658861650767811,-0.11766598881881188,0.07026405440526484,-0.0882758310037235,0.12193560198099743,-0.0658263501450246,0.06029369300086985,0.05417896344980276,0.0416992165543193,-0.10211582773816619,0.140280696057491,0.2413698282046802
HALLMARK_APICAL_JUNCTION,0.007770813490702151,0.029002260900645196,0.004814475732511704,-0.03984531644909689,0.055266313013589044,0.22351936461791969,0.02494886546533323,0.0327936169081888,0.1097866215514592,0.07016539204095056,0.06315308363493823,0.18171147786779238,0.12565448554371986,0.1930937720155622,0.1300516890657047,0.015934561311878023,0.09423955292481906,0.15124813578888438,0.04615744472887763,-0.026689479241154165
HALLMARK_APICAL_SURFACE,0.05063796634160117,-0.0447084768086224,-0.055097238616455754,0.017497360948130217,-0.010496931256692089,-0.10932150043345477,0.045009960939584225,-0.051112959373382796,0.14087497859371315,0.10287242616569811,0.12602188608135564,0.15664242550919485,0.13026064297862508,0.21367589556080005,0.06614569590765013,0.010159207242160257,0.04857059082113097,0.1043077432748556,-0.03192976291064316,0.001567590613216025
HALLMARK_APOPTOSIS,-0.015698711453731244,0.08074109414299055,-0.02021067270085075,0.04095524932708355,0.06363715566008764,0.03410525817928334,0.016483352800908155,0.03511558729969721,0.06785960297554797,0.013497246777855562,0.007413128792457722,0.02501992367385105,0.019263947764591585,0.026791770796041964,0.07604341562107367,0.08903538722219703,0.006975513715024288,0.04483917849190436,-0.050592884940405904,-0.045555332151625404
HALLMARK_BILE_ACID_METABOLISM,0.036790015030774365,-0.05273833996689215,-0.06293145121876738,-0.017638388437547038,-0.017773700710946444,0.20606477694328673,0.020948981748422527,0.01155235308078343,0.08011599026448261,0.09780184102253703,0.011140207689177178,0.1397652074017973,0.13170934560819322,0.17880454578782634,0.023473303968864795,0.04780608264109787,0.04498876770543137,0.1723989260415694,0.01233724203843056,0.008619835348565901
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.009144522707153229,-0.007707686658581851,0.054229048275667095,-0.043401727100199815,0.00504948379756885,0.15650352618191846,0.018375273321215423,0.1320003139605621,0.11367748634560307,0.05260211274830396,0.012003410428880798,0.13309028635327158,0.13489087869203537,0.21085830902952263,0.14789921095921751,-0.014548544778738282,0.015969730580016266,0.18401268808278742,0.07978888493262772,0.006103328916001314
HALLMARK_COAGULATION,0.03491667936355641,0.09529537916215054,0.003808651713335833,0.004254881680120824,0.09983668634422665,0.2446249797246978,0.04633680862730211,0.13321865044703296,0.040033216853120626,0.028160493115205982,0.09450552260287459,0.1911490121899258,0.18571441507767206,0.2165512650542609,0.15325855083242304,0.09159097107056352,0.06646883811507959,0.07823764043726218,-0.015196730718604999,0.036692165720182815
