,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF275,UKF296,UKF313,ZH1007inf,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.012126965076966074,0.05751916041733687,0.09940788284307342,0.005641243792371014,0.289285908226182,0.07014499927640445,0.11272098746095725,0.10223643248235847,0.28641440755929215,0.08224311899607772,0.1114312798692559,0.1650404913829025,0.11731457164507036
HALLMARK_ALLOGRAFT_REJECTION,0.15089293060372985,-0.02349146165192179,-0.008495812616374688,-0.017203802875864704,0.10249844710871873,-0.013060024326355066,0.17856038306808222,0.038390243139147025,0.09301975884857215,0.04546881380831987,0.05303736282165534,0.2099736564227782,0.006528436995618267
HALLMARK_ANDROGEN_RESPONSE,0.03137438468854814,0.09885853194139704,0.10749953953447929,0.030727350274854272,0.13272949649867674,0.02351730171253669,0.15590079581490693,0.1067626712292571,0.13251055107356277,0.15270041842059312,0.09730764884771718,0.2422809135660975,0.0772672092435542
HALLMARK_ANGIOGENESIS,0.10537375519461918,0.1098320493398133,0.02960961973819047,0.07367963813511474,0.023076698229829943,0.11419456379159129,0.04832079000066931,0.07786432767047634,-0.3334640235773271,0.15157087872348998,0.027486868907081408,0.040588307635477626,0.10148275641823938
HALLMARK_APICAL_JUNCTION,-0.03676412627957291,0.08662811057383767,0.11989161785611993,-0.00978668543959929,0.20139479882299055,0.08502807691039793,0.16450960598286105,0.043150758580932765,0.17733799578978446,0.10606987782427023,0.09389108056313536,0.25050016701281724,0.1335052901043107
HALLMARK_APICAL_SURFACE,-0.01767861268641631,0.005296807600494436,0.09927541676143001,-0.031978602451462126,0.1012920682219616,0.0720101316816135,0.13512786061850912,-0.11727904467766444,0.02935065700633432,0.014948837960189195,0.011263102581025121,0.2397864795626565,0.012333356404775083
HALLMARK_APOPTOSIS,-0.002220278638886947,0.01963396649455547,0.08251320613365183,-0.022177320027523106,0.05825744141317449,0.028764557879223863,0.10799853715741846,0.013374314338045595,0.2911704238362269,0.004062389257863163,0.13073586847784535,0.0991970709051946,0.045751598693459135
HALLMARK_BILE_ACID_METABOLISM,-0.11240401686243832,0.15213309444277995,-0.004220047934848616,0.005033972444717937,0.1876581958312416,0.024803876136293836,0.1309345987386492,0.042967518731876285,0.2399266288978873,0.02514516018224872,0.07992863286197244,0.11184293549456532,0.15397134211535182
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09580064229099285,0.09664182220808451,0.09905508200953238,0.023168112749303107,0.21559369604191836,0.062085299965945466,-0.021736153807871115,0.05289843883220794,0.2556857086189976,0.035646697848033544,-0.011055165430823589,0.11942087358231933,0.11742780582249404
HALLMARK_COAGULATION,0.22441654361809407,0.08180613642412582,0.10173342615903422,-0.04361380299819943,0.20559048059515855,0.05451173522882846,0.11671460228063853,0.13840488262822498,-0.24677845282212074,0.025269243398536197,0.13076106384809016,0.23683141060579888,0.11276796738393785
HALLMARK_COMPLEMENT,0.1771934318176111,0.0023759661637584224,0.06066189558788055,0.022293432574510465,0.20614525123832478,0.027583483396026055,0.15773709540677672,0.015446037521427258,0.24549873535208422,0.11090494322280876,0.09739400572243513,0.13019819784585931,0.048605271665807415
HALLMARK_DNA_REPAIR,0.0027630864888606183,0.07339830988639535,0.12149211937572493,0.028251332796066526,0.2040428946120256,0.05439533847803641,0.17286307210297566,0.06132142231887088,0.23048156507956863,0.12655542095576422,0.014381234239155322,0.16598950776479657,0.1480219492772567
HALLMARK_E2F_TARGETS,0.0004687175310219477,0.05951397425206524,0.11537714572026506,0.04898346550934231,0.18114008952809524,0.0009222445564419431,0.14965482631788987,0.008630016297649534,-0.008924693559781992,0.033962911160657215,-0.05511761138127021,0.08900444933536077,0.17530624797312008
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0017412823293542232,0.08827933508895151,0.08931086295821221,0.00521230003756339,0.03618668112229362,0.06033859082289223,0.02048293562888132,0.15844735277636218,-0.3703547060511329,0.08213018523931072,0.14954220484057826,0.23539495282766415,0.1390437287073689
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.049468718314436555,0.019642446717986147,0.10964548565534198,0.03173782958236564,0.04356104270319762,-0.007925137930806936,0.028447828375177828,0.0885534835433813,-0.36889278545530907,0.041444368287606455,0.09363471109578433,0.16981465549841254,0.1298528342714481
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09650817359670219,0.04650685694768122,0.059445719574568325,0.027516191110743642,0.20169811860407993,0.006160277596011899,0.0727583357205503,-0.06194213625321447,0.29896100247934443,0.02210369434940907,0.019809402419216037,0.05763090447918452,0.022329689828592333
HALLMARK_FATTY_ACID_METABOLISM,0.09673611284801178,0.06176332521683006,0.05816390280172026,0.008306296464410627,-0.09245868274547765,0.03128675040394893,0.030155839561568625,-0.017451570112053217,-0.2754279028598256,0.03535977107539981,-0.05506454996088276,0.08176035679325974,0.016894354162936616
HALLMARK_G2M_CHECKPOINT,-0.09534859399195783,0.09208341911186063,0.10014887417288366,-0.0038529782806463794,0.15917562131282956,0.03559692494220532,0.1896352961356654,0.0778628645125715,0.19174089356757995,0.10429108221823917,-0.009161642095526975,0.11077452444901094,0.15366177164251635
HALLMARK_GLYCOLYSIS,-0.021872598428904974,0.11234709264436828,0.07056219567510233,0.03320158158096231,0.12229121901047646,-0.012285630182420132,-0.05097461284778824,0.0007484944532420688,-0.186075695255355,0.11212244964912332,-0.01410845690916916,0.1389036197147365,0.08431843552414242
