,ZH1007nec
HALLMARK_ADIPOGENESIS,0.13862398749614407
HALLMARK_ALLOGRAFT_REJECTION,0.04512593938318798
HALLMARK_ANDROGEN_RESPONSE,0.053544024915768706
HALLMARK_ANGIOGENESIS,-0.2202071719140174
HALLMARK_APICAL_JUNCTION,0.17708166884387136
HALLMARK_APICAL_SURFACE,0.18659554607458798
HALLMARK_APOPTOSIS,0.05318757897432414
HALLMARK_BILE_ACID_METABOLISM,0.1789953243378663
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12889054094983762
HALLMARK_COAGULATION,0.07231357832112921
HALLMARK_COMPLEMENT,0.0117892348324145
HALLMARK_DNA_REPAIR,0.23396072043539393
HALLMARK_E2F_TARGETS,0.07511035626777898
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.11028092208486436
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0031566631079917623
HALLMARK_ESTROGEN_RESPONSE_LATE,0.15233263148602968
HALLMARK_FATTY_ACID_METABOLISM,0.07212846609545517
HALLMARK_G2M_CHECKPOINT,0.09645138627103711
HALLMARK_GLYCOLYSIS,0.1006303845314311
HALLMARK_HEDGEHOG_SIGNALING,0.10943560942076737
HALLMARK_HEME_METABOLISM,0.1404946851868919
HALLMARK_HYPOXIA,-0.162914289158485
HALLMARK_IL2_STAT5_SIGNALING,0.0029234018037537484
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.14315190434877315
HALLMARK_INFLAMMATORY_RESPONSE,0.05730108064447028
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.18506020476930995
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.059083786218597174
HALLMARK_KRAS_SIGNALING_DN,0.1711775016441124
HALLMARK_KRAS_SIGNALING_UP,-0.09902063494661123
HALLMARK_MITOTIC_SPINDLE,0.07587576655262379
HALLMARK_MTORC1_SIGNALING,-0.13786260044966983
HALLMARK_MYC_TARGETS_V1,0.21373427887298158
HALLMARK_MYC_TARGETS_V2,-0.025690323724359258
HALLMARK_MYOGENESIS,0.1238876872966564
HALLMARK_NOTCH_SIGNALING,0.16849151416485023
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.23278028931927922
HALLMARK_P53_PATHWAY,0.14383085826927824
HALLMARK_PANCREAS_BETA_CELLS,0.15254473834335147
HALLMARK_PEROXISOME,0.10295897433544067
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07201473390538808
HALLMARK_PROTEIN_SECRETION,0.17281097968319314
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.008977661751111653
HALLMARK_SPERMATOGENESIS,0.1732666006135038
HALLMARK_TGF_BETA_SIGNALING,0.1607080620397568
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.07345594008492022
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.18365644066300074
HALLMARK_UV_RESPONSE_DN,0.12815039487153493
HALLMARK_UV_RESPONSE_UP,0.04461953047602733
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.04613808665778084
HALLMARK_XENOBIOTIC_METABOLISM,0.13821593162592427
