,UKF243,UKF259,UKF260,UKF266,ZH1007nec,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.0968508186207092,0.002857130804302149,-0.02052170888667716,0.007330630270758731,0.0478533953587548,0.02147520398045241,0.03717518216225964
HALLMARK_ALLOGRAFT_REJECTION,-0.06611891433763864,-0.03587578615149551,-0.030912013373384346,0.009802563475070247,0.02360005592832649,0.0073345720509931395,-0.02445489611552739
HALLMARK_ANDROGEN_RESPONSE,0.056190562201411554,0.02001359582269433,-0.0387974971488838,0.03289878752474767,0.05123147153811893,0.03479889739386132,0.008902616259364322
HALLMARK_ANGIOGENESIS,-0.0198243816451591,0.036853528410776264,0.09912005558617322,0.05814300588628643,-0.05106474119442862,-0.014717161029855649,-0.06653256889636293
HALLMARK_APICAL_JUNCTION,0.07362260485074579,0.034832371778426435,0.06506249907270198,0.011879710866366052,0.03422506694852411,0.08133578156262775,-0.002448790258404773
HALLMARK_APICAL_SURFACE,-0.002124829716576033,0.009378662874494901,-0.006426205044520055,0.03861820002059886,0.06949615646835546,0.008244476297888157,-0.028555958159692214
HALLMARK_APOPTOSIS,0.02615542799765114,0.008665949535166613,0.09768919193221304,0.012306964975656658,-0.05573864144348028,0.0056612091199549925,-0.008135252618525034
HALLMARK_BILE_ACID_METABOLISM,0.06946209458443603,0.002465878546866279,0.012148785177816914,0.07143210142191547,0.036218096159956234,0.03499496116253897,0.0923218523010202
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07022830888945307,0.032244600730777,-0.004674896791967458,0.05855919086296912,0.00048553540672051197,0.01677139734489584,0.05637262552385357
HALLMARK_COAGULATION,0.07834314911562261,0.04554333505774758,0.0870261974417303,-0.0016489641257723692,0.04537442363992577,-0.03247230699870184,-0.051991907212499286
HALLMARK_COMPLEMENT,-0.02077346096698319,-0.005438528285707061,-0.0032044431830954125,0.0018019270916951708,-0.006422804754868856,0.0033924943385886188,0.021872480524741302
HALLMARK_DNA_REPAIR,0.05665318845359351,-0.01313823314376012,-0.003911696356027167,0.03596388015559587,0.047779438735875354,0.06303960704203364,0.05270890163773388
HALLMARK_E2F_TARGETS,0.03158202397701551,0.020670179424081767,-0.032445593690893726,0.04939113923554626,0.0629953014671389,0.055497236447661316,0.05171777260466144
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10281171405424837,0.037579526525258665,0.10535735558424023,0.018960687540176602,-0.008341832110013044,0.012205586139821792,-0.05587211268320191
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08328105810676116,-0.05064631727406942,0.03225828485536615,-0.026735961302717035,-0.060140168723315644,0.04185386678583651,0.0715318698647351
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.003874897350397022,0.025995590975181,0.0590873532454538,0.026192989976815215,0.11932252002187754,-0.015483177476124519,0.041194424857949136
HALLMARK_FATTY_ACID_METABOLISM,-0.0024357224854879007,0.004583309163300602,0.03636015173498921,0.0005389404275388207,0.03900350160459375,0.035283893110203454,0.03664475788330285
HALLMARK_G2M_CHECKPOINT,0.08831413845455227,-0.00466244500597893,0.060096075866906934,0.06271973384857024,0.08717129176905108,0.04972793511061571,0.051160269261472296
HALLMARK_GLYCOLYSIS,0.10267590712548261,-0.027091620872433983,0.090727778345372,0.05847499912233773,0.05931260089830586,0.04784973112300982,0.07126543264996571
HALLMARK_HEDGEHOG_SIGNALING,-0.03772394342144931,0.025399429657023916,-0.040176721487495605,-0.03854498549070208,-0.05170920418187511,0.059801746673969675,-0.04182388226331023
HALLMARK_HEME_METABOLISM,0.07621361433158713,0.016141199520959947,0.0509401076951488,0.036417442553462735,0.03192702886365091,0.03408873652413461,0.07588225923212506
HALLMARK_HYPOXIA,0.09121891712159688,0.012325760520512789,0.08317802019035375,-0.04369701022360275,-0.012850178083995098,0.007911246289519445,0.05615072616630367
HALLMARK_IL2_STAT5_SIGNALING,0.060973913186114996,0.01674995402450577,0.010035621934541274,0.018457236408856836,0.050408065186690124,0.009127299197327191,0.022837451750200223
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.1134107557645507,0.010317488557147725,0.10119143005544827,0.05304736901171854,-0.0652699991132318,0.039722296830338746,0.04217793098253084
HALLMARK_INFLAMMATORY_RESPONSE,0.03774021346564738,0.02869871294403624,0.04888561746575971,-0.021582011179226954,0.034810726504934934,0.023877648083006933,0.004247984833784818
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0037044597412862236,-0.0003980626583457576,-0.060450943405764825,0.04552876720537157,0.09322060427002658,-0.034419459925620094,0.019289915964799828
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09404530847515317,0.008447840096686384,0.12399965293417034,-0.006003013834359426,-0.008434764147753616,-0.017975281253269075,-0.010922236181704126
HALLMARK_KRAS_SIGNALING_DN,0.06224116775258786,0.024377819507269555,-0.03677781805153047,0.009726219874918798,0.05821288627112223,0.03309790944220837,0.08853568360965502
HALLMARK_KRAS_SIGNALING_UP,-0.009191727367848526,-0.03118256735460076,0.04563870161846912,-0.02021728687632601,0.00881834345174001,0.030886539687701102,0.0014297549902634954
HALLMARK_MITOTIC_SPINDLE,0.07140003872498413,0.0412350066739046,0.0026893141053399867,0.06380624418005089,-0.01950132108491623,0.054839269390838136,0.04948858052237994
HALLMARK_MTORC1_SIGNALING,0.03274686424948092,-0.005788886879389123,0.07721133049719188,0.019011377484552207,-0.005664602361776883,0.021719687970655533,0.07394339431284778
HALLMARK_MYC_TARGETS_V1,0.04233087167446484,0.004912237851744356,-0.016514138973289638,0.03596308142904814,0.07839395240210632,0.04884649578203819,0.06889373980983463
HALLMARK_MYC_TARGETS_V2,0.04973807617971749,-0.05660491012293608,0.04334681880811385,0.04953178715482167,-0.005719719270020684,0.007335733156032546,0.034906458370427794
HALLMARK_MYOGENESIS,0.030114826283855152,0.023015619762315576,0.008273001465491385,-0.017525062902648603,0.02025735227440073,0.03600466690826678,-0.008870327194934389
HALLMARK_NOTCH_SIGNALING,0.06307558576657618,0.013259352001754892,-0.03671698125391353,-0.01786072804488204,-0.014300564710489398,0.0010332395365982346,0.061654707191437376
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06809389111523904,0.0026232453045977305,-0.06318499766369104,-0.010454741713016108,0.06310990030754568,0.03801019986346246,0.07694371150714206
HALLMARK_P53_PATHWAY,0.027100321193279677,-0.016193915071686195,-0.022097817924955035,0.013605057100101656,0.12979880359496346,-0.009666994143799299,0.0943572923556379
HALLMARK_PANCREAS_BETA_CELLS,-0.010636220145138306,0.015801389820207616,-0.05823145625844643,-0.022562569129853403,0.054700783502405294,0.03446065655103976,0.0940977292833414
HALLMARK_PEROXISOME,0.010308553217657706,-0.020253075775653353,-0.00559412649551913,0.00654275050407103,-0.010892679714931046,-0.02579729257567704,0.050287278648982414
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06692766452825433,0.036311636962038464,-0.009668392519850548,-0.03342051744479208,-0.019553249037861556,0.05276711208572253,0.050216020429575764
HALLMARK_PROTEIN_SECRETION,0.05975120849157454,0.01591735731127204,0.037532825819279095,0.015472569206209628,0.032827218925989735,0.03584773927942657,0.06815237128661021
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.015486455245313367,-0.0008238131324847728,0.029356007623715694,-0.05402266505619226,0.05628990099273525,0.010751405578107588,0.05749204444139993
HALLMARK_SPERMATOGENESIS,0.011134423527684737,0.008600676746090281,-0.016786153495356598,-0.013522292632881386,0.05569985379570099,0.02942303221665396,0.07592640114501051
HALLMARK_TGF_BETA_SIGNALING,0.04336725421492104,0.003953971854296892,0.03647437681304234,0.030686475229700097,0.06828537120662717,-0.013683729958512183,-0.025700905493104016
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.10193471320283277,0.028875073022951264,0.09768353442255005,0.01885706922959177,-0.006451527969259346,-0.007457525460862699,0.06717636066268899
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07836998826356238,0.026398187649141123,0.05440152121744466,0.03985950678671842,0.018209070454499335,0.08406999001637008,0.07996775987991345
HALLMARK_UV_RESPONSE_DN,0.06079531831456527,0.05257507595085031,-0.019940522742913757,-0.034887632777050544,-0.021217657536621384,0.017913835479411163,0.04213746821575932
HALLMARK_UV_RESPONSE_UP,0.02289819430875307,-0.03045813059192765,0.019547016809476226,0.010510248860427673,0.02609456532297149,0.029342825555017948,0.10347369111370405
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0715557729982841,0.02810114969137172,-0.0036200087795512656,0.07271041792172599,0.0038340967870455936,0.09213532779291218,0.01022730879267132
HALLMARK_XENOBIOTIC_METABOLISM,0.04442785895665755,-0.023707890177053773,-0.01413772425177231,0.0059044549533685785,0.05818938751541221,-0.00025731919744713513,0.09085229314446162
