,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.006521677565055386,-0.033008153291846656,0.06157751205301059,0.06959239089160169,-0.023685093368405553,0.07731246321482255,0.03446685769502976,0.03235037550862276,0.07005582468247991,0.014897516590900486,-0.0028346622325673664,0.007666152731621426,0.014752412144642253,-0.03319866162852851,-0.023576359453591832
HALLMARK_ALLOGRAFT_REJECTION,0.04565073091724893,-0.00539326296684129,-0.016017417621222083,0.030376398388699054,0.051296852268918225,0.027630412475738875,0.03657641577665515,0.06552968460600984,-0.028626805648459302,-0.026763949878340212,0.02821316434389277,-0.04314362241831401,-0.013102629044357331,-0.02763365108110165,-0.08155957191179748
HALLMARK_ANDROGEN_RESPONSE,-0.011920956641915973,-0.019962586872982767,0.029953306045999207,0.028669439590100387,-0.06349090944045703,0.07109192217693963,0.06394440410348716,0.05302762377393656,0.07193438093423618,0.03811832950473414,0.048512992261881056,0.03558142346025854,-0.05658472079130688,0.044351513259344895,-0.004055823907643463
HALLMARK_ANGIOGENESIS,0.027382315554123404,0.023939823509676127,0.03885587367532842,0.0059111490762108155,0.04826106138635876,0.051127737739034944,-0.019885410937032912,-0.058109175450083636,-0.05188307498249557,0.03885273076484681,-0.023796679472560544,-0.018116752369021775,-0.029240777396858257,0.07036459963021945,0.11813222124859296
HALLMARK_APICAL_JUNCTION,-0.013754784577775549,-0.03190627777225601,0.014165670995010057,-0.0007272598329333363,0.007184669195589832,0.06693996253928985,0.003996969848704567,0.06420348361243382,0.07859146090126662,0.04585875776967001,0.019483022125279668,0.002391784828399817,0.017664657851017423,-0.019504932463108117,-0.056859878103803906
HALLMARK_APICAL_SURFACE,-0.03899855233168319,-0.025422512345011427,-0.010591840089142074,0.06293383792249366,-0.04355582084023238,0.02037122922562287,-0.02161190867803591,0.05318269465283675,0.08879936830578887,0.05500308285453565,-0.06626040260789462,-0.0512225215764635,-0.0677302185078395,-0.029984021329204705,-0.029691680073975605
HALLMARK_APOPTOSIS,0.00026114291079827747,-0.04386950825712813,0.000245676955014766,-0.0074894293906666125,-0.011209918850537872,-0.00290516368153102,-0.021782711955522126,0.048499305272754215,-0.02252372719809557,0.016280565777297373,0.032602152992146305,0.030842072843420255,0.019595119664136962,-0.04403972902592753,-0.13486114791097556
HALLMARK_BILE_ACID_METABOLISM,-0.031018620486136957,-0.00029674494007688655,-0.028861382749563094,0.007418313218390029,-0.0011872047362142773,0.10584087619624025,-0.0040595757055092154,0.11667573647281249,0.11934567950872785,0.030401065842861553,0.037447552776783515,0.01475866692639421,0.021828724309938,-0.05001773662544368,0.019145476842131966
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06466059952615626,0.03146803652731437,0.05585338759966137,0.01699521420287866,-0.07692901306663089,0.05527392971514457,0.036619851157681196,0.07406470208085882,0.050523984886473756,0.019822809902263275,0.010624214667988956,-0.005002301845065425,0.041394402024206085,-0.06494173465211558,0.12465588964420338
HALLMARK_COAGULATION,-0.04736442288254693,-0.045585458643677516,0.04554454371415582,0.01602753383605246,-0.014267844504703205,0.014747084742841445,0.04029432159104177,0.050623459611673124,0.008935001494851533,0.007875145190759908,0.025562140555923138,0.04039554365897301,-0.014547394261796248,-0.051593192668456196,0.020596479017516666
