,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06738496301159497,-0.009168798682441987,0.01691735095059507,-0.023253261956128868,0.005158573510719908,0.1616739134437459,0.039274277395015524,-0.06766873499900321,0.1092883084992152,-0.017644267855242642,0.18723559997299755,0.13206440226106744,-0.049364142090478284,-0.027704828586546954,0.04770597687387944,0.1439360249250292,0.028283761805007773,0.022061258047230674,0.024778801344682723,-0.06450494014168649,0.06985628456360547,0.051927367736148165,0.26348773064961756
HALLMARK_ALLOGRAFT_REJECTION,0.083725398861716,-0.05050974873807238,-0.06139328640101152,0.07429171388670436,-0.005594386032544714,0.06428059253564142,-0.13290735546647156,-0.2489040209704589,0.04345098145381858,-0.054182246692787595,-0.3529272422435391,-0.1852585151080719,0.05032477234005159,0.06183877692924959,0.061565607682847225,-0.028527775470232438,0.04063870385954449,-0.04917048727529506,0.004853219486784133,-0.02117513538924812,0.1072200750618173,0.13133974450218552,-0.06542599228259811
HALLMARK_ANDROGEN_RESPONSE,-0.0012958891553920297,0.010105693087722302,0.0014072605034835262,-0.06052978713093468,0.07343382206267493,0.22633236927168926,-0.05312112918930507,-0.21025216309400988,-0.007252059337673704,0.0061116090858792885,-0.12206166116630943,-0.14729195253954766,-0.01589630700228579,-0.032740101630658255,0.09081475811187735,0.11478856089983311,0.05669502528708234,0.058943452898735794,0.023093701612641796,-0.017824463664580147,0.052888164046671765,-0.005080802363426406,0.14293547625816846
HALLMARK_ANGIOGENESIS,-0.19411930089227541,-0.014906257464694891,0.10911956199740215,0.06730083770011755,0.10002962379868295,-0.2918066240749509,-0.14321898728012053,-0.29653824698052544,-0.21266962479703386,-0.08102592682034576,-0.35632137561335064,-0.4254776450258976,-0.007759727916603159,0.024834074908928284,0.08706074561808523,-0.09929752378310279,-0.013270925005340769,-0.035045340743922446,-0.015616730062187018,-0.052303569921329805,-0.022190766739456382,-0.29944699890244025,-0.2574566379138704
HALLMARK_APICAL_JUNCTION,0.02227166775811489,-0.03268182608524778,-0.04243854874554521,0.010051581532907528,0.016163952604193087,0.021465036048719466,-0.022112330331693558,-0.1886181548951824,-0.11329058119487419,0.006433040012120707,0.07958922431028713,-0.243278350184117,-0.054514879640775525,-0.06249549656123389,0.05035763393101821,0.11801532248426452,0.04729517263469287,0.03886285577412392,0.05849337256886007,0.019962733357937665,0.08004245769693791,-0.06707809686084555,0.3377999657734376
HALLMARK_APICAL_SURFACE,0.15857138560861186,0.028659547437689975,0.0053732802532656864,-0.0013344341951913661,-0.03319880418238975,0.06515673198530486,0.1511913609753239,0.22240580480624214,0.1367913354947547,0.15311222262806823,0.26706033439954624,-0.09511335146896521,-0.07552450697100055,-0.10660684223709917,0.054038331160101594,0.09185976404818005,0.042610016736252185,0.0399640356442696,0.03676292032120664,0.03978823389678541,0.046257671401005895,0.0715292962038468,0.22199261854785474
HALLMARK_APOPTOSIS,0.006709776354643028,-0.035025737450141765,-0.043360546411844246,-0.028992899998207446,-0.006651841053850264,-0.028820310244304474,0.012399065236214247,-0.08688969082619276,-0.1535169701642346,-0.04493517374106569,-0.10406601251182203,0.2467358526348199,-0.004738234952505306,-0.07238209738062594,-0.003072771717247805,-0.015233025323612486,0.007330738506653354,0.043587607041082096,-0.019778283528755335,-0.033330630677947726,0.016501601055095634,0.011714013528348706,0.1286930589068009
HALLMARK_BILE_ACID_METABOLISM,-0.004412171807891943,-0.007103502073612997,-0.04019694174097449,-0.047948963995132626,-0.04548453053585073,0.003920997037692429,-0.027925427197671146,-0.28830015123646074,-0.15839413091088672,-0.06694703610258593,-0.009914311248651093,-0.14763550611911214,-0.07806410329731149,-0.021133280620318502,0.05965442973064791,0.08484073542025435,-0.003423336928967114,0.007695853974803537,0.0341036331181039,-0.008489042292603997,0.0895886254606005,-0.05410439212117895,0.011698815431972815
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01557327841911856,0.06317146853381837,-0.04501253877242943,0.00041234518522431266,0.003196008335786661,0.030337315320146135,-0.07534450261261247,-0.210257946302323,-0.16140663450378823,-0.043436548633646745,-0.2122854167222397,-0.3212467271863512,-0.00990689448316748,0.024193036885539934,-0.03023164685835501,0.1264878158048435,0.05721764255459221,0.09119699665739177,-0.017531673316265005,-0.02989176437997706,0.0014320341506227378,-0.07821030243566754,0.08782723711699383
HALLMARK_COAGULATION,-0.03844668850708028,-0.06004693827967989,-0.03294409991889264,0.005847114229479199,-0.059104692024644696,0.03487688255716559,-0.1375695396168276,-0.29349413815863534,-0.1177418971624809,-0.07620911653962183,-0.38542824387394303,-0.23424759597533387,0.002441195962662047,-0.10421371115329181,-0.028615365746460755,0.05524024593991816,0.08070213959393491,-0.020277081469812434,-0.02018642534628855,-0.04995234041931439,0.04667481125352154,-0.05645163914235437,-0.12854576655274813
HALLMARK_COMPLEMENT,0.10832904623028582,0.006431588648074806,0.001976606287480718,-0.015166833159431996,-0.0025662503905295015,0.22723389237797723,0.009503068962773982,-0.16320708885108506,-0.11646001818947918,0.03586305054740933,-0.2472801678006253,0.06904505569133498,-0.021183225198965608,0.07069704319695465,0.024714999193358823,0.06456789638266315,0.010302290627512076,-0.0003481501550696668,0.007736232358963364,-0.00923852080804569,0.020967659238902217,0.05782533771244192,0.274584884001092
HALLMARK_DNA_REPAIR,0.06437014195598113,0.055729672665597134,-0.021226233617589067,-0.026244252123966284,0.09919289394977451,0.16640925841020465,-0.021446325007066926,-0.14038510573535123,0.008536495471594673,0.004305513692682404,0.23386318133022557,-0.18385084569951593,-0.025961127247975394,-0.015307745979021167,-0.018511562918325196,0.13740437126088792,0.019401697001411623,0.03683415344929521,0.04924993825448489,0.02295655574164479,0.09514592031259717,-0.057977497375066266,0.3161070189116254
