,MGH258,UKF243,UKF269,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.05193211873985096,0.21482832500308013,0.07585504393998105,-0.03572972844134281,-0.01412889460837423,0.0924597057789095,0.07981099995592403,0.046117998664564966,0.11180467416576115,0.11259325911923619
HALLMARK_ALLOGRAFT_REJECTION,0.0536085260679944,-0.0432757540626149,0.11762245334186218,0.10756415835913437,-0.01703605118918253,0.07765834054655549,0.08192147415990982,0.022704163919666048,0.1069248708987799,0.02218658029814046
HALLMARK_ANDROGEN_RESPONSE,-0.0539175499843672,0.1668666213460064,0.0999140986309664,0.07202560366467818,-0.03290323887752235,0.1270044403381892,0.0033588131736382787,0.07655449065237316,0.12724778876170395,0.07093884051524227
HALLMARK_ANGIOGENESIS,0.007302927235387098,0.025500859794476326,0.169349824387051,0.12681158476798016,0.0859187797920981,0.0895913109066245,-0.08392411183541887,0.05430004839674767,-0.025102299467725978,0.006190453056200357
HALLMARK_APICAL_JUNCTION,-0.059760211221462106,0.17083867302251096,0.11150245718705351,0.001473473059574799,0.007891807437775665,0.10883158806494643,0.0855555457395697,-0.0048054396503962316,0.12248382289863906,0.1035954845553834
HALLMARK_APICAL_SURFACE,-0.0341365538876321,0.16280595458898806,-0.0715999318734095,-0.06709837398730989,-0.07746036199031185,0.097777769284,0.06299776314933679,-0.012197065203366027,0.08272433320560613,0.059872327745296675
HALLMARK_APOPTOSIS,0.031730562612942145,0.07188636286598026,-0.011303808561106276,0.022495376105042823,-0.07724952529661079,-0.041375992203311555,0.03484568052846738,0.010472427516167108,0.04555999319042128,-0.015871366292867044
HALLMARK_BILE_ACID_METABOLISM,-0.041607534001810886,0.1941419617005436,0.12432552663234218,0.05922183704124563,-0.0175523013497994,0.04489842491455906,0.060136409920397545,0.012222898923856581,0.13307398774030174,0.14332492995127405
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05066393558477373,0.24347580217151674,0.039923756711123276,0.07077181341395004,-0.018065316179153416,0.07035579897837889,0.09367753399770021,-0.04227191338424133,0.11787345311706902,0.12564440980474248
HALLMARK_COAGULATION,0.08947686316024211,0.20087091956648298,0.08239683509077232,0.07926590340208908,0.030167954054505234,0.07738676915014715,0.05867380980749779,0.007482248604214437,0.09169480868249305,0.023490668895224116
HALLMARK_COMPLEMENT,0.03530459555298807,0.11906381392585032,0.14713074441672588,0.06998743887325147,-0.04017284328464532,0.10035228827960345,0.03773436529795748,0.050557708057441655,0.11043906442420491,0.017616378321119845
HALLMARK_DNA_REPAIR,-0.03015234300293183,0.16347225426235806,0.1277243605694506,-0.00760396967846981,0.016362438079428318,0.09984290253682325,0.09608049454559035,0.04747007648997672,0.14449632528280332,0.17838180222460048
HALLMARK_E2F_TARGETS,-0.03649033525148903,0.15374336378312792,0.11546410791520682,-0.057664903628376854,-0.021659236944371704,0.08340782422334558,0.052062595121655,0.021220725796850207,0.12273028691781215,0.14904126991083058
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03665155706027553,0.14440703851160755,0.1268791292403624,0.029961182158795056,0.048756333873358884,0.11668199093807409,-0.001916536846105487,0.07564965999670208,0.06677824067015606,-0.0016949715442377672
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05751515653342898,0.08755937711507716,0.06592867957959762,-0.1057652236524209,-0.043738344106159725,0.041279319433485916,-0.005627305132685582,-0.0002846516842886424,0.12656955800481876,0.10389222793339263
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0523469885885381,0.17562414581419794,0.01903346517822054,0.05206895936182979,0.06849997278860942,0.045655796167067324,0.04496092824629708,-0.03454587760160454,0.08789204321227141,0.11220422179811874
HALLMARK_FATTY_ACID_METABOLISM,0.057663857090723705,-0.0024201671011103987,0.07054632377349969,-0.028644953722372978,-0.013741904332969441,0.059878599732634034,0.08300744305335145,0.05503611854116819,0.06195857879630237,0.029190014768465753
HALLMARK_G2M_CHECKPOINT,-0.04742200103138956,0.11594846604087815,0.10752315850424964,0.040624189728157574,-0.0020865710211345648,0.0462588847533651,0.024461327239574185,0.01695324120724387,0.11677338286953406,0.07830659650869838
HALLMARK_GLYCOLYSIS,-0.02291421823540195,0.12060937108060135,0.08931900253923916,-0.026316268328775635,0.06397083830493806,0.05521181103394078,-0.00564660560444898,0.05381897842491973,0.13183578356266804,0.10863639491252355
HALLMARK_HEDGEHOG_SIGNALING,0.051070405641742575,0.019928812866039824,-0.04277263815914032,-0.07344921480147913,0.052000507322491674,0.045770475366509085,-0.024986572091610464,0.051434060818713184,0.05790108728261061,-0.01607195171161368
HALLMARK_HEME_METABOLISM,-0.0245992535329674,0.16233645997726906,0.0898015212798472,0.033918148026134354,0.052310325531098906,0.05911367352151736,0.10675607770472281,0.05140238729167496,0.10499137267962878,0.10010720920847875
HALLMARK_HYPOXIA,-0.003593271172691045,-0.11405505670830693,-0.04949174098284941,0.03620296696492369,0.07318856320671749,0.05003468888564541,-0.017980293588108685,0.06476659368646481,0.035535765410690937,0.04709196579493905
HALLMARK_IL2_STAT5_SIGNALING,0.07206741776604134,0.08419880603274409,0.13826841766491688,0.09136089195349334,-0.04077444574662955,0.04491508319785107,-0.00048287448751407734,-0.021204874893363663,0.12810483482979257,0.12447099405931057
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.01175041016417665,0.09414197773120432,0.12795938830116632,0.08168575099392936,0.03430754405388008,0.04260835144536004,-0.039207898027077574,-0.07414317372697896,0.10433541745408026,0.02778319053576503
HALLMARK_INFLAMMATORY_RESPONSE,-0.012989115612154215,0.13238639637881197,0.05969897307142201,0.011261942583501426,-0.04726538519511237,0.06667391793134235,0.022994128692126775,-0.015235744203595983,0.02108849491305623,-0.04599614219069301
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0855595653871585,0.1447746571950424,0.14157892589489174,0.09502050178993317,-0.032825708206562505,0.10823729579971392,0.07427324124021858,0.008693859993198636,0.1313947514680306,0.1000925326891049
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.05038909554063986,0.13304217114545028,0.12538919902192328,0.061383039549791595,0.003496408625228641,0.024630426447802264,0.07875385223675994,0.02965006941937736,0.14115452375077533,0.013900732802267307
HALLMARK_KRAS_SIGNALING_DN,-0.0328670301885455,0.2040017852277859,-0.03886516731059063,-0.06963913624583694,-0.040013006192325444,0.04585016282744923,0.07086156549928739,0.022559596892684428,0.11763826554004538,0.10846913821326803
HALLMARK_KRAS_SIGNALING_UP,0.008438738800092256,0.020506034042172862,0.0836408483225689,-0.036692845971022,0.005544775898533653,0.08063164389442826,-0.02918350501324014,0.011248061289450561,0.14177088048726294,-0.022504752742838134
