,MGH258,UKF248,UKF255,UKF259,UKF269,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.020726053440250834,0.08178117491777125,0.035208431283586285,-0.011527361188253999,0.027084881264847174,0.07629277651128581,0.03449158664302263,-0.02561286720083975,-0.008493974371317712,0.044690168651728424,0.07116090284341714
HALLMARK_ALLOGRAFT_REJECTION,0.023213542122360372,0.06011479103497729,0.046605586365787044,0.01977611910000801,0.052814112333684694,-0.00887697205708133,-0.05014928334762806,0.024526172318824143,0.07032602217616346,0.07107842745447707,-0.014943192168819295
HALLMARK_ANDROGEN_RESPONSE,-0.027976202031224643,0.09202800575282101,0.014582833316732996,0.006647897659796017,0.06072964587043163,0.03897242112309176,0.008485707057134601,-0.0025676655493862663,0.08530749058746467,-0.00026513603535168893,0.12340246439912288
HALLMARK_ANGIOGENESIS,-0.014820635719254276,0.015884120076398372,0.011509726589465183,-0.014177366038566381,0.030625819777111225,-0.06480181146481127,-0.01860885511521699,-0.022449760437810294,0.02413883770937867,-0.12109985908412281,0.03081746769726915
HALLMARK_APICAL_JUNCTION,-0.007001295893394907,0.08096755898932774,0.019120762954671116,0.0027817526037943988,0.04853194336884256,0.0006533649155336938,0.030509049041892007,-0.046690623628021136,0.04296685988061841,0.02237454799333145,0.050080502917738794
HALLMARK_APICAL_SURFACE,0.0042335268602594145,0.07420381681353404,-0.016162074230523647,-0.001413092310532769,-0.06260911172568401,0.07553252500837175,0.03362563720949452,-0.05553370528531495,0.030512320991565155,0.012252198215301945,0.06268107447829832
HALLMARK_APOPTOSIS,-0.008735828961450014,0.02872743343279973,0.011589238502480103,-0.0006680399222826139,0.06102549084681612,-0.0698571815236102,0.0044526518905164455,-0.0787421583236537,0.049716157579855834,0.03654858664861946,-0.03733827354325008
HALLMARK_BILE_ACID_METABOLISM,-0.0625073878308043,0.004967566820049049,0.025948417823446097,0.0035081171114072452,0.054779425653838414,0.141955807434621,0.061482834360447644,-0.014753496087358424,0.00890542320222062,0.0636165171572769,0.07920658730979928
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008922950792451464,-0.0025271843596420306,0.04365513931826474,-0.00842482202809813,0.05545644707344843,0.1221296397697659,0.08138440879964433,-0.047292906459496395,-0.04320788325396844,0.06415147087954397,0.14644094078298375
HALLMARK_COAGULATION,0.10396202470201846,0.08686809523056564,0.011645669217296126,-0.003233200564420042,0.06304697489387151,0.05563271915790633,-0.008478638173376466,-0.02318003891581112,0.05855978772047835,-0.013031635930531943,0.043176489258321654
HALLMARK_COMPLEMENT,0.030567889605016125,0.013789377678972023,0.08419934689201816,-0.05633497718336757,0.04000647577091694,0.05852680001385349,-0.02085743053970129,-0.04503200593528549,0.014486616238784849,0.024862934966849073,0.037466183845068314
HALLMARK_DNA_REPAIR,-0.008898909079632738,0.06783920121553594,0.06449638041624185,0.025022253233176243,0.06332215407183463,0.09722853804131451,0.053805065707643734,-0.04152950937773282,-0.01439671542660219,0.03755360196585832,0.1271195726291397
HALLMARK_E2F_TARGETS,-0.022044507318876663,0.05053375556088807,0.011846202607940481,-0.00594405434138363,0.05585776114008963,0.09808209579849159,0.012609704269909832,-0.04872114474250061,0.03954903957895392,0.05551348012376253,0.09097057943985003
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.003607907311015448,0.08888569474610789,-0.019042419175467486,0.018743442887273552,0.01828562418284948,-0.021280147851179338,-0.01039466321284294,-0.11979389138244256,0.029875252094697363,-0.0455390511067994,0.07688782255824216
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03417392889421521,0.04255661284360996,-0.014451715222281676,0.030092263082966746,0.07425025323979591,0.10095153953669522,-0.015892958690503136,-0.029381592881163508,-0.025461448542546963,-0.006150488206994042,0.1020978235070962
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05993498803567022,0.02313476133120953,0.036982685803915435,-0.01438856903958025,-0.02135161159554684,-0.007473267720851409,0.00845155444171727,-0.03623438140802964,0.06891841164604066,0.03414201766190615,0.03852519998312727
HALLMARK_FATTY_ACID_METABOLISM,0.040225961390612554,0.032649572608235165,-0.009586778486690341,0.0035891032756830126,0.03555462411649553,0.11219449440001364,0.016342410088903643,-0.06779457680119175,0.026633008747370873,-0.014350772814163418,0.03903874557228001
