,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09320364090726692,-0.0693966733314857,0.0503236974968948,0.08464005051576366,0.04755528037620775,0.06758417641776422,0.05740995624803963,0.12414549709905723,0.32891301000514406,0.009061741647968073,0.02061594145089603,-0.039738385959983684,0.1528390944569376,0.008005230707282719,0.1233525469754019,0.004357086715671181,-0.01046308770357931,0.12973035667824712,-0.06241492425683694,-0.21441195782195527,0.09593198529934018,0.03648327212581738,0.04247424651403236,0.04257917439825864,0.132660714460971,0.06993983270301338
HALLMARK_ALLOGRAFT_REJECTION,-0.08563822054494927,0.06904996403861934,-0.0074937516387618515,0.059239812879463644,-0.08329527484050486,-0.0005503117073197587,0.013793106769841489,0.13770665370875576,0.45392158256723064,-0.0469666705733761,0.029684846780097047,0.23740563375810322,0.06620311903545029,0.10141132852650397,0.12333441518047006,0.09644647804691578,-0.03263934740659079,0.08752201567169195,-0.0564545922772031,-0.1569602700900025,0.034236052520934486,0.10515609208168325,-0.021677631192251627,0.05516555754702521,-0.014620760933506798,0.03238963562173844
HALLMARK_ANDROGEN_RESPONSE,0.05599173589309315,0.06243981238286534,0.0414504154429028,0.023510303676625006,0.0954416882066004,0.043392890946139066,0.126751517844147,0.16784447017798418,0.42143842517152835,0.06431023707143156,0.019740565286325264,0.12296745159985416,0.044149458201768216,0.187487122362177,0.17017496641544916,0.08471807618561693,-0.03928518322176317,0.08030672185231714,-0.026337309150454923,-0.1479123219375788,0.06095714369865937,0.12836511863767963,0.03143996359278805,0.014030035648669762,0.16294948584402216,0.08153922892075327
HALLMARK_ANGIOGENESIS,-0.05099755745206604,0.0755333022233871,0.003685096946350179,0.04197519543137026,-0.058623449662522566,0.041258041682709606,0.009710652205158784,0.12411966112908608,0.4410874302112953,0.18067723537853994,0.058098827922328955,0.12146530528631724,-0.15529941591654828,0.2834789918460362,0.26547240358858165,0.005145772477972957,0.08936330080243596,0.051213841304656074,0.037099015670013884,0.17784260569238816,0.13635265033347535,0.033749532882251014,0.031621336983197024,-0.07328792873775218,0.15435986722025946,-0.06308147719413416
HALLMARK_APICAL_JUNCTION,0.07588725994736635,-0.08699270830646878,0.07021325817973299,0.0494989994215269,0.031637764640422145,0.06674062953862211,0.06816502638185817,0.19914074826329986,0.4501304468749836,0.15969127215325324,0.06369692201595949,0.13852332899878708,0.12164832741635698,0.24762521830127698,0.12590785604115562,-0.007034312326489599,-0.037689692718223665,0.17412223490824466,-0.01298395550915561,-0.16277187395088294,0.10242973479315987,0.10880260663476742,0.11903944579697191,0.025629764180031198,0.09355032749226523,0.07278980534393034
HALLMARK_APICAL_SURFACE,0.10485364722673098,-0.08654826903771105,0.03841910517020746,-0.05390295902436431,-0.0025886309729489724,0.003606924898594496,0.05885890920078593,-0.0463975891456567,-0.1719466219980458,-0.08828945883707096,-0.08548721041427389,-0.14081307980898009,0.07296047110535865,0.17907312031667613,-0.02573638092935156,-0.06138984688622642,0.011152001968070778,0.04814361665610272,-0.03288004017242859,-0.19016862750081487,0.1088283024270089,0.02671304027442027,0.049253027931449624,-0.010352179920291185,0.07007074397859381,0.06052147779378564
HALLMARK_APOPTOSIS,0.036161266106539906,-0.10560230157923725,0.043653501725818895,0.019750258909447985,0.12048679348971678,0.042179254422307036,-0.014429292564949972,0.0694837404468512,0.19129629637869844,0.14630534109478044,0.004340815325061933,0.22073552898861232,0.12374639397914851,-0.11693667106754889,0.10392825912217847,-0.11735712015102488,-0.017124527111731767,0.12061250605373744,0.0910199873488741,0.0963064988537563,0.060484097913275726,0.0018368635140805915,0.09147334935626496,0.07100958547128797,-0.023704896003032175,-0.008551753196425402
HALLMARK_BILE_ACID_METABOLISM,0.08998590031073449,-0.07229556138176943,-0.048343177888700205,0.017373926961732716,0.006160178840037156,0.02957751970926086,-0.012605947108549953,0.11770829473925547,0.43646950023795283,0.11288403339538584,-0.019005320244972944,0.0475396581018879,0.07409135987715128,0.09574961430655059,0.052463992916756845,-0.002013678944498765,-0.09708005044402622,0.059847179745604585,-0.04324809415293185,-0.19657940527482115,0.009480344410107458,-0.002544693796580085,0.09701428329964525,0.056174066944888384,0.028150557703488326,0.016270986852749213
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08861355356269392,-0.06333633550517215,0.04935856999804626,0.02442820557338336,0.053808760178599646,0.021942686486080457,0.1069666116240518,0.14419376290951136,0.3159422331760571,0.15543499789783513,0.033770561070854146,0.21540365981028892,0.129647341824169,0.30218594593850134,0.17081698693986863,-0.0075326990300654114,-0.0071777100236425995,0.05822942507800037,-0.009137798369242145,-0.24531136736813608,0.07229953912197974,-0.01326083604246727,0.030368004629304658,0.0642692773492375,0.11674167017102122,0.10650187488907935
HALLMARK_COAGULATION,-0.06483994132968736,-0.12088950885444935,0.07581513364896754,0.0641950361429299,-0.005142748274056443,0.023633887765165187,0.048334786330046536,0.13226388363495875,0.4398483027800756,0.09243552520440519,0.07421167916804147,0.25981521412534053,-0.02217263120055254,0.1052172555563097,0.09156036544253122,-0.005037510991657331,0.025942741560406758,0.16671996823901847,-0.021306088967409098,-0.15591477599582007,0.11601062178911903,0.025976723516585705,0.03309661732947949,-0.036262413718055685,0.12770972258559002,0.05213951333419455
HALLMARK_COMPLEMENT,-0.03548439056606878,-0.08562539136775425,0.04413824031352074,0.08573715667597823,0.05619977823676952,0.044109475529815666,0.023881076148561952,0.1220330075475381,0.4296640262112796,0.14926400494959513,-0.002843424676089862,0.22926030155384466,0.11888600979909406,0.035013406146930874,0.16846830984934089,-0.03573149910782363,-0.04225880173052684,0.11396662224803625,0.01616745184035372,-0.13272738038319434,0.08536996839066827,0.08875064162837003,0.06197342920003305,0.06509640462974117,0.13352071623034467,0.035165844777230115
HALLMARK_DNA_REPAIR,0.08062054484134543,-0.010161972844960693,0.04642016445658446,0.07304925449871266,0.06949730262728003,0.07474892881250733,0.07989959882093094,0.18163047030232915,0.44819848401436935,0.06973138336775454,0.01363656829130617,0.05569272156686221,0.09457063962574432,0.27045679621709057,0.07863695979863736,-0.041084823764661965,0.06613669864834106,0.19646886388919965,-0.036019371736153605,-0.18980944902474392,0.14541468125651497,0.09060538687940585,0.0928285750307791,0.04857573985429333,0.14150413571132345,0.13219789414397362
