,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08394345124015687,0.16592806238913638,0.06513367255199173,-0.0037257687648663265,0.08206766284633164,0.037560047383196855,0.022719174864294985,0.10062289709584742,-0.006297705823569727,0.03409889427022549,0.07299148565529541,-0.06631822384087946,0.021096476048284084,-0.06854366664025995,0.11120887602356269,0.13148440997265562,0.09396259391139136,0.11054012736139278,0.06826801990702235,0.1545461364525281,0.2141685758316868,0.057489046453244756
HALLMARK_ALLOGRAFT_REJECTION,-0.08727478082225773,-0.019781528207408364,0.03734868784563152,0.0026249639066245685,0.03016381182441367,0.10025076547187821,-0.01185728872290041,0.14289435241187007,0.03572356737975388,0.02184565107288696,-0.015965704037251765,-0.0362323870735434,-0.0017940284850969197,-0.049956746847135976,0.017148697087149632,0.08013558916438551,0.07689398935356541,0.04057319608236716,-0.010249283654147796,0.10231843350762966,-0.017044496605662703,-0.01065781182588236
HALLMARK_ANDROGEN_RESPONSE,0.06551778325753604,0.1471905896844655,0.07452613199068103,0.060425998316821265,0.04901594380144239,0.08227471517440128,-0.047280886196985096,0.14687581705669733,0.009894421578031356,-0.0015522688163072485,0.07170943903731024,-0.004882782237858483,-0.021662689268443995,-0.05960196387324303,0.10608888724869443,0.13184827195221469,0.09147300361618026,0.05418790376302952,0.012192481943759423,0.19531899473641903,0.10156572174267971,-0.005385845210082192
HALLMARK_ANGIOGENESIS,-0.0668290757617048,-0.10487888069555788,-0.026989915777356235,0.0123782551656844,-0.021815357901207633,-0.0682317294533004,-0.06863651753041776,0.17698341926097055,0.01611261921500245,0.05848318676262495,-0.021896592525258485,0.07594200910649862,-0.08060479410358588,-0.09893927348566364,-0.018415785362983446,-0.052142631892379096,-0.07357088231942396,0.02056567843035037,-0.06885633031853652,0.017143859700187565,-0.05342630733332649,-0.07441600805241302
HALLMARK_APICAL_JUNCTION,0.13723986938435095,0.1407228130780517,0.14591947091106985,0.06581970198125037,0.08079614448562579,-0.002346475777981927,-0.036443853959351034,0.15350601830072072,-0.0035795217348509344,0.02827528219983529,0.08477813491903842,-0.07067566055994624,-0.06008936797205913,-0.012063723179337231,0.06982230935127372,0.1201443919912859,0.07889144928024246,0.10389968271390217,0.02400512956693113,0.18565386483512708,0.1317709005292877,0.06915685647730462
HALLMARK_APICAL_SURFACE,0.1288415502938653,0.12603783466212318,0.09888881767134772,0.005840980081251892,0.07482433174959063,-0.05126837280310229,-0.006004675525545885,-0.05702968509894698,0.04687796652034651,-0.061683814833606444,0.05202158755274137,-0.0269147190791472,-0.02840724463656154,-0.023924925116770312,0.04654350907008652,0.1330797590552083,0.07992077069964157,0.05616825901839291,-0.012906004299213673,0.17235631461884285,0.0491451377279596,-0.018531072367674595
HALLMARK_APOPTOSIS,0.06236663769119499,0.03502010287165691,0.05145856514233962,-0.01996343946946043,-0.013955929119628587,0.045202669410874495,0.002083316161171388,-0.005939309311877994,0.056915235104662336,0.09043678687216124,0.024857136428512772,-0.0022398478254238292,0.03925195917554124,-0.01688281574884695,-0.008708559775205758,-0.04587422531901578,-0.050204719164841,0.05267056961433232,0.042604707107289724,0.08932118691748227,-0.03592921568881506,0.05612275370453828
HALLMARK_BILE_ACID_METABOLISM,0.14469606976233104,0.1428067452632855,0.045829217755409477,-0.0011406545833527743,-0.01673931749526471,-0.0898114406918023,-0.04037067452586368,0.14390141934034917,0.02884531139922754,0.044217717215876015,0.06030985247370579,-0.03471315668337077,-0.045481087776717964,-0.01807438782541868,0.08165857231680322,0.129313871481785,0.08527204165629176,0.03998321909474352,0.07186296935549939,0.10299186866148075,0.16741940747213446,-0.028994314090834042
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10533524799450064,0.14892689165985581,-0.012163346479190516,0.03778750130240008,0.015392076132400683,-0.05006079406785681,-0.06057465334870591,0.08572877837947486,0.03806481682224418,0.07362148394996879,0.08640235598564557,-0.046424535224809355,-0.06511706656217087,-0.06682311145273472,0.045896043005556525,0.10593517757575066,0.1167308877168005,0.10964189497407031,0.028570259213945556,0.09419602950202086,0.18090294327103024,0.011441555131562683
HALLMARK_COAGULATION,-0.06657935740847329,0.11963170539762967,0.11159882304363697,0.01211250042118499,0.09293545544608633,0.09285057045329652,0.025194708132756496,0.12650311947323167,0.02935658530828884,0.09192062768763824,0.033690372671014115,-0.008957765023343254,-0.05039766231419007,-0.033305824214242295,0.09389005194072465,0.10597665752720668,0.04417644887866661,0.11204367904923855,0.044906293138473344,0.14365671137873542,0.11407703661639393,-0.0224191966852597
HALLMARK_COMPLEMENT,-0.038727206485120506,0.12307266940012847,0.0237962101777386,0.04028949178176571,0.014949913518456008,0.07693177877191483,0.034712471747161015,0.1506568157614887,0.02240655153792472,0.013089135429547104,0.006206787176597263,-0.05238002086907932,0.023209734535209345,-0.14958061650059948,0.016176255483254586,0.1232647786025209,0.06737354220399705,0.0926299513565189,0.03901082695718009,0.13584635951792598,0.14389007621008126,0.025704353990546016
HALLMARK_DNA_REPAIR,0.14398789211759233,0.1428145421190826,0.08858217241987867,0.06490940912576666,0.002238152878384601,0.023615708977679575,-0.03513693304170208,0.1795350807831435,0.04016687620169478,0.07310653352026482,0.09406677148096604,-0.03450179481661631,-0.05328003698782054,0.004897441681813135,0.10236151212577489,0.11240105250851186,0.11372407431441327,0.10868962539332765,0.017703896318010694,0.1213684182754724,0.19591465923193568,0.046722818927869045
