,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.05728385923355623,-0.055890903640168126,0.057370708770993845,-0.03490339013353503
HALLMARK_ALLOGRAFT_REJECTION,0.009020640186327953,-0.03464690709363002,-0.015276476423981543,-0.012167949081378408
HALLMARK_ANDROGEN_RESPONSE,0.015484742719220816,0.08796693225615501,0.0450528335866343,0.015266055730909816
HALLMARK_ANGIOGENESIS,-0.10103852828552556,-0.0601558189520055,-0.021547584300964512,-0.013144134179721613
HALLMARK_APICAL_JUNCTION,0.06211938564738527,-0.04355906389770529,0.04831539221110168,-0.07297000792439402
HALLMARK_APICAL_SURFACE,0.1232483031781275,0.0352648570381245,0.03798529793721172,-0.10623239066279312
HALLMARK_APOPTOSIS,-0.009988035568472643,-0.08397915344056958,-0.04835884972275295,-0.09298445615490732
HALLMARK_BILE_ACID_METABOLISM,0.1067909100986064,0.0036701663035275263,0.062345836629920805,-0.06573506586778882
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13934353914321582,0.0228661684853083,0.06147469597651417,-0.009123642197299772
HALLMARK_COAGULATION,0.0407850225075987,-0.1123070998193052,0.06187090501901691,0.034998064738531585
HALLMARK_COMPLEMENT,0.029996472453917747,-0.06760524656075974,-0.01518099393903913,-0.11596583353728487
HALLMARK_DNA_REPAIR,0.08608123786496734,8.273454901309417e-05,0.0212321170939161,-0.1239911624958577
HALLMARK_E2F_TARGETS,0.07578282054578435,-0.03652172751264274,-0.006072253342254711,-0.09004813063115545
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0065535723773501,-0.12618321496116802,0.0025937917997959433,-0.08154713767107241
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.020517253986718505,-0.08537083759268374,0.010387138568141809,-0.10004030112147971
HALLMARK_ESTROGEN_RESPONSE_LATE,0.011716407103106442,0.02736952150562378,0.07204952541724748,-0.059391180040061275
HALLMARK_FATTY_ACID_METABOLISM,-0.02771187223731789,0.008482240406371378,0.055330729807199996,-0.004400278616258603
HALLMARK_G2M_CHECKPOINT,0.03495256834900788,-0.011030168311302666,-0.003845722949420806,0.02531607337855198
HALLMARK_GLYCOLYSIS,0.03578876137011467,0.03451574484386589,0.003433042457098699,-0.12322809548897982
HALLMARK_HEDGEHOG_SIGNALING,-0.0049725983703506685,-0.11667462184002625,-0.06478656798708701,-0.03754066685457141
HALLMARK_HEME_METABOLISM,0.044110409561496366,-0.029528072501086834,0.014340387488143536,-0.03560807542190525
HALLMARK_HYPOXIA,0.023002237890811617,-0.07862611439798582,-0.0468941599424052,-0.09510698863316952
HALLMARK_IL2_STAT5_SIGNALING,0.04564006916776945,0.08585286309206225,0.0258851574345275,-0.08928720186903652
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.010176108470883268,-0.01218932650651764,0.012503546789897868,0.014797990134882276
HALLMARK_INFLAMMATORY_RESPONSE,0.03916334854112989,-0.043973694018585655,-0.05240321085686061,-0.05117776190858544
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04951938623482593,0.06996038401291775,0.09400272277584802,0.0719762395812027
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.022629269657576848,-0.09545071784373968,-8.04389453963509e-05,-0.029137918604573508
HALLMARK_KRAS_SIGNALING_DN,0.102786112757837,-0.0371132570582675,0.06615554450911484,-0.07198246340076891
HALLMARK_KRAS_SIGNALING_UP,0.055220595009165895,-0.039630351467340695,0.014774169321171192,-0.04305308093460585
HALLMARK_MITOTIC_SPINDLE,0.07931155988887019,0.021280147621508046,0.07283020290667241,-0.07475021123504313
HALLMARK_MTORC1_SIGNALING,0.04793852900511885,0.023544850966303682,-0.004391328907185404,-0.08515659028152896
HALLMARK_MYC_TARGETS_V1,0.07834995420195656,0.029447654695758413,0.04396440537497125,-0.08805900935267467
HALLMARK_MYC_TARGETS_V2,0.061849488740079464,0.04068347367934424,-0.014165389151314788,0.10463645823083464
HALLMARK_MYOGENESIS,0.0741761555344687,-0.0025004822637178115,0.08276072750074971,-0.05536339511569375
HALLMARK_NOTCH_SIGNALING,0.07139986145535739,-0.07069700448038345,0.06444267238459728,-0.0073446989237407525
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06357602871507541,0.05741347146860488,0.0477316221060323,-0.12223684721996869
HALLMARK_P53_PATHWAY,0.04308772935068554,-0.0035538848122859366,0.006644729975162469,-0.051122339368092386
HALLMARK_PANCREAS_BETA_CELLS,0.04448913061292251,0.002544153058486172,0.05848847404827213,-0.09045834906986508
HALLMARK_PEROXISOME,0.04446075987705562,0.045550661245535994,-0.052339459711325045,-0.09972933924082152
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.05207431973703458,0.022626408434544425,-0.016779936131750026,-0.17451036411015874
HALLMARK_PROTEIN_SECRETION,0.04479765621930188,-0.00879045547258506,0.09698030512576974,-0.06057128114081791
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03677270225073287,0.14022556087021365,0.07350163804852124,0.05740646889139581
HALLMARK_SPERMATOGENESIS,0.0539001941646044,0.08348022488053282,0.0358079943904667,-0.05818893283287269
HALLMARK_TGF_BETA_SIGNALING,0.048626894266461586,-0.018999190045335707,0.050827663315294216,-0.07502980582874641
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.02747746948071212,-0.040418562678305,-0.12092360555195102,0.0636263747060466
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.020513750667948107,-0.02247033325611636,-0.04492420627534783,-0.0808213372157076
HALLMARK_UV_RESPONSE_DN,0.0037425093959859612,-0.014908342582628121,0.05920571770555557,-0.03474769918702426
HALLMARK_UV_RESPONSE_UP,0.08253996032838747,0.039367773078093554,0.05440273236291073,-0.1342506708554634
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.10315420092948635,0.007643321776555366,-0.01150532212216682,-0.0504820305201433
HALLMARK_XENOBIOTIC_METABOLISM,0.11374140849264214,-0.04141796253104527,0.032152356587428994,-0.06776660839496942
