,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03942811329570283,-0.0336334846158489,-0.05493034627577806,0.08591549646806877,-0.0641031338301289,0.06759519075831921,0.07176207987460931,-0.005053567417873972,-0.04518030280457967,0.005309659728199938,-0.1136481922087223,-0.012334202598404594,0.13719257418504452,0.05945422119165732,0.11744857381430207,0.12965008240249015,0.09922835058893929
HALLMARK_ALLOGRAFT_REJECTION,-0.03472449707930103,0.056930607962232066,-0.026603096433034677,0.06272829777182264,-0.07697252832954418,-0.004950974461725214,0.03602359342601373,0.04569681964085143,-0.05740250262782418,0.04792493955136402,-0.034436931583347416,-0.03891083407186358,0.14713276735458053,0.04312622671263377,0.035431200595824094,0.06191786562597068,-0.053930443668598296
HALLMARK_ANDROGEN_RESPONSE,0.07460522848150218,-0.02970186308476328,-0.04217425137910261,0.06519865449593168,0.07281487105789328,0.028144467041865375,0.045706209740989226,0.0005072690992607357,-0.05274152839494688,-0.004688535749993526,-0.05457384785750822,-0.06099432352016029,0.14234255491523318,0.08530798609341476,0.010910169921431455,0.11591002852260295,0.09588187069463228
HALLMARK_ANGIOGENESIS,-0.0463993523836135,0.11381242802536957,0.046738541459605765,-0.03217736919897952,0.004483209488534146,-0.058297950750919016,0.04881225784293029,-0.011211239977147828,-0.0011789154148791503,0.007032291173273071,0.05391883844610655,-0.029641954572758228,0.04907597227551817,-0.006601497717446067,-0.08544775696505491,-0.024522069882617483,0.05742643445623046
HALLMARK_APICAL_JUNCTION,0.04121083833313757,-0.0666352467721239,-0.08918179272566688,0.13539726643524938,-0.08412330111211637,0.089364947725088,0.06903155119872928,-0.020194205239868382,-0.00032526331300345384,0.022947666639604104,-0.06595643619062418,-0.03165990403574898,0.10552134338090097,0.08836130052640369,0.07081571264592652,0.14593363419232358,0.0877217351568349
HALLMARK_APICAL_SURFACE,0.08442704397627189,-0.041923314870144585,-0.0831900073693955,0.06043611546588806,-0.09625314536428718,0.08538940377651784,0.032647917096838217,0.0033978304579348126,-0.08732916959417711,0.003363744320759251,-0.10108099061016894,0.07997106648920313,0.11652622987530827,0.07833430600961254,-0.04379292761097348,0.12214842148757131,-0.009727913976362941
HALLMARK_APOPTOSIS,-0.001809083657030731,-0.029926309300396792,-0.010316323922069397,-0.015740756516337957,0.08795160671830723,-0.011587393450494997,-0.04833471616948675,0.021481172981052035,-0.00042012972756597534,-0.0536115475138094,-0.013247174157976828,-0.03586848575589002,0.030356673501095378,0.032628596599857326,0.01552648620893046,0.06761196726175868,-0.004875526841983265
HALLMARK_BILE_ACID_METABOLISM,0.10570737256168256,-0.047390707828645004,-0.07831971705812601,0.07747230192334022,-0.053634454266337735,0.050867235570565786,0.039637098381513684,-0.031617401362361755,-0.007031194020450273,-0.030293327037484944,-0.1171300396045547,0.015960597414504243,0.10196315290217621,0.0636614347150586,0.05459568693590296,0.09781061361957397,0.054116509636899575
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09792093255215135,-0.05777597855164202,-0.06377250079887359,0.09623108222099976,-0.012378940442162251,0.03676406048505615,0.0763032248269703,0.022344060848891706,0.031209691534554933,0.020752664700892817,0.03273787623689097,0.03956301196212681,0.0998636334427069,0.09593107963770078,0.06256703256945532,0.1318661167072891,0.07699767444418663
HALLMARK_COAGULATION,0.011911213016085923,-0.046105403369956076,-0.042633705349946115,0.07500807466790542,-0.09126825785636221,-0.025338035148281722,0.005455873722371014,0.02690181344183041,-0.06518381373203935,-0.022103003723053766,-0.13726629667119303,-0.03558099921853927,0.12375890109373733,0.06176237375090985,0.04055978783223724,0.10484324078805622,0.04033426622978916
HALLMARK_COMPLEMENT,0.007391086553153386,0.051429678134633935,0.019192446642680026,0.06555856862912797,-0.059632820597671235,-0.023195514124124926,0.012414434641336892,-0.004193284263267895,0.03407512284866467,0.04396691497320492,0.012627744605221935,-0.033054390578961756,0.11639498213701904,0.07769138020791522,0.044395514741417466,0.09331518108237341,0.014578024167535515
HALLMARK_DNA_REPAIR,0.09013905071919952,-0.03559528408497914,-0.06859668811949446,0.1030412642382473,0.1102818058094028,0.059779145411249734,0.0640105178801539,0.004611134849999927,0.009850612797620967,0.030291718439045778,-0.06163883508926982,0.05280546935767325,0.14252906165959223,0.10398558699020512,0.10125784481328043,0.14973034981871297,0.13647927381805508
